state,observation_count,requested_fraction,active_factor_count,active_factor_fraction,replicate,base_seed,state_index,fraction_index,subset_sha256,active_laplace_leader,full_shadow_leader,action_agreement,full_laplace_ei_regret,active_full_ei_spearman,maximum_absolute_ei_difference,median_absolute_ei_difference,map_iterations,map_gradient_infinity_norm,factor_energy_gradient_work,factor_hessian_work,single_active_fit_conditioning_seconds,peak_rss_bytes,authorized_target_rows_read,unauthorized_later_target_rows_read
seed_0_initial,8,0.4,49887,0.39999839638223833,11,20260823,0,2,b571336b18346106bd3edd9394bc300ccb94e8304dffbcfcd1d48fc52860a973,11,13,False,0.0011425637335095683,0.9896023434868768,0.002203895751077,0.0007069941138703652,90,7.673536185692775e-06,5038587,49887,0.09735533315688372,222232576,8,0
seed_0_initial,8,0.4,49887,0.39999839638223833,12,20260823,0,2,ab94cf4cf1aaaddb903a7c2c199c39f777ae329a3f30544a622766e3412326a5,12,13,False,0.0015692658630459579,0.9881219991697542,0.002213346542442405,0.0007235974317207176,73,8.518975802077056e-07,3990960,49887,0.08169295801781118,222232576,8,0
seed_0_initial,8,0.4,49887,0.39999839638223833,13,20260823,0,2,b225fa7d8462ebe3c44ba6b6b89c07122e93e864a721d373d0761d94d24527a8,12,13,False,0.0015692658630459579,0.989935225145489,0.0022593082600704424,0.0007354201826656279,81,2.3362170373936175e-07,4539717,49887,0.08842312498018146,222232576,8,0
seed_0_initial,8,0.4,49887,0.39999839638223833,14,20260823,0,2,94e5e1059187eea429cd8a41115879d73b25b856a39b0f1130b5dc51e96fcdcf,12,13,False,0.0015692658630459579,0.9882903981264638,0.0022189516975551944,0.0007181646525981113,81,2.0785911013787572e-06,4589604,49887,0.08989075012505054,222232576,8,0
seed_0_initial,8,0.4,49887,0.39999839638223833,15,20260823,0,2,021fc748d1621e99893e17b0a3c32bfec71ced2fba944a35b33f68d39a79e041,12,13,False,0.0015692658630459579,0.9889639939533028,0.0022364026483634065,0.0007225048440159358,80,3.790239479578572e-06,4340169,49887,0.08494649990461767,222232576,8,0
seed_0_initial,8,0.4,49887,0.39999839638223833,16,20260823,0,2,9a42693b306c97355095ba8b3db1f5bfdfcb20dfa2b847ba0dae4a13de30a4ff,12,13,False,0.0015692658630459579,0.9891167278907836,0.002284145360241612,0.0007113746000498283,85,5.190515475587965e-07,4689378,49887,0.09233441692776978,222232576,8,0
seed_0_initial,8,0.4,49887,0.39999839638223833,17,20260823,0,2,40ac4757b31b1b6712b285b65b21a6acb71b1bd8f1024ca39cfe13977c829cda,11,13,False,0.0011425637335095683,0.98850579214086,0.002217322390218872,0.0007411343719576653,79,2.356576989326342e-06,4589604,49887,0.08951058401726186,222232576,8,0
seed_0_initial,8,0.4,49887,0.39999839638223833,18,20260823,0,2,e47cfa4835534e1f53d71b477c40e34a37150875ea5ee6a82a60a09df3a1c21d,11,13,False,0.0011425637335095683,0.9883961370062584,0.002162939969230806,0.0007061562258708076,85,4.359296874256735e-06,4589604,49887,0.09084812505170703,222232576,8,0
seed_0_initial,8,0.4,49887,0.39999839638223833,19,20260823,0,2,9b3871226b5361a4e1a02711ecb6345817281f39e539b3952d390b0024269be1,11,13,False,0.0011425637335095683,0.9887603487033282,0.0022882548315614655,0.0007227271653812515,69,5.059650317607023e-07,4190508,49887,0.08247866597957909,222232576,8,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,0,20260823,1,0,66a3a6cbf6ae6403f01d46d8a36a1c07ce95819e1641555a2ba8d686df0b3422,135,134,False,1.0686312061755003e-06,0.9264144491958243,2.4913719800752385e-06,5.065195037389417e-07,76,1.7153612981435362e-07,1085064,12472,0.029013958061113954,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,1,20260823,1,0,02d30618e61ec0df20e72ead45f3fb6bd7ebf4dc24b1a2ce49ef3687d8f9962b,135,134,False,1.0686312061755003e-06,0.916582988521667,2.7736717348692315e-06,5.076447815996084e-07,69,1.0948444544457009e-07,985288,12472,0.025672707939520478,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,2,20260823,1,0,4e383344c1d392807987f4df9a685a051cc85f51adc10c3c6d213264c87317a8,135,134,False,1.0686312061755003e-06,0.9196798012499785,2.6216248066470375e-06,4.96447733301893e-07,80,3.9350156414048876e-07,1122480,12472,0.0307730829808861,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,3,20260823,1,0,f4415b8e7c0934e24c3ae29d934022ab122a14e3d7fb1e5e2d37722e5712387d,135,134,False,1.0686312061755003e-06,0.9201515728605808,2.8661458260942345e-06,5.061744171629498e-07,68,1.818409547313382e-07,997760,12472,0.027888499898836017,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,4,20260823,1,0,ea7cba850f02cd9045746e1ed4febb15674a6b17c9ce3a1d5e834044ed574c57,135,134,False,1.0686312061755003e-06,0.9191452710306262,2.835784047764666e-06,5.089822709279136e-07,78,2.864151105518714e-06,1134952,12472,0.03059858293272555,222232576,14,0
