action_position_x,action_position_xhat,action_key_x,action_key_xhat,node_x,node_xhat,total_structural_influence,highest_influence_factor_index,highest_influence_factor_graph_distance,factors_for_90_percent,factor_fraction_for_90_percent,factor_set_sha256_for_90_percent,factors_for_95_percent,factor_fraction_for_95_percent,factor_set_sha256_for_95_percent,factors_for_99_percent,factor_fraction_for_99_percent,factor_set_sha256_for_99_percent
29,123,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010448,399,1308,6.243510450038412,167,0,614,0.3652587745389649,8febfa87532605ee7a8c24808873592fc3d11ab7038cd5d358afc63a115bd871,1012,0.6020226055919096,5f1758a5a4335abfafaf2082e93d3c7c9f7cae9fba3386b9aede77eacaf63f19,1493,0.8881618084473528,50fe4d2699138024306f566ec6fdcb996448ab335e22414dc43e19a94b9a2300
29,124,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010087,399,1310,5.079086567813562,1522,0,622,0.37001784651992864,216adc147653a83faa7f33aea29e41a9d940b69770af2751e897375548fd4323,1019,0.6061867935752528,5fbf96dcc81672563d704e973b8ecdb55a9ba42abe41226510c77dd6bc7abcb1,1495,0.8893515764425937,3a118a2b1dd153f7a714022dcc16625aad879dfa5373572fd4894be51d26e29f
29,125,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010478,399,1315,6.341615539967293,341,0,593,0.35276621058893515,521a1c7c1f77e61027ebe26911ec597e93b00529a8b8f86d3fae1352c1c54bf3,999,0.5942891136228435,8e4e988d10b1ed283537c4dbc7dcec8a9f06de77b7c599ff54802793ddda4344,1489,0.8857822724568709,a8d16f55950724a80149b59c78fcfac35fe471afb673b880dd26b6e361b6a13a
29,126,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000289890,399,1482,5.41798094855655,1522,0,599,0.35633551457465795,dd4bd2c1dce375c3f657a60e9c53c812da5b70077f6016bd5eec764d032d8ad3,963,0.5728732897085068,8b0eb82593a60d6ccbe77a5361663885cbdce3e4ea070dde433ad87f9ce88af0,1469,0.8738845925044616,18d4bd2ee7d305fb9508dc0f9a843c181a4b6ef5e1474cf7c412668a6c38db2f
29,127,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000289918,399,1492,6.787701859497908,1430,0,610,0.36287923854848303,3af53ae1e2ce1e028a4d28d7944dc8710921492f8e12338f5ac60ee1121eaeaa,988,0.5877453896490185,fc195d35932b83133895418354803e29df4634ad28a694fc4c1b6d754c1ac762,1463,0.8703152885187388,d77970babaac00b241b66348a499cc9561ab235974997b3cfe6fcd6bb2a09fa5
29,128,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000289881,399,1505,6.656670360986039,1441,0,516,0.30696014277215944,69e3c3776c03de6dbfb39e0898671075a4681d2222f5cc4319b7f57a5aedd1fc,870,0.5175490779298036,c7e894b3c8577a2efc56391406f08b0b5f706f6bc9647ddeafc25d4c5ef174d2,1410,0.8387864366448543,fdd93466ee6db8d717c8d006c907cbf57cc41156af050f5546c17f3f8aab3791
29,129,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000289900,399,1519,5.961089244077549,1247,0,454,0.27007733491969066,9a6f940dc25b56f05341559b98a7655bfb2c15bb05b7bf3ddb24d150b6a2c7e2,823,0.4895895300416419,eb2c15f051b80d4bc01850330faf40d7b4986387f5b86236c2889231c49f33a6,1400,0.8328375966686496,da17fc371a5cd907f17a416f64c2d49fe2a51c7b6e3351bd3a227d97fa448e23
29,130,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000289977,399,1520,6.021865821882165,1522,0,561,0.33372992266508034,d0dd49c09f6665404a7f34946eb984bd34c933de609a617ed0a2554aca891572,932,0.5544318857822724,9e74db6b5bc982469aa6a470bd37c3ca68de1e152466c3257537a8e2b0e02090,1452,0.8637715645449138,bfbbe0c771c63da27fba4c6cdbafd3e2aa19e92b2cc0be75e455e73041d28c20
29,131,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000289910,399,1521,6.308497989807867,1353,0,510,0.30339083878643663,58406e86f68368c7db302a58c36428fe5d09f84d56d6a6c04d0eef70a33dfd65,893,0.5312314098750743,bdaf391a6e9efa3ff4cc3d6034f81e828a45e3fe8911bcaa85c3e097ec22e37b,1437,0.8548483045806068,099da1422de647155bb46fc8d82048e13aac371ae339a34abb80ac15dab64a8e
29,132,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000289932,399,1531,6.161109324591388,1497,0,503,0.2992266508030934,2ca66ae2781fc87c3326cd22605feed7933b629879e69c1042b8cfdf974be588,867,0.5157644259369423,e74ad724e4512223bb01b7c53a1f01d75b79b751fe2f7025b90bdc783ca02894,1417,0.8429506246281975,ad2709fa90eaa358fe9ed75a2f858c3daa5dd4302986d859c8c52dbaf6a1b031
29,133,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000286998,399,1553,4.516855113694611,1522,0,598,0.3557406305770375,5a27290e36601d2eb1131f95508b03992f1ff06aeda9e18c917bff3d0316ad7c,958,0.5698988697204045,bdcfce38e63762b54d5bc39c36af0b13ae45be848c679fc5c43a35893370823d,1461,0.8691255205234979,7208f00a95246d16ffec7bea5c5b547a3de946ea044c2bacaf28c18d9b3c3318
29,134,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000286993,399,1554,6.262219845316201,1656,0,483,0.2873289708506841,1b096a4a5367c82fd435db6a50b40bafe19ac5b9248cdc13c20f49f422eefb76,849,0.5050565139797739,e785826bb3a141f5c55a5fc325a3629c668a50392860ada93386c5c4bd4c6d2b,1417,0.8429506246281975,e6f8f97bfb3045fbc93ea3817764455bd878684554691f9039bf610627e98f75
29,135,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000289941,399,1555,6.182983314348409,1275,0,509,0.30279595478881616,09e0f49c0b38106110a860b77168e0e0a454e509f7e21a85354c099ea46db8fe,889,0.5288518738845925,868ad2cb22110eba19f8369418c7899bfcc9a96d7f509b75520b8da9c162830c,1432,0.8518738845925045,d8e776d7d47dfab47c0975ab5a399d997fdd9e9bdfba4c5885fb3a4811bb10b5
29,136,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011348,399,1556,5.263586015285602,1522,0,583,0.3468173706127305,4572167bf5b08fab57130d283035a92dd4054c8ad268017e21a3185970caded4,950,0.5651397977394408,7a3c7c406195cb7f39dcba5d5335952b3edd4f298e6178eabae78ebd4dae00f2,1458,0.8673408685306365,08f9905347e335650c29b616c250a641e8a0c796da82f0cdd4a342dbb6fccd5c
29,137,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010484,399,1562,6.1623389981913235,1592,0,514,0.3057703747769185,971359ed0dd8a1e82392dd8f7a046000de087fb6dc3ea1935f8aa25d10f0f60f,865,0.5145746579417013,639132643427b53a5facd95dac4df371c29b1067745f9e26a66f4c1baf90c0c3,1412,0.8399762046400951,52fbb2857174d4289e09d9e1c590fdabab2621fd6530d82a95648056c31a62e4
29,138,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290046,399,1565,5.277859384014531,1522,0,575,0.3420582986317668,47d2081f74a8bfb74dd4398e069928068ecf9b55a1ab9c2d3f2b9b0dd380b5e3,945,0.5621653777513385,7ffbd1772d68d9df1e3e30b02ad6d2bb1e7497d028586f0e6fe11322db3af2d3,1452,0.8637715645449138,7c1541ded4538621bdca9fe20c8a9e29c63e373d0481c920e453a0bb783e7205
29,139,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290025,399,1571,5.8885892029894755,1522,0,542,0.3224271267102915,d6cf5ada4884a03d4266c8d368b3d8a2638d5f5bb88429c575979e10874e61d7,922,0.5484830458060678,e560781c30932e6229df72310f5f5e7751fb2004a802527699fea0b6967b93e2,1445,0.8596073765615705,76623cbf529fa25c7a5eaa8868bb5f2cb47abbacd855d02d06d3cd660ab56d53
29,140,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000289987,399,1576,6.155306351658627,1522,0,596,0.3545508625817965,1ec7061f035a1612eed6e47446526b43d7163eb2c2e0eaa59c884f733fc9c11d,981,0.5835812016656752,9cf0f198e8d1b902c71ef659863bc52b3fd4aa89870c9080b9206b7c35a80f27,1474,0.8768590124925639,6d056804db811a5307c86318c1ee075a459460fcf3f4f10013d962d70ffcde77
29,141,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010136,399,1584,6.383485991501886,1522,0,541,0.321832242712671,68cd27a763d19aa7da6fd8890f127972aad8a9de82fe15e8fb5e029b0316028a,914,0.5437239738251041,3727e0e14b5e91b76889b4166a9a4adad8b67e079b80027e7237b353658e1dd6,1441,0.8572278405710886,0c710baf4f6799f1ce0516e364cd648f2ca1c663f7a7155ed4415f745fa3d8a7
29,142,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290107,399,1585,6.186994558048417,1195,0,540,0.32123735871505055,d81954ab887d442b1f90dd2d2d10395d2d9f74f53df6cc93becdd4341230c5be,903,0.537180249851279,5008d2eba1485142879cc094af44077530457974491b3e3b60fafd8e9ebb71de,1437,0.8548483045806068,a88691b6ac718a2e803db5fe6bf6d95faa824b831ea08f783e1d2e5b73ea32b7
29,143,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011392,399,1609,6.403425192185496,578,0,624,0.37120761451516954,6022ac0881118fa40e1239b5d3a112c815cffd9776f26c64942ba961a5b5b4e0,1017,0.6049970255800119,93f6850daa391a19d0d90edffaa7258e348c4e1faf796bc4903cb8972183ec99,1489,0.8857822724568709,7282e2429262181b7aab7e52cf02771b214e27111d97f0ccf5a387e108a5eecb
29,144,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011288,399,1610,6.352733326705753,415,0,626,0.3723973825104105,5281786540b4f092f80df7da930d6fc49664aa203af4bbf738f1c1b691f48fbc,1016,0.6044021415823915,1f99e70956955064fd13e5d395b4755adf282ef48c4d9844ba48b92b915bfa50,1491,0.8869720404521119,95ff484655feff31f14df8287b740226f83c85ffec01a93ff2834af3fc130e62
29,145,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011066,399,1612,6.137071441038897,1522,0,638,0.37953599048185604,8f4d49cb205c6c6e1c5cda0bcf5009ae83be06b4c49bf1846159c17954b5dc27,1011,0.6014277215942891,e609f3ae3caa84fc0a316462192aa96e06d1d5873be6ebe3ed9da589a3cd7b51,1486,0.8839976204640095,7bad47307ecf8caba795735da6b59407e2b56352991bbb41b68c92fb8ce6bb86
29,146,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011962,399,1613,5.121236500616534,1522,0,617,0.3670434265318263,37845b88c867abfc78e672c943ed4c86c2dc6c13a8a7066afd9ecfca42460ad4,999,0.5942891136228435,9da24c5851f77474e1b537f87021acfc7eebe6b54dbd348d6fda9b4eca1825cd,1483,0.8822129684711482,fc10b4dc7de8c8df256e445ea8466ac778299a8df2a4d85c1602451611a12731
29,147,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011961,399,1644,6.4535327033971015,102,0,658,0.3914336704342653,2b520d8f0e79a76d4622400908e64aa5cf655a1098b3d2480134cc1094d14e07,1038,0.6174895895300416,cf1f69ad21c1d4b3f3e042f5a8a7020466081253fa3ce7bcb421b714d54e7cc0,1497,0.8905413444378346,2939e516344282e93132dc6f16286ba66d037b19b44576b9eb191c43e44bf6d5
29,148,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010195,399,1647,6.129557667123498,1522,0,658,0.3914336704342653,f21fa649cc63206c8f672e2879e5f325904dc71b1759ff705e73e4d21e0604b6,1035,0.6157049375371803,0879895a65cac8102786da395b027f7e6392d3f99f1821375719adcafec237cf,1497,0.8905413444378346,00878917d7353a2873e6b46d5f797e0e3bbe7b4be538c77c05344183ca84879b
29,149,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011568,399,1649,6.15960570375113,1522,0,614,0.3652587745389649,41385783b950405571d98839fec4f287273b7a330ecc16911232ee08269556ec,1000,0.594883997620464,3ac711fa2bd27b54b82fbd1ffb33875516421e223694bb4e75c4073c03139eed,1478,0.8792385484830458,d1e7922ad74813d9410a2e8a2659f128280a34e08d424d21f7ae3e8b3b8c2cae
29,150,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011727,399,1663,6.177270649110323,443,0,587,0.3491969066032124,a2ef5f9d4beeaabb47557a4088ca23df71499714443204f86b073ae2859b0fce,985,0.5859607376561571,938aba744b1cca69501b082f0ec2f79f4723dd8f1a9674304e045747858bf45e,1479,0.8798334324806663,a7b71ff51631c5fe8b07f5fe3f8de5fb0b16b3eca9f75f6f1b782a93c3a6cbf3
29,151,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290117,399,1765,5.965872307439403,1522,0,604,0.3593099345627603,117f5a9adf4e19d9d0c59ec24fd0f8154444f27a515d4b4dfad687ee904f43f2,987,0.5871505056513979,dd9942ddf647129201a18a3e3587d5462f33613e034b55820f7b5dad784b047c,1482,0.8816180844735276,ed6e0cdcbd933908ae84b632ad2f1898068c8abe65c7c465617bca002ddcf8c3
29,152,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290129,399,1797,5.078568293002858,1522,0,572,0.3402736466389054,408a64a9ba65d4e71b81005cb4b29da645205a6d0eb5210bdb9cb35ae1ed64f2,951,0.5657346817370613,1f3475cae7c503d967c52ad3bb91d389bfa033e003d7b738de3914e66a681473,1463,0.8703152885187388,45914109b7d6101f5eb16c4fe7c6ba783b50e4f064d550a33e0d844ce5bd61bd
29,153,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000287048,399,1864,5.134489935567315,1522,0,618,0.36763831052944673,87da1d0000e2c856300878411c8da63ade6fd3ccce3f9184f2fe6c57e37783c6,989,0.5883402736466389,1eab3d7414a7a93f2bf45731b5db04a5bd50cbe598d13f6a8821006a481998b5,1469,0.8738845925044616,59ff787976a7700a67d2b9c246e6baadd02c4ca8298a73d0f7f8264aefd85d5f
29,154,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290272,399,1866,6.0777969067849575,1391,0,550,0.3271861986912552,bc351b68ef0f70f017475bb256945d7f72356059bf977a84e88c40f3bc77612d,907,0.5395597858417609,b1b0b789170bcb035a2efb317cb2b1d36fc237297b8afcf8c8eb9532118854ec,1436,0.8542534205829864,d0e21ff46784d21ca180f4d1f2fe7d5f35121512cd2930347209d25087fe4c95
29,155,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290153,399,1875,6.230176424471545,862,0,601,0.35752528256989885,03753bb0f5f60f0301704e0e665819b98fdb74fc7b8b7a8c12618be17662e0a4,985,0.5859607376561571,594e0e366381d6057ee9f3dc044bf5eb52c5c2d0e404b8e46ae7621d1e31a61b,1473,0.8762641284949435,4efaf8d3faad11a2623ad993026cc89d08cdfc4961907d1e7f57ba4caf7b1307
29,156,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290207,399,1880,5.883609308736917,1522,0,563,0.33491969066032123,f03d72d4d947e59656f06e99724770cca8fc24144174c63ca1d7582f9eb987bb,943,0.5609756097560976,499229e965e3f9a9db00be6fda4826217c7095659de8136b9a3b82064c91e566,1452,0.8637715645449138,98e7877e4f4b088208515d281c6cd63a2a0b81cdff498978392e2b30dace73f4
29,157,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010543,399,1895,6.057056494754779,1522,0,621,0.36942296252230816,c79b20c0ab5f1c7855a018f0966dfb91b09dd013ba78ae0ac10a4c397b24742c,1007,0.5990481856038072,39370e5cf47116477257353ce659189b6011d96942e15b8a3ce2864315840e92,1490,0.8863771564544913,3d0d3a156d72a74ff13e62eb6c9772011a9d82c9a2990b548b191f03a1135586
29,158,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290197,399,1899,6.163000330553151,1522,0,604,0.3593099345627603,8e1bf3f0bb17035e2876f7302e7ce34b1c24fba0d3f9a7eaa92f1d66b986a068,990,0.5889351576442594,59f4ebc8be6cd68b5f6ff78923ee9b565d25e279332941348ebe1d70e17891e8,1488,0.8851873884592505,a94c228411c4f53200559f5de6d91baf98c2dde9783db0949ca6a680436bf551
29,159,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290146,399,1911,6.056004175840242,761,0,608,0.36168947055324213,2cf3553e1defb448320ef7595fca4f585243f269d70ac427407282e449afe9b1,987,0.5871505056513979,7df99cfef6e92bb2bab634babb542089cdb9c046e4756b5e86d75f4b4db801e7,1481,0.8810232004759072,39ffd20453d08f04ac53bb1edb9568401f4d1b743cacff4812873ad7dd5e4898
29,160,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010765,399,1918,5.655386184648101,749,0,520,0.3093396787626413,6c82f2c2e6b4b453828cdce3000bf75cc5783001f2e772d32a45d25d3bca110e,915,0.5443188578227246,0d11227cc3fca63da9e12ff692dc7f26bf41ebfe8196ddba1452d08526ae4dde,1453,0.8643664485425342,dda7420ff101a47bd792735a5d95ef982b2342a84625799b9f115b2988aa94a3
29,161,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010256,399,1926,5.093026072285083,1522,0,624,0.37120761451516954,e11a87d1beacaddea106b3f89a6a6ff6b4111b3a692d1ed00024af9f79bd6887,1009,0.6002379535990482,95254766c1ff08a0bb20f5f35bdacf2d2853554603d9c089fbfbf230adc2d1d3,1491,0.8869720404521119,fa91aa052bb7bb21129aec80665507849f98e5d75a897678b98e01f20a71b0a7
29,162,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010290,399,1927,5.906140905297978,1522,0,528,0.314098750743605,684786e107c75119efe8616f80f4fe9e5bbdd3c681f179701107038073fe48e9,915,0.5443188578227246,79b2f8782dde78d43d11391fa48be891ec7f27edbafc2d257092b0fbd121ac62,1441,0.8572278405710886,a15ad29538e380ca769e0ddfcfaf6e8a430e3824fd58a8cf87937de0a65caa40
29,163,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010337,399,1932,5.128615439570332,1522,0,622,0.37001784651992864,2b7bbfab5206f1205589a0ad04c2ac450c0ba55e4b8d41d9f317633c51ffd503,1011,0.6014277215942891,a7adff344e6e8a52251d087995682330276722a32064abcd872618f47c40a691,1491,0.8869720404521119,70c934751641072d76f4bb0766f7fc8e30b6c29aacdfc82a529409860d62e353
29,164,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011873,399,1970,6.124504270296707,749,0,572,0.3402736466389054,1eea5e85f89ae0989932d0eeaf6dd09dbe1a15a0f240e6f7f8ae0898b6d83082,970,0.5770374776918501,4df7915a2d2d34d6b6b04c3daa4ea0bd04f7bd8138dda0ec9e9fd7faad6c35a7,1471,0.8750743604997026,931adeddf0a028898611694d6372557b1947c3b20500c256b36a35fc55c3a606
29,165,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010579,399,1971,6.184146808361305,1674,0,474,0.2819750148720999,834b784a184b0bff7000846391a025a8a107e0c38e7be9e32df80be13a934055,817,0.4860202260559191,4cc66be678a7ac25e27a18ca92d04bea891206b055fc38e82356775105630767,1401,0.8334324806662701,b55a1df25c0900849c2593cb0819a6304ad333770cca4db4c87bb28b7bfe20c0
29,166,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010269,399,1972,6.191716718999697,253,0,578,0.3438429506246282,58952f082eaf6832c39da6fbdee29e171718d29199bab4fd05b10064d2ef7820,985,0.5859607376561571,49a0294a4c033910b4a7d3c094542f5568ccc939a491f0637167017b9b19b01d,1486,0.8839976204640095,095a1bfeb382c94d5b6b2045d3fd9971a093274db3072b76694f6183337514ca
29,167,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010851,399,1976,5.074756538763482,1522,0,594,0.3533610945865556,77480582db14e61409fde6d8bcbf374715cd2cab61b8bc5632ecb452c83591fd,965,0.5740630577037478,accc3079ab4c0cf394d51fece7ee56432c57886bbdeb625b8150ca45fa990c9e,1467,0.8726948245092208,7ebacaa313aecb8fb2f3b5e90169247d0b1b25bdd1b978b0cfcfe19222249d01
29,168,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010666,399,1977,6.127100045962067,342,0,558,0.3319452706722189,fab2e1b934de95cc22f2e429838e36fe3f62ed10f811822d714c881c6bffd5a8,956,0.5687091017251636,d3fc1807a117475fb1da4d315c8648a672ef4ee23deb2a0d05888dfbad0663ff,1467,0.8726948245092208,d796a9bc3e1df434bd56fe78fbab3e20244f76c777caec62639c4e814648815c
29,169,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290368,399,1980,5.907050651916408,1461,0,491,0.29208804283164785,a79ced116b4a35b61bb346ab183626676063ee2f500f9346d5c8423464a5b5d4,864,0.5139797739440809,39498bae19051f317f3948a10ecb5898295e4c491eb5ccfbc1d613c2d21089f9,1426,0.8483045806067817,d45131cf73577fe2e9879eac12fe1eb4308c68e9c1242d47f0b1319d13251f63
29,170,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011153,399,2005,5.881121016500319,1562,0,491,0.29208804283164785,974966300b32211424b027aff6ce96bd9bb620d1e9ac8bb8275042f624b161df,863,0.5133848899464605,5c8738332764fde60eb455cc55891c727d3de4c2957e4bc66c1e79c39ce1ff90,1431,0.851279000594884,51ef6be27e20a87f12cc5c3be95de05faf9fdbb192d6bb3b30d1f946618e70dd
29,171,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290229,399,2008,5.266468537609466,1522,0,569,0.33848899464604404,eeccb12d88d40941d11ebf75959f13e1a07bc26792adc09fc093657fe94fcb32,946,0.562760261748959,f84084279fc141acc8131e133c547d88cb7ed97207cac4185d7419e233208582,1463,0.8703152885187388,5123b68f392911e4735420c30a7b2cbc9a6e0978ac1add21b77681f4bd33178f
29,172,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010842,399,2011,6.279530765466861,920,0,531,0.31588340273646637,083339cc8df09f983afcd11356c5c09893a6bcf047fc309d5c97bafa492e51f0,912,0.5425342058298632,7d2671cbd9ad5791bb11ef624efcbcb42ab3f08278b389c3d25735bca2f57c0a,1446,0.8602022605591909,eb78187b02ea86f570b4bebb71f0e3419d7e182d156e348511e0bc5611545084
29,173,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010309,399,2017,5.007507424462222,1522,0,607,0.36109458655562165,e0c54fc74721608922e2975ba96744bc273e6e77dae6e27022cfa0fef73fb77c,987,0.5871505056513979,34ec82810e6001d85a1a725d31ac28f8a9f67ba95a6cfefd4c179e93da0bdf2f,1476,0.8780487804878049,06c736499367afe0d1272726858b0795c4c4bebc2cf94c53e1071346fc64d9a3
29,174,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000287088,399,2019,5.165101806057248,1522,0,594,0.3533610945865556,eadd4c2c24e6e8595b0eb07b8ba9b86e4de73d3bf6a077d81a3536f989cc60a0,964,0.5734681737061273,a86853393e7bd0c8a78e19b80044d4dcfdabada84a7b4b54d19313c40228fef5,1466,0.8720999405116002,fd9b79e42e0e51fba4f5716ce1208f4f9088765c126d84e0c11224de6bc5cdc4
29,175,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000290273,399,2020,6.2056124711939535,1461,0,460,0.27364663890541346,e01cc9c38723797ad1338baab8c67b94eb6b641d37227a7b49569fa2fcd7777d,818,0.4866151100535396,b776e4f9723bc78d8a5cad78d5f73eb18344af0a99202f587931fe002bee114b,1400,0.8328375966686496,ad1d05579ba934c27f8138df9622d542ecc996d509adfb5dfae5f47ab4514b11
29,176,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000287053,399,2037,5.469508722182305,1522,0,582,0.34622248661511007,315f9928112618db76495a85ca8d7a57b568d389f85eead4a9d9bf462956ff98,952,0.5663295657346817,ba2a4fde3fcf0a140354044817252885035df31d4ba1e24e455e7a8f2e91d4c3,1455,0.8655562165377751,8f90a3465fa41815a083bcb1084174e384c014ad0dc31379b4605639160e30a9
29,177,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010890,399,2038,6.148601475537296,1112,0,537,0.3194527067221892,6c1ceaa01ddd686b592218b57eee09ec61c8ed4a667cebf1e15b0e301fcdda02,942,0.5603807257584771,7b7a2367a86858efd8fb50957541c8e9894f54958a8f451a4ed18f01141d255b,1466,0.8720999405116002,fb483ca62b1894fda2e45b381359ea4648128b340fe82c47c955443830cd2c2f
29,178,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000287083,399,2046,6.18947960081298,401,0,573,0.3408685306365259,7234f90f846ef7436b81c24d6fd59944bb7aa7ed0caa41d3e27ee414e71c5563,933,0.555026769779893,5c14c2685f33f4f6f46856f1e686500660e68121fe517c376254e55e8438e81d,1444,0.8590124925639501,096a148d2dcb0528f4a1e81fb47420dbb753cae63f703509dfa52972e80777a7
29,179,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000010746,399,2047,6.579172156943608,313,0,592,0.35217132659131467,a2626b330f49c619b94d68a2a43184cc47c2de2564b4221596f6fee4fb0ccb13,1001,0.5954788816180845,43c058c2380cefa4c633c85f7121ee7fbcf388d9453f78938495aeb3442681aa,1488,0.8851873884592505,9ce1454fa8f11ba828ec987c06dd83c5590ec4f30a911591ce9e1119826b6bc1
29,180,current-nlr-pbe-gw-v1:gw:matdb:000289656,current-nlr-pbe-gw-v1:gw:matdb:000011761,399,2048,5.4322471891816795,1522,0,625,0.37180249851279,ca1d9b554941e5b4af8f6b24a3f52a4213848de2ad6636089e960daa87f4f386,999,0.5942891136228435,8e6cdc69cfcd2fc87788586ffb869e00912069ebfc2cbfb0057eb856d6fe24cb,1474,0.8768590124925639,70f79a0bc42fe86be54e36c753295eff3bf2a2ebe3a06857b9c7386c2aee4b78
