candidate_count,constant_high_utility_nll,converged,coverage_50,coverage_80,coverage_90,coverage_95,crps,dataset,finite,fit_evaluations,fit_iterations,fit_message,fit_seconds,high_utility_count,high_utility_nll,interval_calibration_error,model,n,nll,objective,one_step_regret,record_type,rmse,seed,selected_test_index,selected_top_decile,spearman,top10_recall
111691,3.966514125367284,True,0.5419874664279319,0.7480752014324082,0.7781557743957028,0.7986571172784244,0.051769720917964085,trpb,True,14,13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0677048319998903,11170,3.589974736058023,0.09177484333034913,S1,192,-0.4902941562184604,1.422096918581673,1.8209046529917674,offline,0.14005176335231026,1,87263,False,0.4497797344197166,0.43428826332092285
111691,4.414065487387404,True,0.3376902417188899,0.7105640107430617,0.7673231871083259,0.7919427036705461,0.05000395610190619,trpb,True,33,29,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.24682630600000266,11170,3.7184941455393696,0.1356199641897941,S2,192,-0.5555034059739706,1.4557172423609894,1.1254346224076044,offline,0.13353559594080155,1,68860,True,0.43276850517474846,0.44422560930252075
111835,10.152009657361408,True,0.43088340486409155,0.7851394849785408,0.8079399141630901,0.8256437768240343,0.047208034264385634,trpb,True,17,11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.7581772210000963,11184,9.947985241365576,0.07509835479256081,S0,48,1.5073008568737252,1.449150122688429,1.0788099158752416,offline,0.1459339121641821,2,51454,False,0.38232788931066636,0.24481402337551117
111835,3.8462054581308456,True,0.39628040057224606,0.8257331902718169,0.8472818311874106,0.8659692417739628,0.04669584664422922,trpb,True,13,12,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07435804500005361,11184,3.732453082991263,0.06655042918454933,S1,48,1.5468208751175767,1.4582118308082184,1.1027540714362567,offline,0.14603862440778836,2,36175,False,0.3574718963846739,0.21450285613536835
111835,6.422134507322144,True,0.24767525035765378,0.5490879828326181,0.7833512160228898,0.8482653791130186,0.04611858145840373,trpb,True,24,21,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.17811679299984462,11184,6.109562790326046,0.18040504291845494,S2,48,1.570746553262966,1.6521498887259691,1.0788099158752416,offline,0.1443208416573023,2,51454,False,0.3539392442394229,0.24704936146736145
111787,1.25381110724153,True,0.7721620896323463,0.8608104481617318,0.8744073709634136,0.8835316217908579,0.05761038705485221,trpb,True,18,16,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.10285662500018589,11179,1.082221312173085,0.10625838625995165,S0,96,-0.5184029537537,1.4367139600462802,2.358487316840659,offline,0.14365612625134527,2,78392,False,0.4190922681783184,0.25565794110298157
111787,1.6228010997616873,True,0.7535557742195187,0.8228821898201986,0.8425619465068432,0.8565166830664639,0.057654002746959435,trpb,True,14,13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07144350299995494,11179,1.4856513915420204,0.10683983361660251,S1,96,-0.5115707007235124,1.4486447686419002,2.390662408398512,offline,0.1443666649462095,2,92900,False,0.3841165605152391,0.3255210518836975
111787,1.9617170048204549,True,0.23436801145004024,0.5362733697110654,0.5835942391984972,0.6097146435280436,0.06175752533514223,trpb,True,27,22,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.19868064199999935,11179,3.3538175353574675,0.29651243402808836,S2,96,-0.3994809400265048,1.5409727705006857,1.1547199218255053,offline,0.15199492105093598,2,10620,True,0.3433688044418845,0.35235708951950073
111691,0.9397686373056121,True,0.3113697403760072,0.7858549686660699,0.8556848701880035,0.8774395702775291,0.06638881937267252,trpb,True,17,15,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09240408400000888,11170,0.7309509323109714,0.0799127126230976,S0,192,-0.49379835502397595,1.4019921840212668,3.43279200838171,offline,0.13637160512622082,2,28258,True,0.38550318467022127,0.33339300751686096
111691,1.2958487192259058,True,0.3388540734109221,0.8182632050134289,0.8449418084153983,0.8576544315129812,0.06554290403858691,trpb,True,12,11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.05682057700005316,11170,0.9387235782792349,0.0817032229185318,S1,192,-0.504796478997606,1.414038645605344,5.092567284202274,offline,0.1324272336925502,2,102519,False,0.33549839613226295,0.4009847939014435
