seed,factor_index,left_action_index,right_action_index,left_x,right_x,preference_sign,positive_sign_probability,preference_bank_sha256,generated_before_methods,config_sha256
0,0,0,16,0.0,1.0,1,0.5011851545994197,9249a09a439ecf08c6fce04cb547485cd7acdee5abaffdcdfc288d690569f019,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
0,1,1,15,0.0625,0.9375,-1,0.5317483238945183,9249a09a439ecf08c6fce04cb547485cd7acdee5abaffdcdfc288d690569f019,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
0,2,2,14,0.125,0.875,-1,0.5373945508626916,9249a09a439ecf08c6fce04cb547485cd7acdee5abaffdcdfc288d690569f019,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
0,3,3,13,0.1875,0.8125,1,0.4291055887598706,9249a09a439ecf08c6fce04cb547485cd7acdee5abaffdcdfc288d690569f019,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
0,4,4,12,0.25,0.75,-1,0.30771447667049057,9249a09a439ecf08c6fce04cb547485cd7acdee5abaffdcdfc288d690569f019,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
0,5,5,11,0.3125,0.6875,1,0.3529330865142149,9249a09a439ecf08c6fce04cb547485cd7acdee5abaffdcdfc288d690569f019,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
0,6,6,10,0.375,0.625,-1,0.43851881525917097,9249a09a439ecf08c6fce04cb547485cd7acdee5abaffdcdfc288d690569f019,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
0,7,7,9,0.4375,0.5625,-1,0.47416738616628856,9249a09a439ecf08c6fce04cb547485cd7acdee5abaffdcdfc288d690569f019,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
