seed,method,phase,initial_order,query_index,action_position,action_key,node_index,gw_band_gap_ev,standardized_observation,best_observed_gw_ev,simple_regret_ev
5,NO_PBE,initial,3,0,88,current-nlr-pbe-gw-v1:gw:matdb:000010152,855,2.977,-0.6885520712383644,,
5,NO_PBE,initial,4,0,4,current-nlr-pbe-gw-v1:gw:matdb:000289861,88,5.671,0.7467583300895423,,
5,NO_PBE,initial,5,0,97,current-nlr-pbe-gw-v1:gw:matdb:000012095,894,3.558,-0.3790066580343875,,
5,NO_PBE,initial,6,0,148,current-nlr-pbe-gw-v1:gw:matdb:000010195,1647,2.15,-1.1291614631827513,,
5,NO_PBE,initial,7,0,123,current-nlr-pbe-gw-v1:gw:matdb:000010448,1308,1.775,-1.3289541137016692,,
5,NO_PBE,initial,8,0,54,current-nlr-pbe-gw-v1:gw:matdb:000289808,614,5.601,0.7094637019926775,,
5,FULL_PBE,initial,1,0,151,current-nlr-pbe-gw-v1:gw:matdb:000290117,1765,5.717,0.7712662285531959,,
5,FULL_PBE,initial,2,0,119,current-nlr-pbe-gw-v1:gw:matdb:000289924,1254,6.706,1.298186045521756,,
5,FULL_PBE,initial,3,0,88,current-nlr-pbe-gw-v1:gw:matdb:000010152,855,2.977,-0.6885520712383644,,
5,FULL_PBE,initial,4,0,4,current-nlr-pbe-gw-v1:gw:matdb:000289861,88,5.671,0.7467583300895423,,
5,FULL_PBE,initial,5,0,97,current-nlr-pbe-gw-v1:gw:matdb:000012095,894,3.558,-0.3790066580343875,,
5,FULL_PBE,initial,6,0,148,current-nlr-pbe-gw-v1:gw:matdb:000010195,1647,2.15,-1.1291614631827513,,
5,FULL_PBE,initial,7,0,123,current-nlr-pbe-gw-v1:gw:matdb:000010448,1308,1.775,-1.3289541137016692,,
5,FULL_PBE,initial,8,0,54,current-nlr-pbe-gw-v1:gw:matdb:000289808,614,5.601,0.7094637019926775,,
5,NO_PBE,sequential,,1,120,current-nlr-pbe-gw-v1:gw:matdb:000290331,1256,5.529,0.6711035130930452,6.706,3.643
5,NO_PBE,sequential,,2,118,current-nlr-pbe-gw-v1:gw:matdb:000289858,1249,6.142,0.9976978991413032,6.706,3.643
5,NO_PBE,sequential,,3,128,current-nlr-pbe-gw-v1:gw:matdb:000289881,1505,5.675,0.7488894516950773,6.706,3.643
5,NO_PBE,sequential,,4,182,current-nlr-pbe-gw-v1:gw:matdb:000290238,2055,6.496,1.186302161231162,6.706,3.643
5,NO_PBE,sequential,,5,185,current-nlr-pbe-gw-v1:gw:matdb:000290276,2071,4.927,0.3503697114600088,6.706,3.643
5,NO_PBE,sequential,,6,189,current-nlr-pbe-gw-v1:gw:matdb:000290236,2112,5.064,0.42336062644958705,6.706,3.643
5,NO_PBE,sequential,,7,2,current-nlr-pbe-gw-v1:gw:matdb:000289828,77,3.059,-0.6448640783248941,6.706,3.643
5,NO_PBE,sequential,,8,133,current-nlr-pbe-gw-v1:gw:matdb:000286998,1553,6.17,1.012615750380049,6.706,3.643
5,NO_PBE,sequential,,9,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,-0.0001997926505189255,6.706,3.643
5,NO_PBE,sequential,,10,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-0.6683064159857804,6.706,3.643
5,NO_PBE,sequential,,11,49,current-nlr-pbe-gw-v1:gw:matdb:000010042,559,7.217,1.5704368306288676,7.217,3.1320000000000006
5,NO_PBE,sequential,,12,162,current-nlr-pbe-gw-v1:gw:matdb:000010290,1927,5.514,0.6631118070722887,7.217,3.1320000000000006
5,FULL_PBE,sequential,,1,118,current-nlr-pbe-gw-v1:gw:matdb:000289858,1249,6.142,0.9976978991413032,6.706,3.643
5,FULL_PBE,sequential,,2,182,current-nlr-pbe-gw-v1:gw:matdb:000290238,2055,6.496,1.186302161231162,6.706,3.643
5,FULL_PBE,sequential,,3,128,current-nlr-pbe-gw-v1:gw:matdb:000289881,1505,5.675,0.7488894516950773,6.706,3.643
5,FULL_PBE,sequential,,4,120,current-nlr-pbe-gw-v1:gw:matdb:000290331,1256,5.529,0.6711035130930452,6.706,3.643
5,FULL_PBE,sequential,,5,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,89,10.14,3.1277539438736603,10.14,0.20899999999999963
5,FULL_PBE,sequential,,6,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,709,7.794,1.8778511222273093,10.14,0.20899999999999963
5,FULL_PBE,sequential,,7,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,1554,8.131,2.0573981174936438,10.14,0.20899999999999963
5,FULL_PBE,sequential,,8,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,-0.0001997926505189255,10.14,0.20899999999999963
5,FULL_PBE,sequential,,9,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,1555,5.996,0.9199119605392713,10.14,0.20899999999999963
5,FULL_PBE,sequential,,10,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,513,6.904,1.4036765649957443,10.14,0.20899999999999963
5,FULL_PBE,sequential,,11,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-0.6683064159857804,10.14,0.20899999999999963
5,FULL_PBE,sequential,,12,133,current-nlr-pbe-gw-v1:gw:matdb:000286998,1553,6.17,1.012615750380049,10.14,0.20899999999999963
6,NO_PBE,initial,1,0,81,current-nlr-pbe-gw-v1:gw:matdb:000010113,768,2.681,-0.42418895164719234,,
6,NO_PBE,initial,2,0,177,current-nlr-pbe-gw-v1:gw:matdb:000010890,2038,4.095,0.24115012503514838,,
6,NO_PBE,initial,3,0,96,current-nlr-pbe-gw-v1:gw:matdb:000010033,890,0.888,-1.2678614866482087,,
6,NO_PBE,initial,4,0,69,current-nlr-pbe-gw-v1:gw:matdb:000289849,707,3.187,-0.18609731600273383,,
6,NO_PBE,initial,5,0,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,709,7.794,1.9816658567522478,,
6,NO_PBE,initial,6,0,99,current-nlr-pbe-gw-v1:gw:matdb:000012289,904,2.106,-0.6947476285158953,,
6,NO_PBE,initial,7,0,124,current-nlr-pbe-gw-v1:gw:matdb:000010087,1310,2.744,-0.39454513139896913,,
6,NO_PBE,initial,8,0,64,current-nlr-pbe-gw-v1:gw:matdb:000289994,702,5.165,0.7446245324256044,,
6,FULL_PBE,initial,1,0,81,current-nlr-pbe-gw-v1:gw:matdb:000010113,768,2.681,-0.42418895164719234,,
6,FULL_PBE,initial,2,0,177,current-nlr-pbe-gw-v1:gw:matdb:000010890,2038,4.095,0.24115012503514838,,
6,FULL_PBE,initial,3,0,96,current-nlr-pbe-gw-v1:gw:matdb:000010033,890,0.888,-1.2678614866482087,,
6,FULL_PBE,initial,4,0,69,current-nlr-pbe-gw-v1:gw:matdb:000289849,707,3.187,-0.18609731600273383,,
6,FULL_PBE,initial,5,0,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,709,7.794,1.9816658567522478,,
6,FULL_PBE,initial,6,0,99,current-nlr-pbe-gw-v1:gw:matdb:000012289,904,2.106,-0.6947476285158953,,
6,FULL_PBE,initial,7,0,124,current-nlr-pbe-gw-v1:gw:matdb:000010087,1310,2.744,-0.39454513139896913,,
6,FULL_PBE,initial,8,0,64,current-nlr-pbe-gw-v1:gw:matdb:000289994,702,5.165,0.7446245324256044,,
6,NO_PBE,sequential,,1,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,513,6.904,1.5628880786424295,7.794,2.5550000000000006
6,NO_PBE,sequential,,2,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,0.32302353333976475,7.794,2.5550000000000006
6,NO_PBE,sequential,,3,133,current-nlr-pbe-gw-v1:gw:matdb:000286998,1553,6.17,1.2175140459091636,7.794,2.5550000000000006
6,NO_PBE,sequential,,4,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-0.2670296506486761,7.794,2.5550000000000006
6,NO_PBE,sequential,,5,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,1554,8.131,2.140236768238775,8.131,2.218
6,NO_PBE,sequential,,6,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,89,10.14,3.0855452583765564,10.14,0.20899999999999963
6,NO_PBE,sequential,,7,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,1555,5.996,1.1356406376045476,10.14,0.20899999999999963
6,NO_PBE,sequential,,8,105,current-nlr-pbe-gw-v1:gw:matdb:000012079,1026,2.914,-0.31455387041170046,10.14,0.20899999999999963
6,NO_PBE,sequential,,9,72,current-nlr-pbe-gw-v1:gw:matdb:000290106,710,4.684,0.5182963175145677,10.14,0.20899999999999963
6,NO_PBE,sequential,,10,47,current-nlr-pbe-gw-v1:gw:matdb:000290087,514,4.235,0.3070252811423111,10.14,0.20899999999999963
6,NO_PBE,sequential,,11,70,current-nlr-pbe-gw-v1:gw:matdb:000286988,708,4.956,0.6462823350941979,10.14,0.20899999999999963
6,NO_PBE,sequential,,12,63,current-nlr-pbe-gw-v1:gw:matdb:000286978,695,3.075,-0.23879744088846364,10.14,0.20899999999999963
6,FULL_PBE,sequential,,1,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,89,10.14,3.0855452583765564,10.14,0.20899999999999963
6,FULL_PBE,sequential,,2,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,1554,8.131,2.140236768238775,10.14,0.20899999999999963
6,FULL_PBE,sequential,,3,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,0.32302353333976475,10.14,0.20899999999999963
6,FULL_PBE,sequential,,4,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,1555,5.996,1.1356406376045476,10.14,0.20899999999999963
6,FULL_PBE,sequential,,5,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,513,6.904,1.5628880786424295,10.14,0.20899999999999963
6,FULL_PBE,sequential,,6,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-0.2670296506486761,10.14,0.20899999999999963
6,FULL_PBE,sequential,,7,133,current-nlr-pbe-gw-v1:gw:matdb:000286998,1553,6.17,1.2175140459091636,10.14,0.20899999999999963
6,FULL_PBE,sequential,,8,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,203,10.349,3.183887455707963,10.349,0.0
6,FULL_PBE,sequential,,9,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,143,9.753,2.903447505423186,10.349,0.0
6,FULL_PBE,sequential,,10,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,1971,9.956,2.998966481778571,10.349,0.0
6,FULL_PBE,sequential,,11,11,current-nlr-pbe-gw-v1:gw:matdb:000010003,133,6.157,1.211397067127784,10.349,0.0
6,FULL_PBE,sequential,,12,12,current-nlr-pbe-gw-v1:gw:matdb:000009592,138,5.645,0.9704822105073041,10.349,0.0
7,NO_PBE,initial,1,0,146,current-nlr-pbe-gw-v1:gw:matdb:000011962,1613,0.221,-1.3991412390309972,,
7,NO_PBE,initial,2,0,158,current-nlr-pbe-gw-v1:gw:matdb:000290197,1899,2.733,-0.09760245554875316,,
7,NO_PBE,initial,3,0,43,current-nlr-pbe-gw-v1:gw:matdb:000010575,509,3.052,0.06768053486957318,,
7,NO_PBE,initial,4,0,167,current-nlr-pbe-gw-v1:gw:matdb:000010851,1976,3.449,0.27337754802341496,,
7,NO_PBE,initial,5,0,108,current-nlr-pbe-gw-v1:gw:matdb:000011437,1074,1.7,-0.6328291925460295,,
7,NO_PBE,initial,6,0,115,current-nlr-pbe-gw-v1:gw:matdb:000010393,1157,5.155,1.1573047632386653,,
7,NO_PBE,initial,7,0,127,current-nlr-pbe-gw-v1:gw:matdb:000289918,1492,5.9,1.5433104932124997,,
7,NO_PBE,initial,8,0,173,current-nlr-pbe-gw-v1:gw:matdb:000010309,2017,1.161,-0.912100452218374,,
7,FULL_PBE,initial,1,0,146,current-nlr-pbe-gw-v1:gw:matdb:000011962,1613,0.221,-1.3991412390309972,,
7,FULL_PBE,initial,2,0,158,current-nlr-pbe-gw-v1:gw:matdb:000290197,1899,2.733,-0.09760245554875316,,
7,FULL_PBE,initial,3,0,43,current-nlr-pbe-gw-v1:gw:matdb:000010575,509,3.052,0.06768053486957318,,
7,FULL_PBE,initial,4,0,167,current-nlr-pbe-gw-v1:gw:matdb:000010851,1976,3.449,0.27337754802341496,,
7,FULL_PBE,initial,5,0,108,current-nlr-pbe-gw-v1:gw:matdb:000011437,1074,1.7,-0.6328291925460295,,
7,FULL_PBE,initial,6,0,115,current-nlr-pbe-gw-v1:gw:matdb:000010393,1157,5.155,1.1573047632386653,,
7,FULL_PBE,initial,7,0,127,current-nlr-pbe-gw-v1:gw:matdb:000289918,1492,5.9,1.5433104932124997,,
7,FULL_PBE,initial,8,0,173,current-nlr-pbe-gw-v1:gw:matdb:000010309,2017,1.161,-0.912100452218374,,
7,NO_PBE,sequential,,1,154,current-nlr-pbe-gw-v1:gw:matdb:000290272,1866,5.904,1.545383007198936,5.904,4.445
7,NO_PBE,sequential,,2,58,current-nlr-pbe-gw-v1:gw:matdb:000009900,654,3.96,0.5381412097907027,5.904,4.445
7,NO_PBE,sequential,,3,125,current-nlr-pbe-gw-v1:gw:matdb:000010478,1315,3.324,0.20861148594726828,5.904,4.445
7,NO_PBE,sequential,,4,59,current-nlr-pbe-gw-v1:gw:matdb:000010018,658,2.721,-0.10381999750806326,5.904,4.445
7,NO_PBE,sequential,,5,179,current-nlr-pbe-gw-v1:gw:matdb:000010746,2047,3.496,0.2977295873640462,5.904,4.445
7,NO_PBE,sequential,,6,114,current-nlr-pbe-gw-v1:gw:matdb:000010348,1150,3.34,0.21690154189301505,5.904,4.445
7,NO_PBE,sequential,,7,113,current-nlr-pbe-gw-v1:gw:matdb:000009927,1148,4.11,0.615860484282079,5.904,4.445
7,NO_PBE,sequential,,8,75,current-nlr-pbe-gw-v1:gw:matdb:000010320,717,4.186,0.655238250024376,5.904,4.445
7,NO_PBE,sequential,,9,94,current-nlr-pbe-gw-v1:gw:matdb:000009916,886,1.593,-0.6882689416832111,5.904,4.445
7,NO_PBE,sequential,,10,112,current-nlr-pbe-gw-v1:gw:matdb:000010334,1147,6.197,1.697194656705424,6.197,4.152
7,NO_PBE,sequential,,11,121,current-nlr-pbe-gw-v1:gw:matdb:000010436,1306,4.184,0.6542019930311577,6.197,4.152
7,NO_PBE,sequential,,12,141,current-nlr-pbe-gw-v1:gw:matdb:000010136,1584,5.554,1.3640380333857256,6.197,4.152
7,FULL_PBE,sequential,,1,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,89,10.14,3.7401753188353957,10.14,0.20899999999999963
7,FULL_PBE,sequential,,2,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,709,7.794,2.5246458657902737,10.14,0.20899999999999963
7,FULL_PBE,sequential,,3,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,1554,8.131,2.6992551691475657,10.14,0.20899999999999963
7,FULL_PBE,sequential,,4,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,0.6982429152429375,10.14,0.20899999999999963
7,FULL_PBE,sequential,,5,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,1555,5.996,1.5930508288869802,10.14,0.20899999999999963
7,FULL_PBE,sequential,,6,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,0.048509780495033794,10.14,0.20899999999999963
7,FULL_PBE,sequential,,7,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,513,6.904,2.0635115038081095,10.14,0.20899999999999963
7,FULL_PBE,sequential,,8,133,current-nlr-pbe-gw-v1:gw:matdb:000286998,1553,6.17,1.6832051872969762,10.14,0.20899999999999963
7,FULL_PBE,sequential,,9,105,current-nlr-pbe-gw-v1:gw:matdb:000012079,1026,2.914,-0.003821197662492723,10.14,0.20899999999999963
7,FULL_PBE,sequential,,10,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,203,10.349,3.8484641746267125,10.349,0.0
7,FULL_PBE,sequential,,11,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,143,9.753,3.5396595906476453,10.349,0.0
7,FULL_PBE,sequential,,12,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,1971,9.956,3.644839675459307,10.349,0.0
8,NO_PBE,initial,1,0,184,current-nlr-pbe-gw-v1:gw:matdb:000010790,2063,3.15,-0.1135140870266585,,
8,NO_PBE,initial,2,0,150,current-nlr-pbe-gw-v1:gw:matdb:000011727,1663,2.62,-0.5514574255098539,,
8,NO_PBE,initial,3,0,33,current-nlr-pbe-gw-v1:gw:matdb:000289702,499,2.156,-0.9348644237291044,,
8,NO_PBE,initial,4,0,43,current-nlr-pbe-gw-v1:gw:matdb:000010575,509,3.052,-0.1944922892367587,,
8,NO_PBE,initial,5,0,60,current-nlr-pbe-gw-v1:gw:matdb:000011892,663,2.56,-0.601035916658895,,
8,NO_PBE,initial,6,0,132,current-nlr-pbe-gw-v1:gw:matdb:000289932,1531,6.05,2.282779651843657,,
8,NO_PBE,initial,7,0,122,current-nlr-pbe-gw-v1:gw:matdb:000010046,1307,2.98,-0.25398647861560797,,
8,NO_PBE,initial,8,0,188,current-nlr-pbe-gw-v1:gw:matdb:000011210,2087,3.731,0.3665709689332219,,
8,FULL_PBE,initial,1,0,184,current-nlr-pbe-gw-v1:gw:matdb:000010790,2063,3.15,-0.1135140870266585,,
8,FULL_PBE,initial,2,0,150,current-nlr-pbe-gw-v1:gw:matdb:000011727,1663,2.62,-0.5514574255098539,,
8,FULL_PBE,initial,3,0,33,current-nlr-pbe-gw-v1:gw:matdb:000289702,499,2.156,-0.9348644237291044,,
8,FULL_PBE,initial,4,0,43,current-nlr-pbe-gw-v1:gw:matdb:000010575,509,3.052,-0.1944922892367587,,
8,FULL_PBE,initial,5,0,60,current-nlr-pbe-gw-v1:gw:matdb:000011892,663,2.56,-0.601035916658895,,
8,FULL_PBE,initial,6,0,132,current-nlr-pbe-gw-v1:gw:matdb:000289932,1531,6.05,2.282779651843657,,
8,FULL_PBE,initial,7,0,122,current-nlr-pbe-gw-v1:gw:matdb:000010046,1307,2.98,-0.25398647861560797,,
8,FULL_PBE,initial,8,0,188,current-nlr-pbe-gw-v1:gw:matdb:000011210,2087,3.731,0.3665709689332219,,
8,NO_PBE,sequential,,1,129,current-nlr-pbe-gw-v1:gw:matdb:000289900,1519,5.19,1.5721546120407361,6.05,4.299
8,NO_PBE,sequential,,2,175,current-nlr-pbe-gw-v1:gw:matdb:000290273,2020,5.942,2.1935383677753832,6.05,4.299
8,NO_PBE,sequential,,3,131,current-nlr-pbe-gw-v1:gw:matdb:000289910,1521,5.878,2.1406546438830727,6.05,4.299
8,NO_PBE,sequential,,4,190,current-nlr-pbe-gw-v1:gw:matdb:000290308,2124,4.891,1.325088464481348,6.05,4.299
8,NO_PBE,sequential,,5,126,current-nlr-pbe-gw-v1:gw:matdb:000289890,1482,2.663,-0.515926173519708,6.05,4.299
8,NO_PBE,sequential,,6,130,current-nlr-pbe-gw-v1:gw:matdb:000289977,1520,4.314,0.8483086412647372,6.05,4.299
8,NO_PBE,sequential,,7,170,current-nlr-pbe-gw-v1:gw:matdb:000011153,2005,6.875,2.9644839051429708,6.875,3.474
8,NO_PBE,sequential,,8,167,current-nlr-pbe-gw-v1:gw:matdb:000010851,1976,3.449,0.13355206053272914,6.875,3.474
8,NO_PBE,sequential,,9,68,current-nlr-pbe-gw-v1:gw:matdb:000289894,706,4.336,0.8664874213527191,6.875,3.474
8,NO_PBE,sequential,,10,69,current-nlr-pbe-gw-v1:gw:matdb:000289849,707,3.187,-0.0829406841514166,6.875,3.474
8,NO_PBE,sequential,,11,65,current-nlr-pbe-gw-v1:gw:matdb:000289867,703,3.991,0.5814110972457331,6.875,3.474
8,NO_PBE,sequential,,12,169,current-nlr-pbe-gw-v1:gw:matdb:000290368,1980,5.639,1.9431669874727262,6.875,3.474
8,FULL_PBE,sequential,,1,175,current-nlr-pbe-gw-v1:gw:matdb:000290273,2020,5.942,2.1935383677753832,6.05,4.299
8,FULL_PBE,sequential,,2,129,current-nlr-pbe-gw-v1:gw:matdb:000289900,1519,5.19,1.5721546120407361,6.05,4.299
8,FULL_PBE,sequential,,3,131,current-nlr-pbe-gw-v1:gw:matdb:000289910,1521,5.878,2.1406546438830727,6.05,4.299
8,FULL_PBE,sequential,,4,190,current-nlr-pbe-gw-v1:gw:matdb:000290308,2124,4.891,1.325088464481348,6.05,4.299
8,FULL_PBE,sequential,,5,170,current-nlr-pbe-gw-v1:gw:matdb:000011153,2005,6.875,2.9644839051429708,6.875,3.474
8,FULL_PBE,sequential,,6,169,current-nlr-pbe-gw-v1:gw:matdb:000290368,1980,5.639,1.9431669874727262,6.875,3.474
8,FULL_PBE,sequential,,7,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,89,10.14,5.66238013183662,10.14,0.20899999999999963
8,FULL_PBE,sequential,,8,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,709,7.794,3.723861127909115,10.14,0.20899999999999963
8,FULL_PBE,sequential,,9,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,1554,8.131,4.002326986529563,10.14,0.20899999999999963
8,FULL_PBE,sequential,,10,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,0.8111247729029565,10.14,0.20899999999999963
8,FULL_PBE,sequential,,11,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-0.2250656921120006,10.14,0.20899999999999963
8,FULL_PBE,sequential,,12,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,1555,5.996,2.2381590098095203,10.14,0.20899999999999963
9,NO_PBE,initial,1,0,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-0.08692671447230056,,
9,NO_PBE,initial,2,0,160,current-nlr-pbe-gw-v1:gw:matdb:000010765,1918,1.867,-1.052265221985735,,
9,NO_PBE,initial,3,0,178,current-nlr-pbe-gw-v1:gw:matdb:000287083,2046,2.313,-0.6772295300423623,,
9,NO_PBE,initial,4,0,53,current-nlr-pbe-gw-v1:gw:matdb:000289794,601,5.46,1.9690424936029143,,
9,NO_PBE,initial,5,0,21,current-nlr-pbe-gw-v1:gw:matdb:000010038,299,3.369,0.21074735491773064,,
9,NO_PBE,initial,6,0,126,current-nlr-pbe-gw-v1:gw:matdb:000289890,1482,2.663,-0.3829190094589984,,
9,NO_PBE,initial,7,0,148,current-nlr-pbe-gw-v1:gw:matdb:000010195,1647,2.15,-0.8142941439140434,,
9,NO_PBE,initial,8,0,113,current-nlr-pbe-gw-v1:gw:matdb:000009927,1148,4.11,0.8338447713527959,,
9,FULL_PBE,initial,1,0,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-0.08692671447230056,,
9,FULL_PBE,initial,2,0,160,current-nlr-pbe-gw-v1:gw:matdb:000010765,1918,1.867,-1.052265221985735,,
9,FULL_PBE,initial,3,0,178,current-nlr-pbe-gw-v1:gw:matdb:000287083,2046,2.313,-0.6772295300423623,,
9,FULL_PBE,initial,4,0,53,current-nlr-pbe-gw-v1:gw:matdb:000289794,601,5.46,1.9690424936029143,,
9,FULL_PBE,initial,5,0,21,current-nlr-pbe-gw-v1:gw:matdb:000010038,299,3.369,0.21074735491773064,,
9,FULL_PBE,initial,6,0,126,current-nlr-pbe-gw-v1:gw:matdb:000289890,1482,2.663,-0.3829190094589984,,
9,FULL_PBE,initial,7,0,148,current-nlr-pbe-gw-v1:gw:matdb:000010195,1647,2.15,-0.8142941439140434,,
9,FULL_PBE,initial,8,0,113,current-nlr-pbe-gw-v1:gw:matdb:000009927,1148,4.11,0.8338447713527959,,
9,NO_PBE,sequential,,1,156,current-nlr-pbe-gw-v1:gw:matdb:000290207,1880,4.959,1.54775800556787,5.46,4.889
9,NO_PBE,sequential,,2,114,current-nlr-pbe-gw-v1:gw:matdb:000010348,1150,3.34,0.18636162606939446,5.46,4.889
9,NO_PBE,sequential,,3,75,current-nlr-pbe-gw-v1:gw:matdb:000010320,717,4.186,0.8977521986794689,5.46,4.889
9,NO_PBE,sequential,,4,115,current-nlr-pbe-gw-v1:gw:matdb:000010393,1157,5.155,1.7125718970945545,5.46,4.889
9,NO_PBE,sequential,,5,94,current-nlr-pbe-gw-v1:gw:matdb:000009916,886,1.593,-1.2826683152424256,5.46,4.889
9,NO_PBE,sequential,,6,112,current-nlr-pbe-gw-v1:gw:matdb:000010334,1147,6.197,2.5887763612313126,6.197,4.152
9,NO_PBE,sequential,,7,121,current-nlr-pbe-gw-v1:gw:matdb:000010436,1306,4.184,0.8960704242761356,6.197,4.152
9,NO_PBE,sequential,,8,141,current-nlr-pbe-gw-v1:gw:matdb:000010136,1584,5.554,2.0480858905595896,6.197,4.152
9,NO_PBE,sequential,,9,58,current-nlr-pbe-gw-v1:gw:matdb:000009900,654,3.96,0.7077116911027824,6.197,4.152
9,NO_PBE,sequential,,10,125,current-nlr-pbe-gw-v1:gw:matdb:000010478,1315,3.324,0.17290743084272636,6.197,4.152
9,NO_PBE,sequential,,11,59,current-nlr-pbe-gw-v1:gw:matdb:000010018,658,2.721,-0.33414755176232647,6.197,4.152
9,NO_PBE,sequential,,12,140,current-nlr-pbe-gw-v1:gw:matdb:000289987,1576,4.369,1.051634556584485,6.197,4.152
9,FULL_PBE,sequential,,1,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,143,9.753,5.578971250358292,9.753,0.5960000000000001
9,FULL_PBE,sequential,,2,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,1971,9.956,5.749671352296642,9.956,0.3930000000000007
9,FULL_PBE,sequential,,3,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,203,10.349,6.080140022551677,10.349,0.0
9,FULL_PBE,sequential,,4,11,current-nlr-pbe-gw-v1:gw:matdb:000010003,133,6.157,2.555140873164642,10.349,0.0
9,FULL_PBE,sequential,,5,12,current-nlr-pbe-gw-v1:gw:matdb:000009592,138,5.645,2.1246066259112637,10.349,0.0
9,FULL_PBE,sequential,,6,14,current-nlr-pbe-gw-v1:gw:matdb:000009613,148,7.554,3.7298602938930983,10.349,0.0
9,FULL_PBE,sequential,,7,6,current-nlr-pbe-gw-v1:gw:matdb:000009985,120,5.716,2.1843096172296037,10.349,0.0
9,FULL_PBE,sequential,,8,7,current-nlr-pbe-gw-v1:gw:matdb:000009577,122,6.24,2.624934510902983,10.349,0.0
9,FULL_PBE,sequential,,9,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,89,10.14,5.904394597403326,10.349,0.0
9,FULL_PBE,sequential,,10,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,1554,8.131,4.215052209254815,10.349,0.0
9,FULL_PBE,sequential,,11,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,709,7.794,3.9316732222931194,10.349,0.0
9,FULL_PBE,sequential,,12,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,0.9675458364178097,10.349,0.0
10,NO_PBE,initial,1,0,28,current-nlr-pbe-gw-v1:gw:matdb:000012353,398,4.877,0.17924196746095566,,
10,NO_PBE,initial,2,0,149,current-nlr-pbe-gw-v1:gw:matdb:000011568,1649,2.635,-1.5030625476513992,,
10,NO_PBE,initial,3,0,49,current-nlr-pbe-gw-v1:gw:matdb:000010042,559,7.217,1.9350816487111386,,
10,NO_PBE,initial,4,0,176,current-nlr-pbe-gw-v1:gw:matdb:000287053,2037,4.306,-0.24921292911761447,,
10,NO_PBE,initial,5,0,156,current-nlr-pbe-gw-v1:gw:matdb:000290207,1880,4.959,0.24077139218852606,,
10,NO_PBE,initial,6,0,142,current-nlr-pbe-gw-v1:gw:matdb:000290107,1585,5.16,0.39159351865488834,,
10,NO_PBE,initial,7,0,38,current-nlr-pbe-gw-v1:gw:matdb:000286953,504,4.393,-0.18393171019933863,,
