count,dimension,median,posterior,q25,q75,seed,top2_relevance_probability
24,1,0.8434670567512512,fresh,0.7050096392631531,1.0547696352005005,0,0.9882812500000001
24,2,7.921427249908447,fresh,5.026726245880127,13.154099464416504,0,0.0
24,3,8.91901683807373,fresh,5.648895263671875,16.36635971069336,0,0.003906250000000001
24,4,7.400278568267822,fresh,4.933591842651367,13.300119400024414,0,0.003906250000000001
24,5,9.537315368652344,fresh,5.980127811431885,15.472875595092773,0,0.0
24,6,8.950722694396973,fresh,5.5179452896118155,17.20380973815918,0,0.0
24,7,8.46511459350586,fresh,5.607809066772461,16.199262619018555,0,0.0
24,8,6.195504188537598,fresh,3.7549188137054443,10.65515422821045,0,0.007812500000000002
24,9,8.295478820800781,fresh,4.794593334197998,12.896085739135742,0,0.003906250000000001
32,0,0.6901012063026428,reused,0.6901012063026428,0.6901012063026428,0,0.9999997184214898
32,1,1.1050002574920652,reused,1.1050002574920652,1.1050002574920652,0,0.9999991111160856
32,2,8.581652641296387,reused,8.581652641296387,8.581652641296387,0,1.4488729348634244e-08
32,3,15.09721851348877,reused,15.09721851348877,15.09721851348877,0,1.1598722747163948e-07
32,4,8.28662109375,reused,8.28662109375,8.28662109375,0,1.9145219821090527e-09
32,5,9.557393074035645,reused,9.557393074035645,9.557393074035645,0,2.865127402739244e-07
32,6,56.56127166748047,reused,56.56127166748047,56.56127166748047,0,5.267090117088871e-07
32,7,15.588915824890137,reused,15.588915824890137,15.588915824890137,0,2.8303799887147927e-08
32,8,14.102917671203613,reused,14.102917671203613,14.102917671203613,0,6.633748301523375e-08
32,9,9.938811302185059,reused,9.938811302185059,9.938811302185059,0,1.3020891113785468e-07
32,0,0.5535910129547119,fresh,0.48176717758178705,0.6337223649024964,0,1.0000000000000002
32,1,1.3566182851791382,fresh,1.0865358114242554,1.6006860733032227,0,1.0000000000000002
32,2,32.57034683227538,fresh,17.326248168945312,63.244842529296875,0,0.0
32,3,39.26097869873047,fresh,20.994234084320368,74.6659927368164,0,0.0
32,4,31.32471084594724,fresh,14.157654762268066,64.07562255859375,0,0.0
32,5,38.347572326660156,fresh,20.803625105888738,67.53387451171875,0,0.0
32,6,42.745506286621094,fresh,22.195377349624074,73.95814514160156,0,0.0
32,7,30.442161560058533,fresh,15.503166198730469,63.927146911621094,0,0.0
32,8,31.86761093139647,fresh,16.478588104248047,68.51021575927734,0,0.0
32,9,39.52989196777344,fresh,17.26053810119629,68.72241973876953,0,0.0
40,0,0.6901012063026428,reused,0.6901012063026428,0.6901012063026428,0,0.999999999899224
40,1,1.1050002574920652,reused,1.1050002574920652,1.1050002574920652,0,0.9999999927641819
40,2,8.581652641296387,reused,8.581652641296387,8.581652641296387,0,4.855668930217072e-14
40,3,15.09721851348877,reused,15.09721851348877,15.09721851348877,0,1.510801476202212e-11
40,4,8.28662109375,reused,8.28662109375,8.28662109375,0,1.1683902090051805e-14
40,5,9.557393074035645,reused,9.557393074035645,9.557393074035645,0,4.6367911989163595e-09
40,6,56.56127166748047,reused,56.56127166748047,56.56127166748047,0,2.5286513979970516e-09
40,7,15.588915824890137,reused,15.588915824890137,15.588915824890137,0,1.733057206009222e-12
40,8,14.102917671203613,reused,14.102917671203613,14.102917671203613,0,4.5517460362844905e-14
40,9,9.938811302185059,reused,9.938811302185059,9.938811302185059,0,1.5420509574907418e-10
40,0,0.6317627429962158,fresh,0.5751713514328003,0.6811635494232178,0,1.0000000000000002
40,1,1.8127548694610596,fresh,1.6042147874832153,2.0256848335266113,0,1.0000000000000002
40,2,135.6211395263672,fresh,86.37550354003906,224.39366149902344,0,0.0
40,3,143.46612548828125,fresh,81.16099548339844,254.73721313476562,0,0.0
