node_i,node_j,composition_key_i,composition_key_j,in_knn,in_mst
0,13,current-nlr-pbe-gw-v1:composition:89a91c1e346bf870bb4aa5e0b313826c96befa495479cf705819df63d76220a8,current-nlr-pbe-gw-v1:composition:66b9bf0bc715dcc786a799dfca280716904c224f98d6a48872318d33aeb7ad2c,1,0
0,15,current-nlr-pbe-gw-v1:composition:89a91c1e346bf870bb4aa5e0b313826c96befa495479cf705819df63d76220a8,current-nlr-pbe-gw-v1:composition:ffabb19d5ccc98cd43e970cfd7e89ce2c310e89b10a3fda0cc3c97524028e07b,1,0
0,40,current-nlr-pbe-gw-v1:composition:89a91c1e346bf870bb4aa5e0b313826c96befa495479cf705819df63d76220a8,current-nlr-pbe-gw-v1:composition:2c4ec2f81c8f7f74584645c8c0367ffb6536a19b753455145b82ebc8bd439f66,1,0
0,53,current-nlr-pbe-gw-v1:composition:89a91c1e346bf870bb4aa5e0b313826c96befa495479cf705819df63d76220a8,current-nlr-pbe-gw-v1:composition:c628417bda568712d70c03fd4622c3f1bda1a3c302358c090afed80c313bd2f9,1,1
0,71,current-nlr-pbe-gw-v1:composition:89a91c1e346bf870bb4aa5e0b313826c96befa495479cf705819df63d76220a8,current-nlr-pbe-gw-v1:composition:2219ea7f752992f82c385b938f58300c4ee3af1187bde92c159248d518bc2292,1,0
0,78,current-nlr-pbe-gw-v1:composition:89a91c1e346bf870bb4aa5e0b313826c96befa495479cf705819df63d76220a8,current-nlr-pbe-gw-v1:composition:06053993505aacc47eaba12b91e7851de84ac27cd3c67dabd2628cb244e7b25c,1,1
0,125,current-nlr-pbe-gw-v1:composition:89a91c1e346bf870bb4aa5e0b313826c96befa495479cf705819df63d76220a8,current-nlr-pbe-gw-v1:composition:6d0a4afe846be473dbe687d67865665ee72de713e79dbbb16b6e3d7a40f0af40,1,0
0,885,current-nlr-pbe-gw-v1:composition:89a91c1e346bf870bb4aa5e0b313826c96befa495479cf705819df63d76220a8,current-nlr-pbe-gw-v1:composition:5eab7424f98d1f6c970a7bd477418be6dca168d7038052bae51d765d2223f37f,1,0
0,889,current-nlr-pbe-gw-v1:composition:89a91c1e346bf870bb4aa5e0b313826c96befa495479cf705819df63d76220a8,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854,1,0
0,890,current-nlr-pbe-gw-v1:composition:89a91c1e346bf870bb4aa5e0b313826c96befa495479cf705819df63d76220a8,current-nlr-pbe-gw-v1:composition:f402332060ff87ffe8c2252fac44647f2f09752f8a2338d50f17b151f3c1474a,1,0
1,34,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:8b0d63d94af6824fc02191f80070254e04b93b27629e6e513d48831229e93b17,1,0
1,179,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:3fbf410bb2d859522a17e613fb9c75bfa78b72be9ae70c564ba8e0d07ea4a4e1,1,0
1,192,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:94f1a922e0afadc13954f97e0a6079f3e3ad4676331b60a4e95d57ba126c3bd4,1,0
1,200,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:60397408d836e6e5be9669ed8554962eb58cdeb79d27d85c425faf1445930d23,1,0
1,428,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:ccf038adf90dbd57bdd9bebd9623920c8d570b63becbfd85945880e7f3da013e,1,0
1,475,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:0be32b9d6e48a457d847c374e4bee854b158a25185ac07f717793ea044a0d97a,1,0
1,480,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:a08a2ca653f3dd22ab71c6ae7947eeac9dba73ccaec2e0390a2aa1c771e03d80,1,1
1,678,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:f9593f89e168bc8b401022212d952ac9ce3f6a0a4c714f01ee3fe7934872bb2a,1,0
1,933,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:6b4021727bf801662a3ebfc0f944bcb6b4dabafdda83bd3e39f68fc70f108b49,1,0
1,1457,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:0cec90cfaf02bd68dff52be0252b894659352e7af979b1072f92c4537a91c593,1,0
1,1573,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:75f79749290947198ce2baeab0ce19e2553c4960a4f5abbddfeb205d1e0416d6,1,0
1,1775,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:8ea435695167ca602b7e29735a048bb4e80e22ce3dcc5e58ef119f360fdc3f00,1,0
1,1988,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:3159c2b7d14a54cf6b43f77660649953aafada63c5d201462e1d55f3fc8ebcd3,1,0
1,2078,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:83f815bfd41ff198d29afca10500ae50b913991503d62a1af2c573832510ac51,1,0
1,2079,current-nlr-pbe-gw-v1:composition:8bd158e09b8a4812d983f8e61370c0bb11fe518cb6a69f34c682d2aa660fad93,current-nlr-pbe-gw-v1:composition:22b03c69b23a6c52305790f6375b250311f463a724d48919d671a7c0ef4379de,1,0
2,8,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:a28b5b5256b515e135dce5737a733f8a775d7f1eff590ce754214275df26c895,1,0
2,20,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:6917b4a589ab1da0277d757f4a9ad36c08fa444c58bc2ac1ae58b123a48bd11c,1,0
2,31,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:f84ed8242bc450f68642c16e37e32026484e19d86e1ba412729725eaf8cc32bf,1,0
2,42,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:f183523e094377afb7535eab7311305dc0ccf255c0ef474e92c7a75b03708c03,1,0
2,55,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:88ce341b547a29545e1db21ecacfc88b3a8f08dc00b8a605627acbf1a83abc56,1,0
2,63,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:34a4290499f4dd94af04956c32000c1cce2e397bed4405c6fb90330a04a0ed4f,1,0
2,650,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:f2f392a417364ab9ce8465d7289eb32f7f2cb18d93d86d8f20a5c88cf91fa071,1,0
2,651,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:ea43e9f73729e9c0ab631001ac6aa31791d75a6c99c934672c8136aeef794ea0,1,1
2,652,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:06d9edf5a0457509d0af2d284d0ea804d2d432602e38a221223abf6831f3f055,1,0
2,689,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:961230420bdfadbe20490c369e53837f8f7471ccff19c2645430b36e29f57f91,1,0
2,1607,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:5e5628952d68ac9dec42a194caff8ed268b7d2804c27d37841e2b615cc6f3c9b,1,0
2,1643,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:e866060dbfaa39afdcc6182c7aa2d043ed2e6c7ebf5f4e093cf35f8c86071d7b,1,0
2,1881,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:7458ee7e23269c7e92857a0d5bf1a5e0c9d44250c41b03afb1b1f8ebda863004,1,0
2,1883,current-nlr-pbe-gw-v1:composition:4e65549ffe5b7462a01bf8909ca57a094baff0f21905f824b1b554081478f25c,current-nlr-pbe-gw-v1:composition:b9c02ba613df90d3eefbb57102258168ffdf445aabf49f060df66227da011dbe,1,0
3,10,current-nlr-pbe-gw-v1:composition:4ea783a88969b1d5165c4142ede2939f1885b297a424313ede2e3633d96e2321,current-nlr-pbe-gw-v1:composition:e7dc6c0dd2f13197d0e733616b59fe6e14cfec4494cf4637e77fe7d785adfd6c,1,1
3,58,current-nlr-pbe-gw-v1:composition:4ea783a88969b1d5165c4142ede2939f1885b297a424313ede2e3633d96e2321,current-nlr-pbe-gw-v1:composition:a96263f9b59c30e57594284410ba446859979005013a19139e1de9d831d48cab,1,0
3,60,current-nlr-pbe-gw-v1:composition:4ea783a88969b1d5165c4142ede2939f1885b297a424313ede2e3633d96e2321,current-nlr-pbe-gw-v1:composition:e7c4e27e4fe82435cbfb0140ff3b28bc1017b711532215e9c5f5144b6bcaf516,1,0
3,713,current-nlr-pbe-gw-v1:composition:4ea783a88969b1d5165c4142ede2939f1885b297a424313ede2e3633d96e2321,current-nlr-pbe-gw-v1:composition:f2076c9cfc1c7d47cc2896ba518f9fd9b7ba28ac0f6b61d133cb9b1fb844e6db,1,0
3,714,current-nlr-pbe-gw-v1:composition:4ea783a88969b1d5165c4142ede2939f1885b297a424313ede2e3633d96e2321,current-nlr-pbe-gw-v1:composition:b80e6869c5112317c3cc6a3531c788ebfacce41b2eba390fe7aca06021fabaa5,1,0
3,748,current-nlr-pbe-gw-v1:composition:4ea783a88969b1d5165c4142ede2939f1885b297a424313ede2e3633d96e2321,current-nlr-pbe-gw-v1:composition:d9b297edfe1ce4d16566ad7dd52a7ae6432f2f796de30e0df63d8ab2a8596986,1,1
3,755,current-nlr-pbe-gw-v1:composition:4ea783a88969b1d5165c4142ede2939f1885b297a424313ede2e3633d96e2321,current-nlr-pbe-gw-v1:composition:7898352e3030f80416c03cf3515c183ce3362bbff5ef61b3fa4ee23acdcd8aa1,1,1
3,761,current-nlr-pbe-gw-v1:composition:4ea783a88969b1d5165c4142ede2939f1885b297a424313ede2e3633d96e2321,current-nlr-pbe-gw-v1:composition:5e10c7b001b2628ed97a087604278ff93a88b1a723b05637b6a986e2f941d5f9,1,0
3,884,current-nlr-pbe-gw-v1:composition:4ea783a88969b1d5165c4142ede2939f1885b297a424313ede2e3633d96e2321,current-nlr-pbe-gw-v1:composition:1562483fbca6e3f758dbf40f9c004b1b01656af2f8f7bcbba1506bf847e2b1ab,1,0
3,1902,current-nlr-pbe-gw-v1:composition:4ea783a88969b1d5165c4142ede2939f1885b297a424313ede2e3633d96e2321,current-nlr-pbe-gw-v1:composition:0017bb37cea33c1fe93eb12fc24c78c21a52e317514088fdbbd40e28d2d30e0c,1,0
4,8,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:a28b5b5256b515e135dce5737a733f8a775d7f1eff590ce754214275df26c895,1,0
4,23,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:18eb3d03d4b5cb02232e3ad97cdc560f193cf8f7e00d499f32e7da331f9606f4,1,0
4,37,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:2428041b11c4c1a5a4035904dc8a8ad6306181f6c5b40fd123a53c73f0dc31a3,1,1
4,38,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:09ff851bb23af1a6b7da6c3af799d1566aa74409d7ad57a91d58952289243d54,1,0
4,44,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:8e7f987d54a3377d4e07ec9181c5cdd6f7269815fd7d95805ac89b9c921375ba,1,0
4,55,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:88ce341b547a29545e1db21ecacfc88b3a8f08dc00b8a605627acbf1a83abc56,1,0
4,63,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:34a4290499f4dd94af04956c32000c1cce2e397bed4405c6fb90330a04a0ed4f,1,0
4,650,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:f2f392a417364ab9ce8465d7289eb32f7f2cb18d93d86d8f20a5c88cf91fa071,1,0
4,797,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:23dae1a0b26ebe02c60201c9521e57481521b5be8569d95d008d076bef4ed436,1,0
4,916,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:a19da06174e9361571d5f69ad78cce309719d69e2e9bab0bfbc3b7b8320d4133,1,0
4,1723,current-nlr-pbe-gw-v1:composition:170316842876b41e1949571ffbae2fc2b398b220acb6b5e0c154a6bb408762fd,current-nlr-pbe-gw-v1:composition:02d13fa7865e9968c1fe1bec01f93c176a343ba05029c4cf68af87acce8bf240,1,0
5,9,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:c9a8ca7b23208a22be1754e9827b58297087b4e84de4ae6895333989dfa28508,1,0
5,32,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:a15c4c31c5b8eba196ca97439d584ccac3a88ff1027b7363412ceac3f02526dd,1,0
5,878,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:ea7e6a2049dc9a594184d2bfc3296d45859bbad7b7b8fbf8462f4742d3195caf,1,0
5,954,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:e6c963538bd74941b444bc5355423a601d6c41467ae1dba24abaacb0c2e4613b,1,0
5,971,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:ccdbe8f3adbc7d74300f81be8802c482360ffe3ade00cc01aaffee1dc5f741c8,1,1
5,985,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:e19e02208474d097bbe85701d3e40e4842fe6d374ea4465525c8ac8094161987,1,0
5,989,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:5343b9476e74672f09618cc4d2b783fe5576ee7550d9a8963a3620d6a6f84571,1,0
5,1213,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:48dfe953f7b5a2053dfdc8b4c0773223242c17f9a4b77610e6bb0ab82b0c5414,1,0
5,1380,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:546d4ee472ec962224d7db1ca4eaf1f14eb0bb4f2d308bd2ee23e039fb32f950,1,0
5,1394,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:ff44d53a8e83bd8ce27fb52ef246fa436e408cf28450be098ba48201470f8733,1,0
5,1398,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:1d4337991e9e99080b9f375e6e16255379c5639a4fdd766ccac2cdbd7735a8df,1,0
5,1400,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:bca3402f7ea148a1fbcf0e5dde0869dacdf7d297defb5993e2a370c296055c8e,1,0
5,1402,current-nlr-pbe-gw-v1:composition:dede21a1d9cd2f4d3bd82ccba3064654f8a0d0cbe7e0f43a2b205115fb1841da,current-nlr-pbe-gw-v1:composition:8cb462e6bfcd887abe365ea0f91b47a07600fd1725973ed1aa6f1973ae0fcdf9,1,0
6,19,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:63f75e5e4389d37db60421bf1dde840e417f7e14fe99ecc1e71eee3fd6b3c8ae,1,0
6,38,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:09ff851bb23af1a6b7da6c3af799d1566aa74409d7ad57a91d58952289243d54,1,1
6,49,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:44fd36d097163f6f996fcff2e067555a4111440a26093874d7917f4c22e9f284,1,0
6,650,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:f2f392a417364ab9ce8465d7289eb32f7f2cb18d93d86d8f20a5c88cf91fa071,1,0
6,798,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:d60c2312eeefad0014477f3c30c74ee8953ec75a9ee86686556cc7450216a0f9,1,0
6,871,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:fda0dad2324290295a6158491017afa66dd633b6c00047b1b5b2ea01832cce04,1,1
6,872,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:c13341bf7d4ead01ca5fddf4c0c5bf8591b24656f16b1be0726df668bf02816d,1,0
6,907,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:d9ef1c7c7be20d7b80c1303dfa1cad35cad82c6795a253b82aea54b31a526f7f,1,0
6,917,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:7907325cfdc09099e05c1b3062d9b63c0f79e18ad883bcc91e0eefd47b01405e,1,0
6,918,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:9ef1c8504bf57da90a023593d5401863aed6da34edffcaad9510a867acaa5661,1,0
6,974,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:c47fc8cb7a8107a2b54de3aa9cf0ae3bd3c8693722a405b64b0c0be804fc9587,1,0
6,986,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:f6c1feb811d1ec79d38ba3cae865bdfa7a3574bfa03848ad484d42d30db8aa7f,1,0
6,995,current-nlr-pbe-gw-v1:composition:7fab9c6e5566bcbd13bcc37e6b39f4c53a65c1208fe76ac9a92403423ad6aa1c,current-nlr-pbe-gw-v1:composition:e6edde385ab24282454f09dc288c1231f6f7fa93431907824e369dd788a79437,1,0
7,25,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:6a1b03159e3d68d7e9cc6358366a023609861eb824ce7dada9d0bb6f2f976fa2,1,0
7,28,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:4805a27a8d0f1131844a9aac72bd8da5a57192edd54ee3dff150c3c511f3cb6e,1,0
7,39,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:48a91b9de100938047f409f472708ae45770b3f9219e15063de3020d5dee65d4,1,1
7,47,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:3ff5c8a68e3811bc49c57fd035fa806f8050a130739f5f590c6653c7feb20c3a,1,0
7,51,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:73fdfda690a0a713e950af61f1400c679b44630ecf9ecb64b136f2916ad63a53,1,0
7,52,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:a83999eacc33f26ba88adaccb0a9b019e08d5b36915e8b33da798c4e8c219a46,1,0
7,53,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:c628417bda568712d70c03fd4622c3f1bda1a3c302358c090afed80c313bd2f9,1,0
7,54,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:7c6d68b2a3250aaa062a0a9aa443940219edffba0c2b39a8d8e185f212fb92bd,1,0
7,60,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:e7c4e27e4fe82435cbfb0140ff3b28bc1017b711532215e9c5f5144b6bcaf516,1,1
7,61,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:17af1a3b62c89e6869c2c9c8f0b9ff3a531fe350ea1b283159c9edd3bb9bde4a,1,1
7,62,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:38f6d699133a769941e942621c2edb3542e5a600d786cdb9526616431a0a78f6,1,0
7,65,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:bc0452a2c4c7a48688016fad5dbbdd2879fe3197d92160320d6aef5909e7d65f,1,0
7,71,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:2219ea7f752992f82c385b938f58300c4ee3af1187bde92c159248d518bc2292,1,0
7,919,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:1d322f57e54423a870f637708518e6a6c35eaff759e03f1a605294ac9f8f0357,1,0
7,924,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:1b23ebcfae29b6aa42ab5a22cdd41ebacbde9408db0563de3b45bf3f881e9803,1,1
7,930,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:e9cad703c5f1440501f236d762a162a254655a7110f5d9ecad2773f6467a9498,1,0
7,2034,current-nlr-pbe-gw-v1:composition:e1c2b46de9d5d0f1d29762a169721a14c32c44cc674196557f95d8c22f34df5f,current-nlr-pbe-gw-v1:composition:2f65d518b4c8adcf252990b236a0fca6b39f937410e8979f38441cf4e2ca910d,1,0
8,20,current-nlr-pbe-gw-v1:composition:a28b5b5256b515e135dce5737a733f8a775d7f1eff590ce754214275df26c895,current-nlr-pbe-gw-v1:composition:6917b4a589ab1da0277d757f4a9ad36c08fa444c58bc2ac1ae58b123a48bd11c,1,0
8,23,current-nlr-pbe-gw-v1:composition:a28b5b5256b515e135dce5737a733f8a775d7f1eff590ce754214275df26c895,current-nlr-pbe-gw-v1:composition:18eb3d03d4b5cb02232e3ad97cdc560f193cf8f7e00d499f32e7da331f9606f4,1,0
