node_i,node_j,composition_key_i,composition_key_j,in_knn,in_mst
138,1910,current-nlr-pbe-gw-v1:composition:9b2366b9cb19bfd31d7ab51903592335881c053f280d990d0595fda6e7a050ad,current-nlr-pbe-gw-v1:composition:c42218a7e300d34331e2a043ce1a4208f7a6c911e4ec5e9bf9542c468a941e2f,1,0
139,161,current-nlr-pbe-gw-v1:composition:ecc5d3341820a5bb560012b372ffcce252edfb0686886eba5741f0b9b22f80ab,current-nlr-pbe-gw-v1:composition:1309a50a738efe50ac1fffed3fba6f9aa34b6c862dcae18e8f9a58620da77f4f,1,0
139,163,current-nlr-pbe-gw-v1:composition:ecc5d3341820a5bb560012b372ffcce252edfb0686886eba5741f0b9b22f80ab,current-nlr-pbe-gw-v1:composition:4afc9db52a2e157d9bd798661395d2c9cf0bf88a93b782588f1742b03ae9aac6,1,0
139,167,current-nlr-pbe-gw-v1:composition:ecc5d3341820a5bb560012b372ffcce252edfb0686886eba5741f0b9b22f80ab,current-nlr-pbe-gw-v1:composition:2e302b9f51f6ebe8e3958ba8ca4f495af3115200a7f175a2bb353c8ec016fec5,1,0
139,1439,current-nlr-pbe-gw-v1:composition:ecc5d3341820a5bb560012b372ffcce252edfb0686886eba5741f0b9b22f80ab,current-nlr-pbe-gw-v1:composition:d72581efe9b5651f45b651ba4fba03112628f6d96c69b959af877873522b2cdb,1,0
139,1784,current-nlr-pbe-gw-v1:composition:ecc5d3341820a5bb560012b372ffcce252edfb0686886eba5741f0b9b22f80ab,current-nlr-pbe-gw-v1:composition:6e63edd34f7f07eb0ee6875c51a99acb5d084d8b7dc4b571d71f57fc457e8000,1,0
139,1986,current-nlr-pbe-gw-v1:composition:ecc5d3341820a5bb560012b372ffcce252edfb0686886eba5741f0b9b22f80ab,current-nlr-pbe-gw-v1:composition:c56c7999dbef9fc0410aef99bb182fe2702ca659f6433cbff7042c6dadc032e1,1,1
140,143,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:db68d5cd81e192a0b7bda51f8348e653b27678732839f6c996f3fc30f1a5b3e6,1,0
140,149,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:8c9dec7dd416969f39f411dfe31a3263622033bc76807c06ecfe3bd548bbdc3a,1,1
140,156,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:1091ce0d05bab471e404e46d139e76b5a4041e5f7cde7c88e4b7d8a6acad657c,1,0
140,158,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:5c70682537ae5a2735cfd589d69699da58777b10505b6a614f59cf72bdd8c678,1,0
140,159,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:475c2f202d3bc7b51c69925c2e332da52927f2489b7fd66701585e30f4aa3caa,1,0
140,165,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:052ce3e8a18a55c076bc1521826b2edb2feb9a7e8553fe900b9d444a51435a9a,1,0
140,203,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:131114703113be5d5aba5a77d23d6726379a9d8867dfd1463ca47f2fefc8388d,1,0
140,1189,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:9a0e81d93236f722f2c252add9dcee4dad1c8dd63b68c944d058ccf7ad00e70e,1,0
140,1318,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:f2301a982d53dcd68cf8f441da27b54c824a4a7832ba2a68b664e67b3ea09c9e,1,0
140,1629,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:a4a8fb1d059e777db8da088af05fd67a06b13274078e2debbc62cf72c1405e66,1,0
140,1753,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:5b85592e6f6dc305a7629d8dd2803d5d65a4742a16d6ac26f097161b9aac2a66,1,0
140,1971,current-nlr-pbe-gw-v1:composition:66f241f084aee6d28e5cdbbfd84b7761802069995ffc550ae7962e944b1347dc,current-nlr-pbe-gw-v1:composition:c6b7c80f6a092448302c44b2537d521ef887cdfbf3e1273379b1d5b8c6059c38,1,1
141,145,current-nlr-pbe-gw-v1:composition:8375c2f569a07a05dee896549dc50d22567f00cb10a66a7d1a2ffe8c263baea3,current-nlr-pbe-gw-v1:composition:1553a4f25a985862bf98c7569b100d971afe5f5af0db3fc6293d1ea3e7d397fb,1,0
141,151,current-nlr-pbe-gw-v1:composition:8375c2f569a07a05dee896549dc50d22567f00cb10a66a7d1a2ffe8c263baea3,current-nlr-pbe-gw-v1:composition:6f07902990b08b8858ff11137be90e9bc3e97a9b97558326f21a15a35d341668,1,1
141,169,current-nlr-pbe-gw-v1:composition:8375c2f569a07a05dee896549dc50d22567f00cb10a66a7d1a2ffe8c263baea3,current-nlr-pbe-gw-v1:composition:437d91745324bc6924d6d217763eacf42f758e36af8e6571f294c4e37122d447,1,0
141,177,current-nlr-pbe-gw-v1:composition:8375c2f569a07a05dee896549dc50d22567f00cb10a66a7d1a2ffe8c263baea3,current-nlr-pbe-gw-v1:composition:9e43dbea00c748b36c05a31937743311a1ef54006acd9a442239ab52f4f82508,1,0
141,335,current-nlr-pbe-gw-v1:composition:8375c2f569a07a05dee896549dc50d22567f00cb10a66a7d1a2ffe8c263baea3,current-nlr-pbe-gw-v1:composition:e0141e105547c6f9298be049516a4f998c1c0889f0d24423a3367815a9045190,1,0
141,1579,current-nlr-pbe-gw-v1:composition:8375c2f569a07a05dee896549dc50d22567f00cb10a66a7d1a2ffe8c263baea3,current-nlr-pbe-gw-v1:composition:d65ce6bae85f875a0d71e5d00e625c82dc323a8fa49d9b1fa43e64cfcd1d3f80,1,1
141,1580,current-nlr-pbe-gw-v1:composition:8375c2f569a07a05dee896549dc50d22567f00cb10a66a7d1a2ffe8c263baea3,current-nlr-pbe-gw-v1:composition:8f84ef78dc91ffcb5ddb21f406fdab79b5366ba215d641297c66ef72a6f2b372,1,0
141,2006,current-nlr-pbe-gw-v1:composition:8375c2f569a07a05dee896549dc50d22567f00cb10a66a7d1a2ffe8c263baea3,current-nlr-pbe-gw-v1:composition:08d01af4de6bfdd2f6f0f2b0bff11abc579f1dd2d1ba06122cea54a673c1a802,1,0
141,2068,current-nlr-pbe-gw-v1:composition:8375c2f569a07a05dee896549dc50d22567f00cb10a66a7d1a2ffe8c263baea3,current-nlr-pbe-gw-v1:composition:0efc1fbe52c7d869742a31076ba34ebb8616b7f66ba1752120c3079177f7f6dd,1,1
142,1166,current-nlr-pbe-gw-v1:composition:23c1effb0e186d7c2d1ee27192d8c893c6e5507464585b0727c933846bbf564a,current-nlr-pbe-gw-v1:composition:dd2d85ea417b8a660784fa5b4451ff30aef20791a9dc024873c1eabd768f5241,1,0
142,1252,current-nlr-pbe-gw-v1:composition:23c1effb0e186d7c2d1ee27192d8c893c6e5507464585b0727c933846bbf564a,current-nlr-pbe-gw-v1:composition:0ceff56386ce8b28ff92a3d810475a938fb548cd265adb6d505b7674d8c509dc,1,1
142,1309,current-nlr-pbe-gw-v1:composition:23c1effb0e186d7c2d1ee27192d8c893c6e5507464585b0727c933846bbf564a,current-nlr-pbe-gw-v1:composition:29eb61d10d2e7875bfba1a2abbf3bc4a0ed3ef38783a5b8ab460bd94d1740104,1,1
142,1628,current-nlr-pbe-gw-v1:composition:23c1effb0e186d7c2d1ee27192d8c893c6e5507464585b0727c933846bbf564a,current-nlr-pbe-gw-v1:composition:d0245829473680946e59d64c427ff48749bc4c678c351182a62482078c248595,1,0
142,1987,current-nlr-pbe-gw-v1:composition:23c1effb0e186d7c2d1ee27192d8c893c6e5507464585b0727c933846bbf564a,current-nlr-pbe-gw-v1:composition:50cbc05ad3443e533c9c5a52193a66db6e6feb6c4c38c00913db0ea1ad53aa4b,1,0
142,2037,current-nlr-pbe-gw-v1:composition:23c1effb0e186d7c2d1ee27192d8c893c6e5507464585b0727c933846bbf564a,current-nlr-pbe-gw-v1:composition:9667c15ce567055fdafbd690b9ba55da86fb9ae013fef0f61dc4bd3a5ab8c7be,1,0
142,2046,current-nlr-pbe-gw-v1:composition:23c1effb0e186d7c2d1ee27192d8c893c6e5507464585b0727c933846bbf564a,current-nlr-pbe-gw-v1:composition:9ebb877b86f2d8fc73c4a77d41570fba1b9d4e08f2bb29c67d8d23fb8a0d47c4,1,0
142,2092,current-nlr-pbe-gw-v1:composition:23c1effb0e186d7c2d1ee27192d8c893c6e5507464585b0727c933846bbf564a,current-nlr-pbe-gw-v1:composition:7ab44c87ce1c34e3ff3611e752c311d6f6d1be4e737637bb25029e233ec4ccd1,1,0
142,2132,current-nlr-pbe-gw-v1:composition:23c1effb0e186d7c2d1ee27192d8c893c6e5507464585b0727c933846bbf564a,current-nlr-pbe-gw-v1:composition:0fb6978bfb5e9a2a0bf49f37730e3390516f28372fd4a036063fadd5c8f5f2ed,1,0
143,149,current-nlr-pbe-gw-v1:composition:db68d5cd81e192a0b7bda51f8348e653b27678732839f6c996f3fc30f1a5b3e6,current-nlr-pbe-gw-v1:composition:8c9dec7dd416969f39f411dfe31a3263622033bc76807c06ecfe3bd548bbdc3a,1,0
143,156,current-nlr-pbe-gw-v1:composition:db68d5cd81e192a0b7bda51f8348e653b27678732839f6c996f3fc30f1a5b3e6,current-nlr-pbe-gw-v1:composition:1091ce0d05bab471e404e46d139e76b5a4041e5f7cde7c88e4b7d8a6acad657c,1,1
143,157,current-nlr-pbe-gw-v1:composition:db68d5cd81e192a0b7bda51f8348e653b27678732839f6c996f3fc30f1a5b3e6,current-nlr-pbe-gw-v1:composition:53313d7158b67d86eaeb55f529c406d7bdc4bb2b6b3acc6fdf18662f128113ba,1,0
143,158,current-nlr-pbe-gw-v1:composition:db68d5cd81e192a0b7bda51f8348e653b27678732839f6c996f3fc30f1a5b3e6,current-nlr-pbe-gw-v1:composition:5c70682537ae5a2735cfd589d69699da58777b10505b6a614f59cf72bdd8c678,1,0
143,159,current-nlr-pbe-gw-v1:composition:db68d5cd81e192a0b7bda51f8348e653b27678732839f6c996f3fc30f1a5b3e6,current-nlr-pbe-gw-v1:composition:475c2f202d3bc7b51c69925c2e332da52927f2489b7fd66701585e30f4aa3caa,1,1
143,203,current-nlr-pbe-gw-v1:composition:db68d5cd81e192a0b7bda51f8348e653b27678732839f6c996f3fc30f1a5b3e6,current-nlr-pbe-gw-v1:composition:131114703113be5d5aba5a77d23d6726379a9d8867dfd1463ca47f2fefc8388d,1,0
143,1318,current-nlr-pbe-gw-v1:composition:db68d5cd81e192a0b7bda51f8348e653b27678732839f6c996f3fc30f1a5b3e6,current-nlr-pbe-gw-v1:composition:f2301a982d53dcd68cf8f441da27b54c824a4a7832ba2a68b664e67b3ea09c9e,1,0
143,1971,current-nlr-pbe-gw-v1:composition:db68d5cd81e192a0b7bda51f8348e653b27678732839f6c996f3fc30f1a5b3e6,current-nlr-pbe-gw-v1:composition:c6b7c80f6a092448302c44b2537d521ef887cdfbf3e1273379b1d5b8c6059c38,1,0
144,152,current-nlr-pbe-gw-v1:composition:a5150c6e4c121b6f132e846222b5586358148b83947423bd3babff51e7cb3df1,current-nlr-pbe-gw-v1:composition:67dc0848c6cd7678ffeb7d18e1f5d8d347d1898adbd983c900f5748044668e5c,1,1
144,1140,current-nlr-pbe-gw-v1:composition:a5150c6e4c121b6f132e846222b5586358148b83947423bd3babff51e7cb3df1,current-nlr-pbe-gw-v1:composition:45d075f2b5c6949ea71ba9828f211c4daebfb83e4cbdf7adabd7fc2208ebf893,1,0
144,1143,current-nlr-pbe-gw-v1:composition:a5150c6e4c121b6f132e846222b5586358148b83947423bd3babff51e7cb3df1,current-nlr-pbe-gw-v1:composition:ea199d711be6c6296cac740518e163c83b6465a7daae6c3a2355b4b7e09238ee,1,0
144,1152,current-nlr-pbe-gw-v1:composition:a5150c6e4c121b6f132e846222b5586358148b83947423bd3babff51e7cb3df1,current-nlr-pbe-gw-v1:composition:66ac84d131c5cc407b7f9839d815ad56b1a5e38f0b64ceac80bbaae8d4ffa0df,1,0
144,1190,current-nlr-pbe-gw-v1:composition:a5150c6e4c121b6f132e846222b5586358148b83947423bd3babff51e7cb3df1,current-nlr-pbe-gw-v1:composition:bb917885bb84284f85c032565b0bd0d9dbf43df8fd6955ad71659f400bd2699c,1,0
144,1237,current-nlr-pbe-gw-v1:composition:a5150c6e4c121b6f132e846222b5586358148b83947423bd3babff51e7cb3df1,current-nlr-pbe-gw-v1:composition:31eae8807fab111a698c79ccab32bc900517b04aa6ee8099ce847d2616939874,1,0
144,1319,current-nlr-pbe-gw-v1:composition:a5150c6e4c121b6f132e846222b5586358148b83947423bd3babff51e7cb3df1,current-nlr-pbe-gw-v1:composition:3241951be4a94eb03b491cb3c97b7dab2053000fd231f129cec351014d7f9086,1,0
144,1990,current-nlr-pbe-gw-v1:composition:a5150c6e4c121b6f132e846222b5586358148b83947423bd3babff51e7cb3df1,current-nlr-pbe-gw-v1:composition:7e0f35e7d60be7fe6b7cf004f9828e47373b90245dda0f6ea96a16d144a807cf,1,0
144,2096,current-nlr-pbe-gw-v1:composition:a5150c6e4c121b6f132e846222b5586358148b83947423bd3babff51e7cb3df1,current-nlr-pbe-gw-v1:composition:364d51fd99f5020b57b3ad6f331cef3ed3b3ec2c8855da16c55243eea2750d04,1,0
145,151,current-nlr-pbe-gw-v1:composition:1553a4f25a985862bf98c7569b100d971afe5f5af0db3fc6293d1ea3e7d397fb,current-nlr-pbe-gw-v1:composition:6f07902990b08b8858ff11137be90e9bc3e97a9b97558326f21a15a35d341668,1,0
145,169,current-nlr-pbe-gw-v1:composition:1553a4f25a985862bf98c7569b100d971afe5f5af0db3fc6293d1ea3e7d397fb,current-nlr-pbe-gw-v1:composition:437d91745324bc6924d6d217763eacf42f758e36af8e6571f294c4e37122d447,1,0
145,173,current-nlr-pbe-gw-v1:composition:1553a4f25a985862bf98c7569b100d971afe5f5af0db3fc6293d1ea3e7d397fb,current-nlr-pbe-gw-v1:composition:08028c005fdc59ec29aa7da73b23d9e6f94eee944ecc226ae24cd1d52e28baaa,1,0
145,175,current-nlr-pbe-gw-v1:composition:1553a4f25a985862bf98c7569b100d971afe5f5af0db3fc6293d1ea3e7d397fb,current-nlr-pbe-gw-v1:composition:e0c9b8ab9ba0a2646573d3ea1a846b45ad9646591fcd310134cd755a700b730b,1,0
145,177,current-nlr-pbe-gw-v1:composition:1553a4f25a985862bf98c7569b100d971afe5f5af0db3fc6293d1ea3e7d397fb,current-nlr-pbe-gw-v1:composition:9e43dbea00c748b36c05a31937743311a1ef54006acd9a442239ab52f4f82508,1,1
146,147,current-nlr-pbe-gw-v1:composition:b0669b32a85874077f9a5c07f2db8e4afd679a83e37d05235d106db002a3b6cd,current-nlr-pbe-gw-v1:composition:a7f48b71ede222024de4c807d7ce3071996f0aaf5ad86f1314e197ccb5816133,1,1
146,150,current-nlr-pbe-gw-v1:composition:b0669b32a85874077f9a5c07f2db8e4afd679a83e37d05235d106db002a3b6cd,current-nlr-pbe-gw-v1:composition:6e25b91b23172dfcca58ac6ace7979b11b2c5ccf34475742918da1d68172eacd,1,1
146,165,current-nlr-pbe-gw-v1:composition:b0669b32a85874077f9a5c07f2db8e4afd679a83e37d05235d106db002a3b6cd,current-nlr-pbe-gw-v1:composition:052ce3e8a18a55c076bc1521826b2edb2feb9a7e8553fe900b9d444a51435a9a,1,0
146,172,current-nlr-pbe-gw-v1:composition:b0669b32a85874077f9a5c07f2db8e4afd679a83e37d05235d106db002a3b6cd,current-nlr-pbe-gw-v1:composition:83222e14eb90282adfd6d6db74a7bab2901d8b0a5f4db4da1e899d43d2bd4d4b,1,0
146,1662,current-nlr-pbe-gw-v1:composition:b0669b32a85874077f9a5c07f2db8e4afd679a83e37d05235d106db002a3b6cd,current-nlr-pbe-gw-v1:composition:9d1bcf2e718ec92c6fe1e84da8c4612d2b97851b7a3dbd18802f49feed4d370a,1,0
147,150,current-nlr-pbe-gw-v1:composition:a7f48b71ede222024de4c807d7ce3071996f0aaf5ad86f1314e197ccb5816133,current-nlr-pbe-gw-v1:composition:6e25b91b23172dfcca58ac6ace7979b11b2c5ccf34475742918da1d68172eacd,1,0
147,165,current-nlr-pbe-gw-v1:composition:a7f48b71ede222024de4c807d7ce3071996f0aaf5ad86f1314e197ccb5816133,current-nlr-pbe-gw-v1:composition:052ce3e8a18a55c076bc1521826b2edb2feb9a7e8553fe900b9d444a51435a9a,1,0
147,172,current-nlr-pbe-gw-v1:composition:a7f48b71ede222024de4c807d7ce3071996f0aaf5ad86f1314e197ccb5816133,current-nlr-pbe-gw-v1:composition:83222e14eb90282adfd6d6db74a7bab2901d8b0a5f4db4da1e899d43d2bd4d4b,1,0
147,1646,current-nlr-pbe-gw-v1:composition:a7f48b71ede222024de4c807d7ce3071996f0aaf5ad86f1314e197ccb5816133,current-nlr-pbe-gw-v1:composition:edb8aef10035d9469e93cb3ea9c0cb7bffce9b8477977d173e078b73ce05d817,1,0
147,1662,current-nlr-pbe-gw-v1:composition:a7f48b71ede222024de4c807d7ce3071996f0aaf5ad86f1314e197ccb5816133,current-nlr-pbe-gw-v1:composition:9d1bcf2e718ec92c6fe1e84da8c4612d2b97851b7a3dbd18802f49feed4d370a,1,0
148,157,current-nlr-pbe-gw-v1:composition:622826bb7225cac133db84cdb310697e81ea1bc273e3e1c108d95749c2d90eff,current-nlr-pbe-gw-v1:composition:53313d7158b67d86eaeb55f529c406d7bdc4bb2b6b3acc6fdf18662f128113ba,1,1
148,1196,current-nlr-pbe-gw-v1:composition:622826bb7225cac133db84cdb310697e81ea1bc273e3e1c108d95749c2d90eff,current-nlr-pbe-gw-v1:composition:0b3571227aa6863ae94ae5f7010f71f8046183f5ee3476022015e598da095439,1,0
148,1231,current-nlr-pbe-gw-v1:composition:622826bb7225cac133db84cdb310697e81ea1bc273e3e1c108d95749c2d90eff,current-nlr-pbe-gw-v1:composition:cb2ad95de43703024efb72270a19d9c8dd8815139aeaf454602f30a9e4687651,1,0
148,2007,current-nlr-pbe-gw-v1:composition:622826bb7225cac133db84cdb310697e81ea1bc273e3e1c108d95749c2d90eff,current-nlr-pbe-gw-v1:composition:f77905b0a9355de55f9d3e3f41f392566c09cd1e626268a3cc6c2cf6e0ec04e6,1,0
148,2043,current-nlr-pbe-gw-v1:composition:622826bb7225cac133db84cdb310697e81ea1bc273e3e1c108d95749c2d90eff,current-nlr-pbe-gw-v1:composition:8c7c7794f5886d2d26756b4083c3ead8e59af8aaa22e36e50d8671386ac414fe,1,0
149,156,current-nlr-pbe-gw-v1:composition:8c9dec7dd416969f39f411dfe31a3263622033bc76807c06ecfe3bd548bbdc3a,current-nlr-pbe-gw-v1:composition:1091ce0d05bab471e404e46d139e76b5a4041e5f7cde7c88e4b7d8a6acad657c,1,1
149,158,current-nlr-pbe-gw-v1:composition:8c9dec7dd416969f39f411dfe31a3263622033bc76807c06ecfe3bd548bbdc3a,current-nlr-pbe-gw-v1:composition:5c70682537ae5a2735cfd589d69699da58777b10505b6a614f59cf72bdd8c678,1,1
149,159,current-nlr-pbe-gw-v1:composition:8c9dec7dd416969f39f411dfe31a3263622033bc76807c06ecfe3bd548bbdc3a,current-nlr-pbe-gw-v1:composition:475c2f202d3bc7b51c69925c2e332da52927f2489b7fd66701585e30f4aa3caa,1,0
149,165,current-nlr-pbe-gw-v1:composition:8c9dec7dd416969f39f411dfe31a3263622033bc76807c06ecfe3bd548bbdc3a,current-nlr-pbe-gw-v1:composition:052ce3e8a18a55c076bc1521826b2edb2feb9a7e8553fe900b9d444a51435a9a,1,0
149,203,current-nlr-pbe-gw-v1:composition:8c9dec7dd416969f39f411dfe31a3263622033bc76807c06ecfe3bd548bbdc3a,current-nlr-pbe-gw-v1:composition:131114703113be5d5aba5a77d23d6726379a9d8867dfd1463ca47f2fefc8388d,1,0
149,1318,current-nlr-pbe-gw-v1:composition:8c9dec7dd416969f39f411dfe31a3263622033bc76807c06ecfe3bd548bbdc3a,current-nlr-pbe-gw-v1:composition:f2301a982d53dcd68cf8f441da27b54c824a4a7832ba2a68b664e67b3ea09c9e,1,0
149,1753,current-nlr-pbe-gw-v1:composition:8c9dec7dd416969f39f411dfe31a3263622033bc76807c06ecfe3bd548bbdc3a,current-nlr-pbe-gw-v1:composition:5b85592e6f6dc305a7629d8dd2803d5d65a4742a16d6ac26f097161b9aac2a66,1,0
149,1971,current-nlr-pbe-gw-v1:composition:8c9dec7dd416969f39f411dfe31a3263622033bc76807c06ecfe3bd548bbdc3a,current-nlr-pbe-gw-v1:composition:c6b7c80f6a092448302c44b2537d521ef887cdfbf3e1273379b1d5b8c6059c38,1,0
150,165,current-nlr-pbe-gw-v1:composition:6e25b91b23172dfcca58ac6ace7979b11b2c5ccf34475742918da1d68172eacd,current-nlr-pbe-gw-v1:composition:052ce3e8a18a55c076bc1521826b2edb2feb9a7e8553fe900b9d444a51435a9a,1,0
150,172,current-nlr-pbe-gw-v1:composition:6e25b91b23172dfcca58ac6ace7979b11b2c5ccf34475742918da1d68172eacd,current-nlr-pbe-gw-v1:composition:83222e14eb90282adfd6d6db74a7bab2901d8b0a5f4db4da1e899d43d2bd4d4b,1,0
150,1662,current-nlr-pbe-gw-v1:composition:6e25b91b23172dfcca58ac6ace7979b11b2c5ccf34475742918da1d68172eacd,current-nlr-pbe-gw-v1:composition:9d1bcf2e718ec92c6fe1e84da8c4612d2b97851b7a3dbd18802f49feed4d370a,1,0
151,161,current-nlr-pbe-gw-v1:composition:6f07902990b08b8858ff11137be90e9bc3e97a9b97558326f21a15a35d341668,current-nlr-pbe-gw-v1:composition:1309a50a738efe50ac1fffed3fba6f9aa34b6c862dcae18e8f9a58620da77f4f,1,0
151,169,current-nlr-pbe-gw-v1:composition:6f07902990b08b8858ff11137be90e9bc3e97a9b97558326f21a15a35d341668,current-nlr-pbe-gw-v1:composition:437d91745324bc6924d6d217763eacf42f758e36af8e6571f294c4e37122d447,1,1
151,177,current-nlr-pbe-gw-v1:composition:6f07902990b08b8858ff11137be90e9bc3e97a9b97558326f21a15a35d341668,current-nlr-pbe-gw-v1:composition:9e43dbea00c748b36c05a31937743311a1ef54006acd9a442239ab52f4f82508,1,0
151,335,current-nlr-pbe-gw-v1:composition:6f07902990b08b8858ff11137be90e9bc3e97a9b97558326f21a15a35d341668,current-nlr-pbe-gw-v1:composition:e0141e105547c6f9298be049516a4f998c1c0889f0d24423a3367815a9045190,1,0
151,2068,current-nlr-pbe-gw-v1:composition:6f07902990b08b8858ff11137be90e9bc3e97a9b97558326f21a15a35d341668,current-nlr-pbe-gw-v1:composition:0efc1fbe52c7d869742a31076ba34ebb8616b7f66ba1752120c3079177f7f6dd,1,0
152,1140,current-nlr-pbe-gw-v1:composition:67dc0848c6cd7678ffeb7d18e1f5d8d347d1898adbd983c900f5748044668e5c,current-nlr-pbe-gw-v1:composition:45d075f2b5c6949ea71ba9828f211c4daebfb83e4cbdf7adabd7fc2208ebf893,1,0
152,1143,current-nlr-pbe-gw-v1:composition:67dc0848c6cd7678ffeb7d18e1f5d8d347d1898adbd983c900f5748044668e5c,current-nlr-pbe-gw-v1:composition:ea199d711be6c6296cac740518e163c83b6465a7daae6c3a2355b4b7e09238ee,1,0
152,1152,current-nlr-pbe-gw-v1:composition:67dc0848c6cd7678ffeb7d18e1f5d8d347d1898adbd983c900f5748044668e5c,current-nlr-pbe-gw-v1:composition:66ac84d131c5cc407b7f9839d815ad56b1a5e38f0b64ceac80bbaae8d4ffa0df,1,0
152,1190,current-nlr-pbe-gw-v1:composition:67dc0848c6cd7678ffeb7d18e1f5d8d347d1898adbd983c900f5748044668e5c,current-nlr-pbe-gw-v1:composition:bb917885bb84284f85c032565b0bd0d9dbf43df8fd6955ad71659f400bd2699c,1,0
152,1237,current-nlr-pbe-gw-v1:composition:67dc0848c6cd7678ffeb7d18e1f5d8d347d1898adbd983c900f5748044668e5c,current-nlr-pbe-gw-v1:composition:31eae8807fab111a698c79ccab32bc900517b04aa6ee8099ce847d2616939874,1,0
152,1318,current-nlr-pbe-gw-v1:composition:67dc0848c6cd7678ffeb7d18e1f5d8d347d1898adbd983c900f5748044668e5c,current-nlr-pbe-gw-v1:composition:f2301a982d53dcd68cf8f441da27b54c824a4a7832ba2a68b664e67b3ea09c9e,1,0
152,1319,current-nlr-pbe-gw-v1:composition:67dc0848c6cd7678ffeb7d18e1f5d8d347d1898adbd983c900f5748044668e5c,current-nlr-pbe-gw-v1:composition:3241951be4a94eb03b491cb3c97b7dab2053000fd231f129cec351014d7f9086,1,1
152,1990,current-nlr-pbe-gw-v1:composition:67dc0848c6cd7678ffeb7d18e1f5d8d347d1898adbd983c900f5748044668e5c,current-nlr-pbe-gw-v1:composition:7e0f35e7d60be7fe6b7cf004f9828e47373b90245dda0f6ea96a16d144a807cf,1,0
152,2096,current-nlr-pbe-gw-v1:composition:67dc0848c6cd7678ffeb7d18e1f5d8d347d1898adbd983c900f5748044668e5c,current-nlr-pbe-gw-v1:composition:364d51fd99f5020b57b3ad6f331cef3ed3b3ec2c8855da16c55243eea2750d04,1,0
153,155,current-nlr-pbe-gw-v1:composition:a396f773ae855dddbb3a1fe31469ed07c3f81a081af5781e2a79c4b7ea8562b2,current-nlr-pbe-gw-v1:composition:9a1e59049bdfbebc9c6abb8248c4443cec26fafc29d29ed690147ca6cef8b011,1,1
153,172,current-nlr-pbe-gw-v1:composition:a396f773ae855dddbb3a1fe31469ed07c3f81a081af5781e2a79c4b7ea8562b2,current-nlr-pbe-gw-v1:composition:83222e14eb90282adfd6d6db74a7bab2901d8b0a5f4db4da1e899d43d2bd4d4b,1,0
153,1524,current-nlr-pbe-gw-v1:composition:a396f773ae855dddbb3a1fe31469ed07c3f81a081af5781e2a79c4b7ea8562b2,current-nlr-pbe-gw-v1:composition:6e0db65c32c8187db6bee5ea8b5bb93557702d0ab01b5272e195ba52f821cfe0,1,0
153,1532,current-nlr-pbe-gw-v1:composition:a396f773ae855dddbb3a1fe31469ed07c3f81a081af5781e2a79c4b7ea8562b2,current-nlr-pbe-gw-v1:composition:42df435ca5be96f4095355c96941e051e19043d32c09a7e9b80de4cd207f1399,1,0
153,1544,current-nlr-pbe-gw-v1:composition:a396f773ae855dddbb3a1fe31469ed07c3f81a081af5781e2a79c4b7ea8562b2,current-nlr-pbe-gw-v1:composition:a8fab85b8ea567d6475dfb994e9fc07bf85e55074fbdd65d87ce1f8df21460bb,1,0
153,1925,current-nlr-pbe-gw-v1:composition:a396f773ae855dddbb3a1fe31469ed07c3f81a081af5781e2a79c4b7ea8562b2,current-nlr-pbe-gw-v1:composition:67f9c549d206d3e7eb65c0902ea0856755365f2ab0420a24fc0cbb654a291fa1,1,0
