autodiff_envelope_max_abs,beta,conditional_ess_from_beta0,count,entropy_effective_fraction,ess_fraction,finite_difference_max_abs,largest_shift_coordinates,largest_standardized_mean_shifts,mass_count_50,mass_count_90,mass_count_99,maximum_weight,point,seed,torch_gradient_max_abs,torch_value_abs
3.836930773104541e-13,1.0,0.9830572209237377,40,0.9914876747526027,0.9830572209237377,6.133127961049922e-07,"[4, 3, 7, 8, 9]","[0.06346053081456153, 0.06271583148265608, 0.04827366378552588, 0.040623550689260754, 0.03707526934126031]",115,225,253,0.005644702636239927,map,2,9.734435479913373e-12,5.146993942162226e-13
3.765876499528531e-13,0.0,0.9999999999999998,40,1.0000000000000007,0.9999999999999998,4.56729232212183e-07,"[2, 5, 1, 8, 3]","[6.2228188275886074e-15, 3.0669281862972473e-15, 2.4304087065071186e-15, 2.24772083243559e-15, 2.037859102769169e-15]",128,231,254,0.003906250000000001,teacher,2,7.460698725481052e-12,4.4497738826976274e-13
2.000177801164682e-12,0.25,0.9985241657116618,40,0.9992644885955435,0.9985241657116618,4.454690518684856e-07,"[4, 3, 9, 8, 7]","[0.022278674569823124, 0.01798981688297487, 0.01689839426449445, 0.016728715913058332, 0.016657786069364737]",125,229,254,0.004448537037468594,teacher,2,8.881784197001252e-12,4.405364961712621e-13
9.166001291305292e-13,0.5,0.9940434077060748,40,0.9970396916061415,0.9940434077060748,4.3407004568507546e-07,"[4, 3, 9, 8, 7]","[0.04485210926795667, 0.03612840829397829, 0.03413929616627621, 0.03378442280096063, 0.033741596715938335]",121,227,253,0.005058630599162812,teacher,2,7.752021247142693e-12,4.369837824924616e-13
1.4175327578413999e-12,0.75,0.9864908191011775,40,0.9933016416151715,0.9864908191011775,4.225557752590703e-07,"[4, 3, 9, 7, 8]","[0.06772221802370067, 0.05441600032050776, 0.05172951061141944, 0.051262748784270576, 0.05118414403208464]",117,226,253,0.005743811094590211,teacher,2,7.645439836778678e-12,4.3431924723336124e-13
2.0463630789890885e-12,1.0,0.9758183615556474,40,0.9880311735262317,0.9758183615556474,4.104737953980475e-07,"[4, 3, 9, 7, 8]","[0.09089174224717818, 0.07285348542021176, 0.06967610873619602, 0.06923244797111083, 0.06894653187121823]",113,224,253,0.006511952862622626,teacher,2,6.558309451065725e-12,4.32542890393961e-13
1.4637180356658064e-12,0.0,0.9999999999999998,40,1.0000000000000007,0.9999999999999998,3.702499320468178e-07,"[2, 5, 1, 8, 3]","[6.2228188275886074e-15, 3.0669281862972473e-15, 2.4304087065071186e-15, 2.24772083243559e-15, 2.037859102769169e-15]",128,231,254,0.003906250000000001,midpoint,2,3.652189661806915e-12,3.352873534367973e-13
5.258016244624741e-13,0.25,0.9988013531341201,40,0.9994013783314691,0.9988013531341201,3.6516859935886714e-07,"[4, 3, 7, 8, 9]","[0.01864888866789121, 0.016233279196513684, 0.013813860612058944, 0.013007970336864405, 0.01242879982855211]",125,229,254,0.004328564647525597,midpoint,2,5.101696842757519e-12,3.339550858072471e-13
1.2789769243681803e-12,0.5,0.9951921139121589,40,0.997600576565168,0.9951921139121589,3.5981240031901507e-07,"[4, 3, 7, 8, 9]","[0.03749928894600362, 0.03260303954788695, 0.02794192494810039, 0.026237332413995524, 0.025098316006484187]",121,228,253,0.004790787454586485,midpoint,2,3.126388037344441e-12,3.3217872896784684e-13
3.268496584496461e-13,0.75,0.989162795393808,40,0.99459286193406,0.989162795393808,3.543611590828277e-07,"[4, 3, 7, 8, 9]","[0.056549415727805336, 0.04910801091687085, 0.04239241862422279, 0.039696329421892024, 0.03801393198115479]",118,226,253,0.005295983964399281,midpoint,2,5.5422333389287814e-12,3.312905505481467e-13
5.151434834260726e-13,1.0,0.9807184107004554,40,0.9903771420953177,0.9807184107004554,3.487676991653643e-07,"[4, 3, 7, 8, 9]","[0.07579788277724496, 0.06574737664557372, 0.05717323690192564, 0.05339391059096881, 0.05118110026365095]",114,224,253,0.005847371659021063,midpoint,2,4.362732397567015e-12,3.299582829185965e-13
