common_vs_independent_l1,m1_l1_error,m1_max_abs_error,m1_mode,m2_l1_error,m2_max_abs_error,m2_mode,teacher_mode,teacher_squared_mode
0.03819485079998834,3.538777802426444e-16,2.7755575615628914e-17,1805,0.0,0.0,1805,1805,1805
