B2-C_charged_fit_seconds,B2-C_fit_seconds,B2-G_charged_fit_seconds,B2-G_fit_seconds,B3_charged_fit_seconds,B3_fit_seconds,B4_charged_fit_seconds,B4_fit_seconds,E0_charged_fit_seconds,E0_fit_seconds,E1_charged_fit_seconds,E1_fit_seconds,analytic_loo_seconds,crossfit_forward_evaluations,crossfit_optimizer_iterations,crossfit_pit_mean,crossfit_pit_std,crossfit_seconds,final_reference_seconds,loo_pit_mean,loo_pit_std,map_device,map_forward_evaluations,map_optimizer_callbacks,map_optimizer_iterations,map_retries,n,nuts_seconds,peak_torch_cuda_bytes,pit_clamps,prediction_device,regime,seed
11.015014936999933,0.021168965000015305,11.003336991999959,0.009491020000041317,11.026573670999824,0.03272769899990635,11.084342592999974,0.09049662100005662,11.02119754499995,0.02735157300003266,11.027829022999867,0.03398305099995014,0.0027993270000479242,0,236,0.012762299057946666,1.819986921722121,8.890003608999905,2.1038423630000125,0.034167837195932214,0.899919909555981,cpu,0,248,62,0,32,14.979640729000039,1294107136,0,cuda,W,1
19.166603855999938,0.01303438000013557,19.164690618999657,0.011121142999854783,19.182046841999863,0.02847736600006101,19.237712784999758,0.08414330899995548,19.2299455509999,0.07637607500009835,19.208866713999896,0.055297238000093785,0.004881281000052695,0,285,-0.14708880989024414,1.7171426651551838,15.089184848999821,4.064384626999981,0.011244837986166137,0.7595418978716789,cpu,0,305,77,0,64,14.214834458000041,1276569600,0,cuda,W,1
16.68943242399996,0.02017830799991316,16.67879952500016,0.009545409000111249,16.697490270000117,0.02823615400006929,16.725887329000216,0.056633213000168325,16.69022549700003,0.020971380999981193,16.69919796599993,0.029943849999881422,0.016770310999845606,0,290,0.9097769906393149,2.4782208233591985,12.611291245000075,4.057962870999972,0.012181112144089415,0.5495567160513442,cpu,0,300,75,0,16,13.334484008000118,1277664768,1,cuda,G,2
20.433203682000112,0.020904593000068417,20.423846707000166,0.011547618000122384,20.446012813999914,0.033713724999870465,20.475600396000118,0.0633013070000743,20.438592368999934,0.02629327999989073,20.445771809000007,0.033472719999963374,0.028581375999920056,0,323,0.7471511236264868,3.0813796850117767,15.098956584000007,5.313342505000037,0.05825828479072527,0.7446856030710546,cpu,0,322,81,0,32,14.65540805600017,1280397824,2,cuda,G,2
24.21585071200002,0.016404380000039964,24.20848979099992,0.009043458999940412,24.231961545000104,0.03251521300012428,24.26297135899995,0.06352502699996876,24.327438442999892,0.12799211099991226,24.232156038999847,0.032709706999867194,0.004805176999980176,0,314,-0.0030394877719298746,1.1788108728013635,20.320261241000026,3.879185090999954,-0.006805793347058893,0.9749088619244686,cpu,0,221,56,0,64,13.961552626999946,1285042688,0,cuda,G,2
11.317553107000094,0.018305652999970334,11.307393729000296,0.008146275000171954,11.32939403100022,0.03014657700009593,11.35484835300008,0.05560089899995546,11.320002733000138,0.020755279000013616,11.329103830000122,0.02985637599999791,0.004958465000072465,0,251,0.9195629867946935,2.7195152162034044,9.049650365000161,2.2495970889999626,0.032462673220995025,0.7677292258695841,cpu,0,301,76,0,16,13.849807842000018,1286137856,1,cuda,W,2
20.126614132999748,0.021508810999876005,20.117316886999788,0.012211564999915936,20.13666222300003,0.03155690100015818,20.172868295999933,0.06776297400006115,20.13123087100007,0.02612554900019859,20.14126013999976,0.03615481799988629,0.02867639800001598,0,280,0.0763530140760331,2.400831580786644,14.16898475899984,5.936120563000031,0.07894041949675475,0.8767264091549415,cpu,0,318,80,0,32,14.597029320000047,1288367104,1,cuda,W,2
19.898445145000096,0.015816462999964642,19.89254448199995,0.009915799999816954,19.91638122800032,0.03375254600018707,19.9381139420002,0.05548526000006859,19.965986906000126,0.08335822399999415,19.938237697999966,0.05560901599983481,0.02472278400000505,0,281,-0.0584749852229932,1.3269493229493576,15.250306106000153,4.632322575999979,-0.0453116764393708,0.903885511435861,cpu,0,258,65,0,64,15.296344927000064,1293667328,0,cuda,W,2
10.188533362999806,0.01684453199982272,10.182820043999982,0.011131212999998752,10.20006109000019,0.028372259000207123,10.227170558999887,0.05548172799990425,10.195219998000084,0.02353116700010105,10.199123966000116,0.027435135000132505,0.007137730000067677,0,213,-0.7703754802884206,2.3320564958100083,7.668944152999984,2.502744677999999,0.06780572464119687,0.6662437008385875,cpu,0,235,59,0,16,13.078138392000028,1294762496,0,cuda,G,3
14.827457345000084,0.01609744799998225,14.822209044000147,0.010849147000044468,14.842608428000176,0.031248531000073854,14.874069144000032,0.06270924699992975,14.834843179000018,0.023483281999915562,14.849847969000166,0.03848807200006377,0.0019045479998567316,0,280,-0.15843979720042906,2.080164593756897,11.15501223199999,3.656347665000112,0.015779775517882788,0.5956830110494681,cpu,0,331,83,0,32,15.83825376599998,1296336384,0,cuda,G,3
