phase,source_role,source_seed,schedule_id,grid_size,checkpoint,action_index,autocorrelation_ess,challenger_index,mcse,mean,observable,observable_type,required_for_strict_gate,split_rhat,standard_deviation,pooled_top_ten_member,absolute_estimate_over_mcse
CALIBRATION,calibration,2026082401,S1,24,late,371,12912.419813897697,227.0,0.0012368041477441609,0.03555703162519351,gap_371_vs_227,LEADER_CHALLENGER_GAP,False,1.00102125956995,0.14054155415828457,True,28.74912061869044
CALIBRATION,calibration,2026082401,S1,24,late,229,12351.145034968471,,0.0008108266537443717,0.02486796662442821,utility_action_229,TOP_ACTION_UTILITY,True,1.0004961006535489,0.09011179219473713,True,30.669892892135117
CALIBRATION,calibration,2026082401,S1,24,late,371,12945.734123587461,229.0,0.0014515955633612198,0.0302701471078055,gap_371_vs_229,LEADER_CHALLENGER_GAP,True,1.0010909775212873,0.16516155907363242,True,20.853017101894363
CALIBRATION,calibration,2026082401,S1,24,late,250,13756.94385581114,,0.0005340942273941403,0.012530252007241277,utility_action_250,TOP_ACTION_UTILITY,False,1.0004033562036794,0.06264391137508693,True,23.46075161376805
CALIBRATION,calibration,2026082401,S1,24,late,371,13466.113943777364,250.0,0.001309387628175518,0.04260786172499244,gap_371_vs_250,LEADER_CHALLENGER_GAP,False,1.000701389096649,0.15194603635678086,True,32.540296554017104
CALIBRATION,calibration,2026082401,S1,24,late,251,13560.583467645904,,0.0011297274683266937,0.050957641749436865,utility_action_251,TOP_ACTION_UTILITY,True,1.0002876686616955,0.13155667136641697,True,45.10613681449496
CALIBRATION,calibration,2026082401,S1,24,late,371,13350.776960628373,251.0,0.0016467848848379537,0.004180471982796848,gap_371_vs_251,LEADER_CHALLENGER_GAP,True,1.0007317439667969,0.19027868545874665,True,2.538565917920854
CALIBRATION,calibration,2026082401,S1,24,late,322,13434.582948072075,,0.000532388260115748,0.012359669813330398,utility_action_322,TOP_ACTION_UTILITY,False,1.0007240393469308,0.061707871243860596,False,23.215519084968644
CALIBRATION,calibration,2026082401,S1,24,late,371,13080.743940188699,322.0,0.0013275631818234755,0.042778443918903314,gap_371_vs_322,LEADER_CHALLENGER_GAP,False,1.0008039983410573,0.15183483487235594,True,32.22328285735143
CALIBRATION,calibration,2026082401,S1,24,late,324,12584.245388425881,,0.0011947995977393984,0.052078294281366476,utility_action_324,TOP_ACTION_UTILITY,True,1.0004515272805203,0.13403204899716592,True,43.587472225384396
CALIBRATION,calibration,2026082401,S1,24,late,371,12318.807803805686,324.0,0.0017289781123479141,0.0030598194508672425,gap_371_vs_324,LEADER_CHALLENGER_GAP,True,1.0007590739969878,0.19189949647130744,True,1.7697271174312759
CALIBRATION,calibration,2026082401,S1,24,late,346,15415.579136080107,,0.0006809735755206969,0.022138624337746493,utility_action_346,TOP_ACTION_UTILITY,False,1.0001149221563825,0.08454933233105885,True,32.51025463186072
CALIBRATION,calibration,2026082401,S1,24,late,371,13547.751800128768,346.0,0.0013934881067851866,0.032999489394487214,gap_371_vs_346,LEADER_CHALLENGER_GAP,False,1.0009049484201944,0.16219478345760505,True,23.681213520090886
CALIBRATION,calibration,2026082401,S1,24,late,349,14741.042411325938,,0.0006983445437238606,0.021984979285838036,utility_action_349,TOP_ACTION_UTILITY,True,1.000841687806574,0.08478789281644018,True,31.481565200760468
CALIBRATION,calibration,2026082401,S1,24,late,371,13544.808164186667,349.0,0.0013850892800187282,0.03315313444639567,gap_371_vs_349,LEADER_CHALLENGER_GAP,True,1.0011078684168528,0.16119968813966165,True,23.935738240604532
