phase,source_role,source_seed,schedule_id,grid_size,checkpoint,action_index,autocorrelation_ess,challenger_index,mcse,mean,observable,observable_type,required_for_strict_gate,split_rhat,standard_deviation,pooled_top_ten_member,absolute_estimate_over_mcse
CALIBRATION,calibration,2026082401,S1,40,late,701,6011.168096798209,,0.001165192046650317,0.024942466924746783,utility_action_701,TOP_ACTION_UTILITY,True,1.0008043654361412,0.09033934719393029,True,21.40631408912475
CALIBRATION,calibration,2026082401,S1,40,late,660,5058.200047522306,701.0,0.002428898835106391,0.036539120639596245,gap_660_vs_701,LEADER_CHALLENGER_GAP,True,1.0013929407210074,0.17274577222075468,True,15.043492183154576
CALIBRATION,calibration,2026082401,S1,40,late,738,5647.385761729113,,0.0008778635958112354,0.013979610418995536,utility_action_738,TOP_ACTION_UTILITY,False,1.0012877372581024,0.06597065056735163,False,15.924581547406522
CALIBRATION,calibration,2026082401,S1,40,late,660,5419.7715862506375,738.0,0.002148301201288901,0.0475019771453475,gap_660_vs_738,LEADER_CHALLENGER_GAP,False,1.000957994724435,0.1581559966116322,True,22.11141394737762
CALIBRATION,calibration,2026082401,S1,40,late,739,5333.276221926528,,0.0019439024177392717,0.05726883312932898,utility_action_739,TOP_ACTION_UTILITY,True,1.001572124632245,0.14196180040743767,True,29.460755131902015
CALIBRATION,calibration,2026082401,S1,40,late,660,4796.4374182174915,739.0,0.002940130130169055,0.00421275443501405,gap_660_vs_739,LEADER_CHALLENGER_GAP,True,1.00180743940788,0.20362258376038259,True,1.432846251186787
CALIBRATION,calibration,2026082401,S1,40,late,740,5136.95439825422,,0.00205731107768164,0.06086597933006631,utility_action_740,TOP_ACTION_UTILITY,True,1.0018896631713765,0.14745273071832396,True,29.585209543835965
CALIBRATION,calibration,2026082401,S1,40,late,660,4796.79535930998,740.0,0.0030177217935546913,0.0006156082342767209,gap_660_vs_740,LEADER_CHALLENGER_GAP,True,1.0016010749757207,0.2090040947619578,True,0.20399767652258366
CALIBRATION,calibration,2026082401,S1,40,late,741,6564.556621224643,,0.0007907259877876254,0.013120649553589128,utility_action_741,TOP_ACTION_UTILITY,False,1.0008568720904756,0.06406616261453836,False,16.593168501138344
CALIBRATION,calibration,2026082401,S1,40,late,660,4871.416785692443,741.0,0.0022873113579442686,0.048360938010753904,gap_660_vs_741,LEADER_CHALLENGER_GAP,False,1.001086198163483,0.15964412124616614,True,21.143137265850207
CALIBRATION,calibration,2026082401,S1,40,late,898,7193.113828850768,,0.000998511605802571,0.02276910538996063,utility_action_898,TOP_ACTION_UTILITY,False,1.0008412524302561,0.0846859928566204,True,22.80304531028417
CALIBRATION,calibration,2026082401,S1,40,late,660,5054.315302318681,898.0,0.00239299613986487,0.0387124821743824,gap_660_vs_898,LEADER_CHALLENGER_GAP,False,1.0014930279535863,0.1701269685624102,True,16.177411041109515
CALIBRATION,calibration,2026082401,S1,40,late,901,7172.452810823512,,0.0010258238436158013,0.023958897747387402,utility_action_901,TOP_ACTION_UTILITY,True,1.0008351652709815,0.08687736477549841,True,23.355762196887145
CALIBRATION,calibration,2026082401,S1,40,late,660,4997.909097059325,901.0,0.0024255566175403714,0.037522689816955626,gap_660_vs_901,LEADER_CHALLENGER_GAP,True,1.0014282463554203,0.1714768878395128,True,15.469723339216628
CALIBRATION,calibration,2026082401,S1,40,late,939,5339.136898365825,,0.0019753719793508223,0.05896479872312725,utility_action_939,TOP_ACTION_UTILITY,True,1.0020171666799587,0.1443392410096196,True,29.849972227765015
CALIBRATION,calibration,2026082401,S1,40,late,660,4747.422968268559,939.0,0.0029944633747717446,0.0025167888412157766,gap_660_vs_939,LEADER_CHALLENGER_GAP,True,1.0013889526767243,0.206323154377564,True,0.8404807560578765
CALIBRATION,calibration,2026082401,S1,40,late,941,5924.959279094868,,0.0008061622108753743,0.011784688048103875,utility_action_941,TOP_ACTION_UTILITY,False,1.0011308169828668,0.062053334187436755,False,14.618259066382468
CALIBRATION,calibration,2026082401,S1,40,late,660,4990.287563047748,941.0,0.002259525529991502,0.04969689951623915,gap_660_vs_941,LEADER_CHALLENGER_GAP,False,1.000904663612587,0.15961732890757346,True,21.99439610510887
CALIBRATION,calibration,2026082401,S2,24,early,203,32966.873679380056,,0.0015708007414769202,0.2465722388128754,utility_action_203,TOP_ACTION_UTILITY,False,1.0001781256466542,0.28520686810037904,True,156.9723213786109
CALIBRATION,calibration,2026082401,S2,24,early,347,36139.74559550893,203.0,0.002370612560246893,0.17686741804177633,gap_347_vs_203,LEADER_CHALLENGER_GAP,False,1.0000928245931704,0.45066426931028164,True,74.6083189668733
CALIBRATION,calibration,2026082401,S2,24,early,204,31273.428069422236,,0.001616220647300785,0.24884631547344488,utility_action_204,TOP_ACTION_UTILITY,False,1.0001404547440471,0.2858172230284632,True,153.96803393709746
CALIBRATION,calibration,2026082401,S2,24,early,347,35427.71969085528,204.0,0.0023974635455808867,0.17459334138120688,gap_347_vs_204,LEADER_CHALLENGER_GAP,False,1.000086009056107,0.45125664707074276,True,72.82419025850267
CALIBRATION,calibration,2026082401,S2,24,early,227,37017.50642922171,,0.0018082023886790523,0.4224920646076775,utility_action_227,TOP_ACTION_UTILITY,True,1.0001366135942948,0.34789694803280546,True,233.65308399814748
CALIBRATION,calibration,2026082401,S2,24,early,347,37076.43023936084,227.0,0.002564388920545181,0.0009475922469742226,gap_347_vs_227,LEADER_CHALLENGER_GAP,True,1.0000089040203497,0.49377926444805414,True,0.36951970872373274
CALIBRATION,calibration,2026082401,S2,24,early,228,35212.51058281208,,0.0018549252036341082,0.41855493049866843,utility_action_228,TOP_ACTION_UTILITY,True,1.0002945293804348,0.3480766555610768,True,225.64517948144186
CALIBRATION,calibration,2026082401,S2,24,early,347,36736.550575852016,228.0,0.0025755974542573303,0.004884726355983312,gap_347_vs_228,LEADER_CHALLENGER_GAP,True,1.0001658213904234,0.49365913146539275,True,1.8965410716294622
CALIBRATION,calibration,2026082401,S2,24,early,251,32603.292980067377,,0.0015519319531172747,0.23909462448322816,utility_action_251,TOP_ACTION_UTILITY,False,1.000188251991176,0.28022276134962515,False,154.06256956239145
CALIBRATION,calibration,2026082401,S2,24,early,347,35219.18340029261,251.0,0.0023855278426659597,0.18434503237142358,gap_347_vs_251,LEADER_CHALLENGER_GAP,False,1.000085177748138,0.44768663650477303,True,77.27641198494996
CALIBRATION,calibration,2026082401,S2,24,early,252,32734.536204794826,,0.0015709910456211435,0.24382817145689445,utility_action_252,TOP_ACTION_UTILITY,False,1.0000912270906763,0.2842345096870712,False,155.20659531225328
CALIBRATION,calibration,2026082401,S2,24,early,347,35142.60015421048,252.0,0.00239266202858777,0.1796114853977573,gap_347_vs_252,LEADER_CHALLENGER_GAP,False,1.000034737512419,0.44853702999102796,True,75.0676373226728
CALIBRATION,calibration,2026082401,S2,24,early,323,32187.33904688002,,0.0016176958322724894,0.2560197859296813,utility_action_323,TOP_ACTION_UTILITY,True,1.000253016468033,0.29022806341394514,True,158.26200502107528
CALIBRATION,calibration,2026082401,S2,24,early,347,34820.74826359803,323.0,0.002309921016073501,0.16741987092497046,gap_347_vs_323,LEADER_CHALLENGER_GAP,True,1.0000711865586571,0.43103861629288626,True,72.47861280103753
CALIBRATION,calibration,2026082401,S2,24,early,324,34486.926803259325,,0.001541313029009281,0.24908952607664617,utility_action_324,TOP_ACTION_UTILITY,True,1.0001953295132036,0.28623194206177843,True,161.60865534028147
CALIBRATION,calibration,2026082401,S2,24,early,347,36146.35900370406,324.0,0.002355616093873713,0.17435013077800557,gap_347_vs_324,LEADER_CHALLENGER_GAP,True,1.0001090524509657,0.4478543446208254,True,74.01466275911454
CALIBRATION,calibration,2026082401,S2,24,early,347,38047.606661646845,,0.0017907542087910627,0.4234396568546518,utility_action_347,TOP_ACTION_UTILITY,True,1.0000014573492586,0.3493008577893443,True,236.45883660411204
CALIBRATION,calibration,2026082401,S2,24,early,348,36705.140427390885,,0.0018117148223892661,0.4203725428726244,utility_action_348,TOP_ACTION_UTILITY,True,1.0000856482407372,0.3470989360594556,True,232.03019464081135
CALIBRATION,calibration,2026082401,S2,24,early,347,36963.55523689086,348.0,0.0024116845523770108,0.003067113982027359,gap_347_vs_348,LEADER_CHALLENGER_GAP,True,1.000017967403715,0.4636682620361231,True,1.2717724542392337
CALIBRATION,calibration,2026082401,S2,24,early,371,32801.607058298665,,0.0015921630921840926,0.2570582665863164,utility_action_371,TOP_ACTION_UTILITY,True,1.0001863239391704,0.28836006398820563,True,161.45222047176702
CALIBRATION,calibration,2026082401,S2,24,early,347,34623.809056720085,371.0,0.002303279809928657,0.16638139026833526,gap_347_vs_371,LEADER_CHALLENGER_GAP,True,1.0000782519516198,0.42858219295969635,True,72.23672501756913
CALIBRATION,calibration,2026082401,S2,24,early,372,30708.8050602691,,0.0016381799980613302,0.2448145990618014,utility_action_372,TOP_ACTION_UTILITY,False,1.000412339742761,0.28707348246085407,True,149.44304005147305
CALIBRATION,calibration,2026082401,S2,24,early,347,35267.812267404785,372.0,0.002387559834823747,0.17862505779285034,gap_347_vs_372,LEADER_CHALLENGER_GAP,False,1.0000823881714693,0.4483772039901733,True,74.81490314400295
CALIBRATION,calibration,2026082401,S2,24,middle,203,25689.396185695005,,0.000883764342151706,0.05717608552609789,utility_action_203,TOP_ACTION_UTILITY,True,1.0002835833278063,0.1416489707103357,True,64.69607654331351
CALIBRATION,calibration,2026082401,S2,24,middle,204,26222.120249615204,,0.0008451773629844075,0.05364993984335824,utility_action_204,TOP_ACTION_UTILITY,True,1.0001910672750398,0.13686164599602255,True,63.47772928266184
CALIBRATION,calibration,2026082401,S2,24,middle,203,25784.78348245571,204.0,0.0011872979121767577,0.00352614568273965,gap_203_vs_204,LEADER_CHALLENGER_GAP,True,1.000232783282874,0.19065203646341683,True,2.969891251872006
CALIBRATION,calibration,2026082401,S2,24,middle,226,30283.47520847641,,0.0004969198112714463,0.02369895472343203,utility_action_226,TOP_ACTION_UTILITY,False,1.0001604555300607,0.08647472058056857,True,47.691708372009934
CALIBRATION,calibration,2026082401,S2,24,middle,203,26768.820230769506,226.0,0.001005681240211559,0.03347713080266586,gap_203_vs_226,LEADER_CHALLENGER_GAP,False,1.000190431399538,0.16454131526810895,True,33.28801360123162
CALIBRATION,calibration,2026082401,S2,24,middle,229,26684.91903221534,,0.0005425571403732762,0.024120022425865435,utility_action_229,TOP_ACTION_UTILITY,False,1.0004048878805345,0.08862952629973854,True,44.456188355149095
CALIBRATION,calibration,2026082401,S2,24,middle,203,25885.417852422277,229.0,0.0010376539331435786,0.03305606310023246,gap_203_vs_229,LEADER_CHALLENGER_GAP,False,1.0003460066547467,0.16694757940096355,True,31.856539106529404
CALIBRATION,calibration,2026082401,S2,24,middle,251,28611.82096296949,,0.0008048388283889756,0.05327323903667818,utility_action_251,TOP_ACTION_UTILITY,True,1.0002755584997391,0.13613872207192967,True,66.19118904006383
CALIBRATION,calibration,2026082401,S2,24,middle,203,25887.316585728135,251.0,0.0012214172527367543,0.0039028464894197085,gap_203_vs_251,LEADER_CHALLENGER_GAP,True,1.000287113615693,0.19652036751206917,True,3.1953425258033987
CALIBRATION,calibration,2026082401,S2,24,middle,252,28340.79358118222,,0.0007959502264276266,0.052391052311194376,utility_action_252,TOP_ACTION_UTILITY,True,1.0001941378747363,0.1339960246606656,True,65.82202073907965
CALIBRATION,calibration,2026082401,S2,24,middle,203,27231.478476193628,252.0,0.0011800860063160125,0.004785033214903519,gap_203_vs_252,LEADER_CHALLENGER_GAP,True,1.0001422552614563,0.194737356812872,True,4.0548173516957595
CALIBRATION,calibration,2026082401,S2,24,middle,323,25896.724607718912,,0.0008554973080447569,0.054405756555597415,utility_action_323,TOP_ACTION_UTILITY,True,1.0004716320008273,0.1376705560445841,True,63.59547370165551
CALIBRATION,calibration,2026082401,S2,24,middle,203,25756.585279410363,323.0,0.0012332715773949114,0.002770328970500482,gap_203_vs_323,LEADER_CHALLENGER_GAP,True,1.00030162937556,0.19792600793357767,True,2.2463251576366967
CALIBRATION,calibration,2026082401,S2,24,middle,324,26449.19872416197,,0.000825591168616232,0.052401149817793785,utility_action_324,TOP_ACTION_UTILITY,True,1.0002869380668522,0.1342676223810281,True,63.471063899124566
CALIBRATION,calibration,2026082401,S2,24,middle,203,25331.43154605199,324.0,0.0012307877178986655,0.004774935708304106,gap_203_vs_324,LEADER_CHALLENGER_GAP,True,1.0003501581727667,0.19589034023746646,True,3.8795769886755083
CALIBRATION,calibration,2026082401,S2,24,middle,346,25177.470100890587,,0.0005490854217146528,0.022981923297023185,utility_action_346,TOP_ACTION_UTILITY,False,1.0003184045622835,0.08712563526955315,False,41.85491435058781
CALIBRATION,calibration,2026082401,S2,24,middle,203,25480.4897736207,346.0,0.001042323299119641,0.03419416222907471,gap_203_vs_346,LEADER_CHALLENGER_GAP,False,1.0003641704803925,0.16638199655774566,True,32.80571609399456
CALIBRATION,calibration,2026082401,S2,24,middle,349,23839.41143475658,,0.0005562691139150001,0.022865287393375316,utility_action_349,TOP_ACTION_UTILITY,False,1.0005451087539063,0.08588804384246253,False,41.10472219543222
CALIBRATION,calibration,2026082401,S2,24,middle,203,25011.99131909481,349.0,0.0010500239741534035,0.03431079813272258,gap_203_vs_349,LEADER_CHALLENGER_GAP,False,1.000407649442554,0.16606317981552451,True,32.67620452226925
CALIBRATION,calibration,2026082401,S2,24,middle,371,25169.361191706135,,0.0008593410006788548,0.054148184508347436,utility_action_371,TOP_ACTION_UTILITY,True,1.0002725297955641,0.13633320039448799,True,63.01128942477075
CALIBRATION,calibration,2026082401,S2,24,middle,203,25485.145146440238,371.0,0.0012330580382527263,0.0030279010177504603,gap_203_vs_371,LEADER_CHALLENGER_GAP,True,1.0004298192649488,0.19684621766436494,True,2.4556029998726343
CALIBRATION,calibration,2026082401,S2,24,middle,372,27401.52514376682,,0.0007910662822991131,0.050469389419518035,utility_action_372,TOP_ACTION_UTILITY,True,1.0002931553194856,0.13094841373361155,True,63.79919173502943
CALIBRATION,calibration,2026082401,S2,24,middle,203,26600.487386421297,372.0,0.0011758291304945182,0.006706696106579857,gap_203_vs_372,LEADER_CHALLENGER_GAP,True,1.0002626675260078,0.19177368453842367,True,5.703801626142076
CALIBRATION,calibration,2026082401,S2,24,late,205,27143.03161010597,,0.000377387055630278,0.01238470610182216,utility_action_205,TOP_ACTION_UTILITY,False,1.000074082190001,0.06217505469981281,False,32.816987008572234
CALIBRATION,calibration,2026082401,S2,24,late,371,26314.406667825348,205.0,0.0009389246941596853,0.04346906199660878,gap_371_vs_205,LEADER_CHALLENGER_GAP,False,1.0002715869260796,0.15230969638356784,True,46.29664366801273
CALIBRATION,calibration,2026082401,S2,24,late,226,26847.185086989764,,0.0005436749955813225,0.02411975479273237,utility_action_226,TOP_ACTION_UTILITY,True,1.0001724840952122,0.08908174957868345,True,44.364289306596504
CALIBRATION,calibration,2026082401,S2,24,late,371,25472.148784232333,226.0,0.0010356189815112213,0.03173401330569857,gap_371_vs_226,LEADER_CHALLENGER_GAP,True,1.0002965860480013,0.16528475306052184,True,30.642556647031405
CALIBRATION,calibration,2026082401,S2,24,late,227,28786.832731183553,,0.0001688801221004165,0.019266096589813424,utility_action_227,TOP_ACTION_UTILITY,False,1.0001195657817927,0.028653354732350048,True,114.08149372581434
CALIBRATION,calibration,2026082401,S2,24,late,371,25407.534672059795,227.0,0.000892702034900248,0.03658767150861752,gap_371_vs_227,LEADER_CHALLENGER_GAP,False,1.0003007035977243,0.1422943932654997,True,40.98531209543606
CALIBRATION,calibration,2026082401,S2,24,late,229,26161.768245561943,,0.0005453791488527367,0.0233454490447032,utility_action_229,TOP_ACTION_UTILITY,True,1.0001930808073745,0.0882128953543999,True,42.80590685179814
CALIBRATION,calibration,2026082401,S2,24,late,371,26159.930181526357,229.0,0.0010230492364937294,0.03250831905372774,gap_371_vs_229,LEADER_CHALLENGER_GAP,True,1.0003037167159043,0.16546830793812448,True,31.77590862111649
CALIBRATION,calibration,2026082401,S2,24,late,250,26543.75144424269,,0.0003808952809646496,0.012264862797016076,utility_action_250,TOP_ACTION_UTILITY,False,1.0002860467682408,0.062056423614414026,False,32.20009123230477
CALIBRATION,calibration,2026082401,S2,24,late,371,26069.78978746823,250.0,0.0009442110409137927,0.04358890530141486,gap_371_vs_250,LEADER_CHALLENGER_GAP,False,1.0002460858190865,0.15245365439022376,True,46.164367299952566
CALIBRATION,calibration,2026082401,S2,24,late,251,25248.984001325363,,0.0008327960541691066,0.0508252788090421,utility_action_251,TOP_ACTION_UTILITY,True,1.0003685444653982,0.13233070077579817,True,61.02968254304622
CALIBRATION,calibration,2026082401,S2,24,late,371,24895.048766655287,251.0,0.0012208300079765521,0.005028489289388833,gap_371_vs_251,LEADER_CHALLENGER_GAP,True,1.0002090576850602,0.19262457182848644,True,4.118910295892245
CALIBRATION,calibration,2026082401,S2,24,late,253,27247.239912968074,,0.0003679651918877477,0.011783827407047195,utility_action_253,TOP_ACTION_UTILITY,False,1.0002496861685433,0.06073905012590645,False,32.02429921861195
CALIBRATION,calibration,2026082401,S2,24,late,371,25275.118988470284,253.0,0.0009566961061537182,0.044069940691383744,gap_371_vs_253,LEADER_CHALLENGER_GAP,False,1.000257315434946,0.15209698695367163,True,46.06472254660014
CALIBRATION,calibration,2026082401,S2,24,late,322,25536.37531983054,,0.0003873107349907556,0.01246038806719077,utility_action_322,TOP_ACTION_UTILITY,False,1.0006146368718507,0.0618926618111713,True,32.1715535911706
CALIBRATION,calibration,2026082401,S2,24,late,371,25330.944569666088,322.0,0.0009580091856752628,0.04339338003124017,gap_371_vs_322,LEADER_CHALLENGER_GAP,False,1.0002704678718548,0.15247384966793617,True,45.295369480882265
CALIBRATION,calibration,2026082401,S2,24,late,324,27257.82095994314,,0.0008090617589246572,0.05239057561175564,utility_action_324,TOP_ACTION_UTILITY,True,1.0001114758662368,0.1335756332084364,True,64.75472982605082
CALIBRATION,calibration,2026082401,S2,24,late,371,26540.2408921548,324.0,0.001182172278734793,0.0034631924866753007,gap_371_vs_324,LEADER_CHALLENGER_GAP,True,1.0001648914977157,0.19258976417849588,True,2.9295158996468302
CALIBRATION,calibration,2026082401,S2,24,late,325,27905.549315870747,,0.0003769070172013152,0.012383791806240918,utility_action_325,TOP_ACTION_UTILITY,False,1.0001644007427297,0.06296214441218825,False,32.85635777809473
CALIBRATION,calibration,2026082401,S2,24,late,371,25433.432503939774,325.0,0.0009575450720794549,0.043469976292190016,gap_371_vs_325,LEADER_CHALLENGER_GAP,False,1.0001796322262984,0.1527079734883235,True,45.397316073893364
CALIBRATION,calibration,2026082401,S2,24,late,346,25625.39516981352,,0.0005525602651137363,0.023624437838731437,utility_action_346,TOP_ACTION_UTILITY,True,1.0002305608630164,0.08845348267903595,True,42.75449997091032
CALIBRATION,calibration,2026082401,S2,24,late,371,25486.512191924918,346.0,0.001031317148550356,0.0322293302596995,gap_371_vs_346,LEADER_CHALLENGER_GAP,True,1.000202608825874,0.16464458149903033,True,31.2506490413757
CALIBRATION,calibration,2026082401,S2,24,late,349,25761.448964282717,,0.0005288285108023963,0.02261856882125024,utility_action_349,TOP_ACTION_UTILITY,True,1.0002330137908129,0.08487895118353124,True,42.77108431035777
CALIBRATION,calibration,2026082401,S2,24,late,371,25616.091134993036,349.0,0.0010209738542819376,0.0332351992771807,gap_371_vs_349,LEADER_CHALLENGER_GAP,True,1.0002113971389042,0.1634071480830168,True,32.55244895625206
CALIBRATION,calibration,2026082401,S2,24,late,371,25231.709309322967,,0.0008768020888002316,0.055853768098430935,utility_action_371,TOP_ACTION_UTILITY,True,1.0002845781451388,0.13927555958192325,True,63.701682297379335
CALIBRATION,calibration,2026082401,S2,24,late,372,25599.10036760113,,0.0008276494212596532,0.05057795842827041,utility_action_372,TOP_ACTION_UTILITY,True,1.0002604957598777,0.1324215805678699,True,61.11036524533847
CALIBRATION,calibration,2026082401,S2,24,late,371,24487.22605053672,372.0,0.0011959649455581837,0.005275809670160525,gap_371_vs_372,LEADER_CHALLENGER_GAP,True,1.000278651201784,0.18714931661372722,True,4.411341394039092
CALIBRATION,calibration,2026082401,S2,24,late,373,28414.363647111633,,0.0003605016257964639,0.012024929410191693,utility_action_373,TOP_ACTION_UTILITY,False,1.000191641616025,0.06076817514571599,False,33.35610313441656
CALIBRATION,calibration,2026082401,S2,24,late,371,25489.259674862325,373.0,0.0009505581263230457,0.04382883868823924,gap_371_vs_373,LEADER_CHALLENGER_GAP,False,1.0002308972954146,0.1517599902064965,True,46.10853084574449
CALIBRATION,calibration,2026082401,S2,40,early,659,11390.006693881953,,0.0026754518078848408,0.2519371995796418,utility_action_659,TOP_ACTION_UTILITY,False,1.0005959783965228,0.2855348500293968,True,94.16622599486041
CALIBRATION,calibration,2026082401,S2,40,early,899,11355.708158114727,659.0,0.004264951683832367,0.1777256567823829,gap_899_vs_659,LEADER_CHALLENGER_GAP,False,1.0011743622787834,0.4544867504674715,True,41.67120050998645
CALIBRATION,calibration,2026082401,S2,40,early,660,11343.172944928341,,0.0026599543233717356,0.24420429723534665,utility_action_660,TOP_ACTION_UTILITY,False,1.0006405517434775,0.2832966609856266,True,91.80770327130857
CALIBRATION,calibration,2026082401,S2,40,early,899,11264.051200437769,660.0,0.004294952760621952,0.18545855912667805,gap_899_vs_660,LEADER_CHALLENGER_GAP,False,1.0011444915367174,0.455832933566358,True,43.18058182782476
CALIBRATION,calibration,2026082401,S2,40,early,699,12048.8394420977,,0.003132356709072134,0.41988799229674695,utility_action_699,TOP_ACTION_UTILITY,True,1.0001712709099757,0.3438300431378936,True,134.04858746790882
CALIBRATION,calibration,2026082401,S2,40,early,899,11390.072692457506,699.0,0.004642240346354575,0.009774864065277772,gap_899_vs_699,LEADER_CHALLENGER_GAP,True,1.0008362253304435,0.4954397748836327,True,2.105635067549595
CALIBRATION,calibration,2026082401,S2,40,early,700,12025.566506563062,,0.003169866940375324,0.4153624232282782,utility_action_700,TOP_ACTION_UTILITY,True,1.0004244895664562,0.34761123505521635,True,131.03465572567464
CALIBRATION,calibration,2026082401,S2,40,early,899,11449.685819818062,700.0,0.004640362168653546,0.014300433133746501,gap_899_vs_700,LEADER_CHALLENGER_GAP,True,1.0009634942128889,0.49653362309583937,True,3.081749357916159
CALIBRATION,calibration,2026082401,S2,40,early,739,11896.00097031825,,0.0025602222307267043,0.2378700896926385,utility_action_739,TOP_ACTION_UTILITY,False,1.0005802130910117,0.2792403410507065,False,92.90993837871663
CALIBRATION,calibration,2026082401,S2,40,early,899,11933.68776001854,739.0,0.004099818815508518,0.19179276666938616,gap_899_vs_739,LEADER_CHALLENGER_GAP,False,1.0014733953647712,0.4478700275801592,True,46.78079088370574
CALIBRATION,calibration,2026082401,S2,40,early,740,11494.671818799361,,0.002713292648569771,0.2558847285045657,utility_action_740,TOP_ACTION_UTILITY,True,1.0006686019676438,0.29090080718714345,True,94.30782508456927
CALIBRATION,calibration,2026082401,S2,40,early,899,11505.808376650039,740.0,0.0042452544052775515,0.17377812785745905,gap_899_vs_740,LEADER_CHALLENGER_GAP,True,1.0013413161668083,0.45536777086429125,True,40.93467935429834
CALIBRATION,calibration,2026082401,S2,40,early,859,12286.788853665565,,0.0025859358811741655,0.24797858770735526,utility_action_859,TOP_ACTION_UTILITY,True,1.00075256503223,0.2866401020563922,True,95.89510301189624
CALIBRATION,calibration,2026082401,S2,40,early,899,10989.04415707059,859.0,0.004072267296187741,0.18168426865466944,gap_899_vs_859,LEADER_CHALLENGER_GAP,True,1.0011889448138356,0.42689025000577613,True,44.61501552826688
CALIBRATION,calibration,2026082401,S2,40,early,860,11220.762399243455,,0.002720881838597252,0.2538434389823371,utility_action_860,TOP_ACTION_UTILITY,True,1.000780364739012,0.28821784386769783,True,93.29454715064209
CALIBRATION,calibration,2026082401,S2,40,early,899,10778.901026301339,860.0,0.004354456565298287,0.17581941737968765,gap_899_vs_860,LEADER_CHALLENGER_GAP,True,1.0009718611010452,0.45208615282177134,True,40.37689083428571
CALIBRATION,calibration,2026082401,S2,40,early,899,11662.844665574796,,0.003249495142095179,0.4296628563620247,utility_action_899,TOP_ACTION_UTILITY,True,1.0012648175058283,0.3509280941121463,True,132.22449567503915
CALIBRATION,calibration,2026082401,S2,40,early,900,11269.689329855413,,0.003288706488990301,0.4268712002474784,utility_action_900,TOP_ACTION_UTILITY,True,1.0006299146411932,0.34912511138139013,True,129.79911757906265
CALIBRATION,calibration,2026082401,S2,40,early,899,11918.228084930748,900.0,0.004328477745460203,0.002791656114546319,gap_899_vs_900,LEADER_CHALLENGER_GAP,True,1.0008778788217103,0.472542674733209,True,0.64495101481676
CALIBRATION,calibration,2026082401,S2,40,early,939,11269.297081748877,,0.0027072899489325648,0.2557929354423135,utility_action_939,TOP_ACTION_UTILITY,True,1.0005172469966264,0.28739763161073834,True,94.48302186589508
CALIBRATION,calibration,2026082401,S2,40,early,899,12043.232571175073,939.0,0.0039286564897559875,0.1738699209197112,gap_899_vs_939,LEADER_CHALLENGER_GAP,True,1.0010502500598673,0.4311372960613103,True,44.25683980594354
CALIBRATION,calibration,2026082401,S2,40,early,940,10962.834211994495,,0.002727908554614032,0.2423169602517361,utility_action_940,TOP_ACTION_UTILITY,False,1.0003884199658437,0.2856217205477979,False,88.82884282974844
CALIBRATION,calibration,2026082401,S2,40,early,899,11072.176295955136,940.0,0.004308559993072906,0.18734589611028862,gap_899_vs_940,LEADER_CHALLENGER_GAP,False,1.001434904167807,0.4533656798652878,True,43.48225309882984
CALIBRATION,calibration,2026082401,S2,40,middle,659,10677.562110415194,,0.0014141535386323545,0.06150155313919903,utility_action_659,TOP_ACTION_UTILITY,True,1.0007827345775935,0.14612772324215192,True,43.4900111332168
CALIBRATION,calibration,2026082401,S2,40,middle,860,10369.544920615126,659.0,0.0020420171459229128,0.0006660679171160389,gap_860_vs_659,LEADER_CHALLENGER_GAP,True,1.000971762416596,0.2079405713801392,True,0.32618135378829155
CALIBRATION,calibration,2026082401,S2,40,middle,660,10675.815469508694,,0.001330223777693682,0.055309369360869574,utility_action_660,TOP_ACTION_UTILITY,True,1.000508990699762,0.1374438259200064,True,41.578996172180865
CALIBRATION,calibration,2026082401,S2,40,middle,860,10249.061658862178,660.0,0.001988628685501042,0.006858251695445492,gap_860_vs_660,LEADER_CHALLENGER_GAP,True,1.0004719621179639,0.2013240936772819,True,3.4487341681473995
CALIBRATION,calibration,2026082401,S2,40,middle,698,11125.820548175581,,0.0008832842779309679,0.026186167662639127,utility_action_698,TOP_ACTION_UTILITY,False,1.0011127556181125,0.09316794698764104,True,29.646364502239763
CALIBRATION,calibration,2026082401,S2,40,middle,860,10220.23347620504,698.0,0.00171978733703486,0.035981453393675936,gap_860_vs_698,LEADER_CHALLENGER_GAP,False,1.0007828513198538,0.17386219387228988,True,20.922036474412412
CALIBRATION,calibration,2026082401,S2,40,middle,739,8566.627675507749,,0.0015238412151095083,0.05642354723448271,utility_action_739,TOP_ACTION_UTILITY,True,1.0011946107291319,0.14104076719479228,True,37.02718280291948
CALIBRATION,calibration,2026082401,S2,40,middle,860,10049.416125482221,739.0,0.0020243786398451377,0.005744073821832359,gap_860_vs_739,LEADER_CHALLENGER_GAP,True,1.0006032608551252,0.20293743232124756,True,2.837450321186837
CALIBRATION,calibration,2026082401,S2,40,middle,740,10759.458039694093,,0.0013641439049257222,0.05777719335943242,utility_action_740,TOP_ACTION_UTILITY,True,1.0001837632839978,0.14149965631283926,True,42.354177701346245
CALIBRATION,calibration,2026082401,S2,40,middle,860,10810.275664072287,740.0,0.001964463817099217,0.004390427696882649,gap_860_vs_740,LEADER_CHALLENGER_GAP,True,1.0004883537812896,0.20425016611735855,True,2.234924185758575
