method,seed,bo_iteration,selected_action_index,selected_action_x,observed_scalar_outcome,incumbent_before_observation,incumbent,noise_free_best_value_observed,simple_regret,t_0_10_status,t_0_10,active_factor_indices,M_t,N,cumulative_factor_use_through_iteration,cumulative_final_active_factor_use,raw_factor_likelihood_evaluation_count,inference_ess,inference_ess_fraction,inference_wall_time_seconds,selected_action_acquisition_estimate,structural_bound_at_worst_challenger,empirical_inference_allowance,adaptive_heldout_full_target_acquisition_regret,numerical_accuracy_reliable,config_sha256,starting_git_commit,preference_bank_sha256,scalar_noise_sha256,screened_factor_source,scalar_observation_count
adaptive,4,3,12,0.75,1.0020418634355293,0.6880910609541406,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,21,42,983292,16371.3058181154,0.9992252086252075,0.12431012280285358,0.010944996437626264,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,6
adaptive,4,4,11,0.6875,0.5782350168073841,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,28,42,983292,16370.766095921339,0.9991922665967614,0.12340324907563627,0.0017112705953871536,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,7
adaptive,4,5,10,0.625,0.15589289552882818,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,35,42,983290,16375.735190820795,0.9994955560803708,0.1231377488002181,0.00031714362536470835,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,8
adaptive,4,6,0,0.0,0.016179416979761715,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,42,42,983286,16377.430970435664,0.9995990582541299,0.12237304099835455,5.683557029854065e-05,8.679042695962076e-05,4.620726832280849e-05,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,9
standard,5,1,1,0.0625,0.054154661688545866,0.267910909433048,0.267910909433048,0.258984272217597,0.7292511583956854,not_reached,7,[],0,8,0,0,0,,,0.0,0.04856524981884751,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,4
standard,5,2,3,0.1875,0.5158678404512123,0.267910909433048,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.04856222589324046,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,5
standard,5,3,4,0.25,0.5044558771807451,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.016467611409004212,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,6
standard,5,4,5,0.3125,0.19191920504397217,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.016078432737130034,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,7
standard,5,5,6,0.375,-0.006844431785916531,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.008297514186937239,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,8
standard,5,6,15,0.9375,0.013234328157832133,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.008030963332127442,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,9
full,5,1,3,0.1875,0.5158678404512123,0.267910909433048,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,8,48,524344,65482.992591053204,0.9991911711281312,0.03899091621860862,0.07220980142165807,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,4
full,5,2,4,0.25,0.5044558771807451,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,16,48,524344,65484.89820624956,0.9992202485084467,0.03909712517634034,0.024042178956187488,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,5
full,5,3,5,0.3125,0.19191920504397217,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,24,48,524344,65491.20010393402,0.9993164078359072,0.038895833073183894,0.01911026525594361,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,6
full,5,4,15,0.9375,0.013234328157832133,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,32,48,524344,65498.838304261204,0.9994329575235169,0.03921012510545552,0.013163992224644963,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,7
full,5,5,10,0.625,0.15418817782039376,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,40,48,524344,65507.67959958714,0.9995678649839347,0.03823629207909107,0.01020193550095977,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,8
full,5,6,9,0.5625,0.04012963249354698,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,48,48,524344,65514.2186621831,0.9996676431607529,0.03842333308421075,0.009174464562007571,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,9
adaptive,5,1,3,0.1875,0.5158678404512123,0.267910909433048,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,7,42,983290,16370.47173313307,0.9991743001179852,0.12571337586268783,0.07327185556393845,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,4
adaptive,5,2,4,0.25,0.5044558771807451,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,14,42,983282,16372.378640954037,0.9992906885347923,0.12534979218617082,0.024261519490644364,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,5
adaptive,5,3,5,0.3125,0.19191920504397217,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,21,42,983292,16373.4909324227,0.9993585774183776,0.1237270412966609,0.020050194989881604,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,6
adaptive,5,4,15,0.9375,0.013234328157832133,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,28,42,983286,16375.176940282146,0.9994614831715177,0.12501174653880298,0.013248670245953026,8.679065727055369e-05,0.001663986192547387,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,7
adaptive,5,5,10,0.625,0.15418817782039376,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,35,42,983286,16377.113254257152,0.9995796663975313,0.12517825025133789,0.00998582454509361,1.9932145820672222e-06,0.0009847229751583579,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,8
adaptive,5,6,9,0.5625,0.04012963249354698,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,42,42,983286,16378.707897354834,0.9996769956881613,0.1302975839935243,0.009576033750596617,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,9
standard,6,1,1,0.0625,0.07880537087116123,0.25532233738702925,0.25532233738702925,0.258984272217597,0.7292511583956854,not_reached,7,[],0,8,0,0,0,,,0.0,0.05098097503734613,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,4
standard,6,2,3,0.1875,0.5292374417546638,0.25532233738702925,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.050977735043415705,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,5
standard,6,3,4,0.25,0.480215422980201,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.015424817536017973,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,6
standard,6,4,5,0.3125,0.2005567674758909,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.01396738206469042,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,7
standard,6,5,6,0.375,-0.001127244633324866,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.007624102398829567,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,8
standard,6,6,15,0.9375,-0.016502110532983814,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.0071819111026987965,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,9
full,6,1,13,0.8125,0.6902548136048274,0.25532233738702925,0.6902548136048274,0.69338852619193,0.2948469044213524,not_reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,8,48,524328,65491.57860723819,0.9993221833379851,0.039330249885097146,0.06563136406310545,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,4
full,6,2,12,0.75,0.9945315460059745,0.6902548136048274,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,16,48,524344,65491.27746404671,0.9993175882575487,0.03889162512496114,0.008501953776734815,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,5
full,6,3,11,0.6875,0.5670356243322285,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,24,48,524344,65494.928583415116,0.9993732999178332,0.03855691710487008,0.00036412514611847016,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,6
full,6,4,10,0.625,0.16711377180467887,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,32,48,524344,65497.97224016572,0.9994197424341693,0.038376708049327135,0.0003532784183455987,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,7
full,6,5,0,0.0,0.0029407920431149133,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,40,48,524344,65506.61098506068,0.9995515592202863,0.03869770793244243,0.00014662310797032343,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,8
full,6,6,5,0.3125,0.2005567674758909,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,48,48,524344,65513.10831054798,0.9996507005393673,0.038170665968209505,0.00011453675910138347,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,9
adaptive,6,1,13,0.8125,0.6902548136048274,0.25532233738702925,0.6902548136048274,0.69338852619193,0.2948469044213524,not_reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,7,42,983220,16371.612643611017,0.999243935767274,0.12961087678559124,0.06586946135055871,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,4
adaptive,6,2,12,0.75,0.9945315460059745,0.6902548136048274,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,14,42,983280,16372.650268846643,0.9993072673856593,0.1242766238283366,0.008136940472680664,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,5
adaptive,6,3,11,0.6875,0.5670356243322285,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,21,42,983292,16373.81152170704,0.9993781446354395,0.12488158419728279,0.00040274465255639864,2.4862884653107375e-05,0.00021676216003110573,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,6
adaptive,6,4,10,0.625,0.16711377180467887,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,28,42,983292,16374.460808242451,0.9994177739405793,0.124496083939448,0.0003129882168802572,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,7
adaptive,6,5,15,0.9375,-0.016502110532983814,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,35,42,983292,16376.545480365916,0.999545012229365,0.12442941730841994,0.00012413674936121344,0.00013492450138439022,0.0001408861135876722,2.806563166375461e-05,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,8
adaptive,6,6,5,0.3125,0.2005567674758909,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,42,42,983292,16377.584335591606,0.9996084189203861,0.12367520737461746,0.00015150714610485572,2.4862884653107375e-05,0.00011245788680185813,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,9
standard,7,1,3,0.1875,0.5282595323292082,0.25971205802071967,0.5282595323292082,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.050134204463803636,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f59da5e795efa4b2173cfe4490b604c90f246953f1b4d385c89829571be9b5,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,4
standard,7,2,4,0.25,0.501606408653959,0.5282595323292082,0.5282595323292082,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.015511460741881491,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f59da5e795efa4b2173cfe4490b604c90f246953f1b4d385c89829571be9b5,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,5
standard,7,3,5,0.3125,0.19567059267549397,0.5282595323292082,0.5282595323292082,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.014717286821345849,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f59da5e795efa4b2173cfe4490b604c90f246953f1b4d385c89829571be9b5,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,6
standard,7,4,1,0.0625,0.06281402857058671,0.5282595323292082,0.5282595323292082,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.008919158817831088,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f59da5e795efa4b2173cfe4490b604c90f246953f1b4d385c89829571be9b5,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,7
