method,seed,bo_iteration,selected_action_index,selected_action_x,observed_scalar_outcome,incumbent_before_observation,incumbent,noise_free_best_value_observed,simple_regret,t_0_10_status,t_0_10,active_factor_indices,M_t,N,cumulative_factor_use_through_iteration,cumulative_final_active_factor_use,raw_factor_likelihood_evaluation_count,inference_ess,inference_ess_fraction,inference_wall_time_seconds,selected_action_acquisition_estimate,structural_bound_at_worst_challenger,empirical_inference_allowance,adaptive_heldout_full_target_acquisition_regret,numerical_accuracy_reliable,config_sha256,starting_git_commit,preference_bank_sha256,scalar_noise_sha256,screened_factor_source,scalar_observation_count
full,2,1,13,0.8125,0.6813436947711698,0.2412559451178716,0.6813436947711698,0.69338852619193,0.2948469044213524,not_reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,8,48,1048632,130964.28799651373,0.9991782226296518,0.0806950000114739,0.07388739593455859,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,4
full,2,2,12,0.75,0.9985076449491379,0.6813436947711698,0.9985076449491379,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,16,48,524344,65481.640451476655,0.9991705391155495,0.0389595830347389,0.011381210019432403,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,5
full,2,3,11,0.6875,0.5567171244799051,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,24,48,524344,65483.846235135854,0.9992041967031228,0.038487625075504184,0.0014671568584281958,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,6
full,2,4,10,0.625,0.17154903203339567,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,32,48,524344,65496.449802129246,0.99939651187331,0.03813800006173551,0.00031023189645734,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,7
full,2,5,0,0.0,0.007052953115615909,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,40,48,524344,65504.53424278966,0.9995198706480356,0.03798266686499119,0.00015123499490733014,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,8
full,2,6,15,0.9375,-0.0030388744007595146,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,48,48,524344,65511.43379138208,0.9996251494046338,0.03840454202145338,8.411850966513625e-05,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,9
adaptive,2,1,13,0.8125,0.6813436947711698,0.2412559451178716,0.6813436947711698,0.69338852619193,0.2948469044213524,not_reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,7,42,983290,16370.935213445682,0.9992025887112843,0.12633983371779323,0.07471555193268388,8.678955711029094e-05,0.0027837853800318766,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,4
adaptive,2,2,12,0.75,0.9985076449491379,0.6813436947711698,0.9985076449491379,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,14,42,983292,16370.651933312074,0.999185298664067,0.12641120795160532,0.010958332597741613,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,5
adaptive,2,3,11,0.6875,0.5567171244799051,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,21,42,983292,16371.640581741674,0.999245640975444,0.12399774813093245,0.001311917208694546,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,6
adaptive,2,4,10,0.625,0.17154903203339567,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,28,42,983290,16373.930212770296,0.9993853889630308,0.12451450014486909,0.0003547784639171648,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,7
adaptive,2,5,15,0.9375,-0.0030388744007595146,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,35,42,983280,16375.994643860371,0.9995113918371809,0.12146233092062175,0.00013763164085744652,8.679065727055369e-05,8.908626726530962e-05,8.897072725605262e-06,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,8
adaptive,2,6,0,0.0,0.007052953115615909,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,42,42,983286,16377.463512817963,0.9996010444835183,0.12196120852604508,0.00012915590848124322,8.679042695962076e-05,0.0001800054330918657,1.7019397073977276e-08,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,09fad27b0fc96f07a4be65975cc685fe6fbe3552ca86ca355418e54ef4673920,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,9
standard,3,1,1,0.0625,0.05969919099343821,0.26951274834133376,0.26951274834133376,0.258984272217597,0.7292511583956854,not_reached,7,[],0,8,0,0,0,,,0.0,0.048264140977683605,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,4
standard,3,2,3,0.1875,0.5249561609007699,0.26951274834133376,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.048262091714797804,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,5
standard,3,3,4,0.25,0.4921415299639533,0.5249561609007699,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.015754685940488435,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,6
standard,3,4,5,0.3125,0.19705442211489543,0.5249561609007699,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.014744628309897985,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,7
standard,3,5,6,0.375,0.0033968850857575275,0.5249561609007699,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.007835181055437252,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,8
standard,3,6,15,0.9375,-0.02308611026499585,0.5249561609007699,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.0074608659706779795,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,9
full,3,1,13,0.8125,0.6893286186777717,0.26951274834133376,0.6893286186777717,0.69338852619193,0.2948469044213524,not_reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,8,48,524344,65480.760998862555,0.9991571197336205,0.03857287485152483,0.06415285698905927,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,4
full,3,2,12,0.75,0.9957998213543857,0.6893286186777717,0.9957998213543857,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,16,48,524344,65479.9987011761,0.99914548799402,0.03855329193174839,0.011021427031973306,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,5
full,3,3,11,0.6875,0.5635090352996593,0.9957998213543857,0.9957998213543857,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,24,48,524344,65483.17248396488,0.9991939160761243,0.038240249967202544,0.0016044735474668812,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,6
full,3,4,10,0.625,0.15509374944283777,0.9957998213543857,0.9957998213543857,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,32,48,524344,65496.393212636154,0.9993956483861718,0.037733625154942274,0.00028226653191380053,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,7
full,3,5,1,0.0625,0.05969919099343821,0.9957998213543857,0.9957998213543857,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,40,48,524344,65505.25842079626,0.999530920727482,0.03842912497930229,0.0001556022397457592,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,8
full,3,6,16,1.0,-0.0008032415028033351,0.9957998213543857,0.9957998213543857,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,48,48,524344,65510.91735117382,0.9996172691524325,0.03717483300715685,0.00012319695576049926,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,9
adaptive,3,1,13,0.8125,0.6893286186777717,0.26951274834133376,0.6893286186777717,0.69338852619193,0.2948469044213524,not_reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,7,42,983290,16370.213713611662,0.9991585518561805,0.12452624971047044,0.06484093618693916,8.678955711029094e-05,0.002887116820766103,0.00038901991802202385,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,4
adaptive,3,2,12,0.75,0.9957998213543857,0.6893286186777717,0.9957998213543857,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,14,42,983292,16370.736612492763,0.9991904670710915,0.12519845901988447,0.010122837935439001,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,5
adaptive,3,3,11,0.6875,0.5635090352996593,0.9957998213543857,0.9957998213543857,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,21,42,983292,16370.102659641188,0.9991517736597405,0.12288304162211716,0.0015150321615004978,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,6
adaptive,3,4,10,0.625,0.15509374944283777,0.9957998213543857,0.9957998213543857,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,28,42,983290,16374.62181348555,0.9994276009207489,0.12530816509388387,0.00026576337689930465,6.903826028672369e-05,0.00013939372547242709,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,7
adaptive,3,5,16,1.0,-0.0008032415028033351,0.9957998213543857,0.9957998213543857,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,35,42,983286,16376.231825168668,0.9995258682353924,0.12246199953369796,0.00014360406445765235,8.679065727055369e-05,0.00010464543782705784,2.0561056565352942e-05,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,8
adaptive,3,6,1,0.0625,0.05969919099343821,0.9957998213543857,0.9957998213543857,0.9882354306132825,0.0,reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,42,42,983290,16378.056657095143,0.9996372471371547,0.12208587490022182,0.00010482407341942191,8.679065727055369e-05,0.000133114968905786,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,a8a176ac33ae440520fcc681f416bac964539a1a97136c57c3b7d76b7f411dde,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,9
standard,4,1,3,0.1875,0.5406736556519364,0.258723419299929,0.5406736556519364,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.050327030199256446,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,4
standard,4,2,4,0.25,0.5127530776174689,0.5406736556519364,0.5406736556519364,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.014591788223313133,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,5
standard,4,3,5,0.3125,0.2079859400525307,0.5406736556519364,0.5406736556519364,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.013807220971133273,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,6
standard,4,4,1,0.0625,0.06475967933713221,0.5406736556519364,0.5406736556519364,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.008101593862791762,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,7
standard,4,5,6,0.375,0.020318095261007196,0.5406736556519364,0.5406736556519364,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,,,0.0,0.007186265821538029,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,8
standard,4,6,13,0.8125,0.6880910609541406,0.5406736556519364,0.6880910609541406,0.69338852619193,0.2948469044213524,not_reached,7,[],0,8,0,0,0,,,0.0,0.006755473949894477,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,9
full,4,1,1,0.0625,0.06475967933713221,0.258723419299929,0.258723419299929,0.258984272217597,0.7292511583956854,not_reached,3,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,8,48,524344,65478.29742686149,0.999119528608116,0.03900350001640618,0.07463954142009786,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,4
full,4,2,13,0.8125,0.6880910609541406,0.258723419299929,0.6880910609541406,0.69338852619193,0.2948469044213524,not_reached,3,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,16,48,524344,65488.35476820007,0.999272991458131,0.03913495899178088,0.06950624764690408,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,5
full,4,3,12,0.75,1.0020418634355293,0.6880910609541406,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,24,48,524344,65485.93600131904,0.9992360840045019,0.03839841694571078,0.010759935132842647,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,6
full,4,4,11,0.6875,0.5782350168073841,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,32,48,524344,65488.945815671825,0.9992820101268284,0.0384483749512583,0.0014569127293152973,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,7
full,4,5,10,0.625,0.15589289552882818,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,40,48,524344,65500.858453145025,0.99946378254921,0.03764641610905528,0.0003422729829008545,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,8
full,4,6,0,0.0,0.016179416979761715,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,48,48,524344,65509.35123469119,0.9995933721113768,0.03758216602727771,8.608647115804154e-05,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,9
adaptive,4,1,1,0.0625,0.06475967933713221,0.258723419299929,0.258723419299929,0.258984272217597,0.7292511583956854,not_reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,7,42,983290,16369.594754709076,0.9991207736028489,0.12608725018799305,0.07460258490900883,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,4
adaptive,4,2,13,0.8125,0.6880910609541406,0.258723419299929,0.6880910609541406,0.69338852619193,0.2948469044213524,not_reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,14,42,983290,16371.452173604313,0.9992341414553414,0.12471708306111395,0.06831530043435552,8.678955711029094e-05,0.002667111143579435,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,5
