support_count,factor_count,state,record_kind,epsilon,stage,active_factor_count,active_factor_fraction,active_leader,worst_challenger,active_ei_gap,b_struct,max_psi,shadow_full_leader,shadow_full_action_agreement,shadow_full_laplace_ei_regret,cumulative_factor_energy_gradient_calls,cumulative_factor_energy_gradient_work,cumulative_factor_hessian_calls,cumulative_factor_hessian_work,stage_fit_conditioning_seconds,load_solve_seconds,load_solve_iterations,load_solve_relative_residual,cumulative_conditioning_seconds,activated_factor_count_after_stage,certified,full_bank_fallback,peak_rss_bytes,pair_solve_seconds,pair_solve_iterations,pair_solve_relative_residual
2142,2292440,seed_0_initial,stage,0.02,5,2227524,0.9716825740259287,10,119,-0.003408836330184843,0.10008968277391254,0.09668084644372771,10,True,0.0,283,629739449,5,11129557,1.9860859999898821,0.0008830840233713388,18,2.373563974564214e-12,12.787275749957189,1066,False,False,338919424,0.0008180420845746994,18,2.5059090463735275e-12
2142,2292440,seed_0_initial,stage,0.02,6,2228590,0.9721475807436618,10,160,-0.007047678112366019,0.10044352101516081,0.09339584290279479,10,True,0.0,346,770140619,6,13358147,2.7729924579616636,0.0008874158374965191,18,2.35263438540671e-12,15.587762832874432,388,False,False,338919424,0.0008149999193847179,18,2.560668493708657e-12
2142,2292440,seed_0_initial,stage,0.02,7,2228978,0.9723168327197222,10,72,-0.0069145784327646585,0.07679763374427442,0.06988305531150976,10,True,0.0,396,881589519,7,15587125,2.15217304113321,0.0009236249607056379,18,2.3520588365019243e-12,17.77044150000438,255,False,False,338919424,0.0008236248977482319,18,2.4309928535781183e-12
2142,2292440,seed_0_initial,stage,0.02,8,2229233,0.9724280679101743,10,173,-0.007996744545127762,0.07222858785564182,0.06423184331051406,10,True,0.0,438,975217305,8,17816358,1.902281415881589,0.0008896661456674337,18,2.355137584102045e-12,19.70446554105729,0,False,False,338919424,,,
2142,2292440,seed_0_initial,fallback,0.02,8,2292440,1.0,10,,,0.0,,10,True,0.0,515,1151735185,9,20108798,3.6550562081392854,0.0,0,0.0,23.361202207859606,0,False,True,338919424,,,
2142,2292440,seed_0_after_6_queries,stage,0.02,0,0,0.0,77,24,-3.623413884891314e-06,2.761133667897239,2.761130044483354,71,False,2.513394960076205e-06,0,0,0,0,0.0,0.0009275840129703283,16,8.550567403613106e-12,0.0014300409238785505,2222981,False,False,338919424,0.0009383340366184711,18,2.478976106118234e-12
2142,2292440,seed_0_after_6_queries,stage,0.02,1,2222981,0.9697008427701488,71,8,-3.1574978966379342e-06,0.4956193229122262,0.49561616541432957,71,True,0.0,98,217852138,1,2222981,4.4572211659979075,0.0009772919584065676,18,2.9094122437520095e-12,4.833212707890198,10328,False,False,369623040,0.0008760420605540276,17,9.624254306308327e-12
2142,2292440,seed_0_after_6_queries,stage,0.02,2,2233309,0.9742060860916752,71,9,-3.103953211031995e-06,0.3379145630417086,0.33791145908849757,71,True,0.0,168,374183768,2,4456290,3.162521791877225,0.0010103750973939896,18,1.8290576820420985e-12,8.024484790861607,2086,False,False,369623040,0.0008319581393152475,18,2.3056798342620086e-12
2142,2292440,seed_0_after_6_queries,stage,0.02,3,2235395,0.9751160335712167,71,94,-3.9375918078502905e-06,0.09722318019522128,0.09721924260341343,71,True,0.0,210,468070358,3,6691685,1.9210324580781162,0.0009427499026060104,18,1.6635884089449089e-12,9.980537749826908,448,False,False,369623040,0.0008224169723689556,18,2.4975806829453116e-12
2142,2292440,seed_0_after_6_queries,stage,0.02,4,2235843,0.9753114585332658,71,102,-3.877987311082346e-06,0.08995184491415117,0.0899479669268401,71,True,0.0,260,579862508,4,8927528,2.2497647090349346,0.0008880840614438057,18,1.6432870573938131e-12,12.256699790945277,310,False,False,369623040,0.0008049171883612871,18,2.4411739154387247e-12
2142,2292440,seed_0_after_6_queries,stage,0.02,5,2236153,0.975446685627541,71,38,-3.4678902149734676e-06,0.08236722514890367,0.08236375725868869,71,True,0.0,305,680489393,5,11163681,1.998207583790645,0.0009264999534934759,18,1.6243695790882267e-12,14.281031915917993,403,False,False,369623040,0.0008577501866966486,17,9.292344513454242e-12
2142,2292440,seed_0_after_6_queries,stage,0.02,6,2236556,0.9756224808500986,71,84,-3.7766697223970508e-06,0.0754849054551315,0.07548112878540911,71,True,0.0,345,769951633,6,13400237,1.9752538341563195,0.0009455408435314894,18,1.6250262906214303e-12,16.282827832968906,289,False,False,369623040,0.0011070829350501299,18,2.3043480467630428e-12
2142,2292440,seed_0_after_6_queries,stage,0.02,7,2236845,0.9757485473992776,71,40,-3.390946538424532e-06,0.06976743493116201,0.06976404398462359,71,True,0.0,374,834820138,7,15637082,1.390097290975973,0.0011876251082867384,18,1.621596289757736e-12,17.702635082881898,270,False,False,369623040,0.0008271248079836369,18,2.440516315857141e-12
