x,ei,log_ei,second_improvement_moment,chi_square,ess_fraction,smooth_acquisition,smooth_second_moment
-1.71,1.61745864039291e-05,-11.032069287985893,2.3510144906268093e-06,8985.466039682797,0.00011127844867873089,1.6557290548854423e-05,2.35557146840217e-06
-1.7,1.6174790636335842e-05,-11.032056661318833,2.3510174546703707e-06,8985.25043372754,0.00011128111856829202,1.6561873361948228e-05,2.3555791185423105e-06
-1.69,1.617505341794068e-05,-11.032040415082566,2.351021296179439e-06,8984.97313582757,0.00011128455258929552,1.656739186666139e-05,2.3555888571352496e-06
-1.68,1.6175392849835612e-05,-11.032019430401728,2.3510262955422555e-06,8984.615115733965,0.0001112889865768881,1.6574059015769696e-05,2.3556013026011497e-06
-1.67,1.6175832952713453e-05,-11.031992222599431,2.3510328280834273e-06,8984.151137351257,0.00011129473335657114,1.658214017851073e-05,2.3556172679820017e-06
-1.66,1.6176405684529544e-05,-11.03195681659105,2.35104139764826e-06,8983.547651953668,0.00011130220894120947,1.6591966795373567e-05,2.3556378250511572e-06
-1.65,1.6177153665843336e-05,-11.031910578629667,2.3510526824532612e-06,8982.759957135366,0.00011131196790334412,1.660395373075305e-05,2.355664390246148e-06
-1.6400000000000001,1.6178133865194486e-05,-11.031849988882133,2.3510675977778104e-06,8981.728362606525,0.00011132475119283571,1.6618621347035295e-05,2.355698840011627e-06
-1.63,1.6179422587214955e-05,-11.031770333793032,2.351087381795502e-06,8980.373013326152,0.0001113415508426435,1.6636623608058816e-05,2.3557436658011166e-06
-1.62,1.6181122228534534e-05,-11.031665289744435,2.351113713215244e-06,8978.586899299491,0.00011136369759704772,1.6658783881821834e-05,2.3558021825782754e-06
-1.6099999999999999,1.6183370431919677e-05,-11.031526359503053,2.3511488726615773e-06,8976.226420399247,0.00011139297965434703,1.6686140571869418e-05,2.35587880949926e-06
-1.6,1.6186352492096774e-05,-11.031342109536345,2.3511959641963107e-06,8973.09866255434,0.00011143180363869159,1.672000528874439e-05,2.35597944797068e-06
