action_index,action,is_leader,is_maximizer,active_acquisition,estimated_gap,lambda_q,b_infer,b_struct,psi
0,-0.58,False,False,0.18204196455486732,-0.13605050576971828,1.2844428667860168,0.005220780439106624,0.09491408027889175,-0.0359156450517199
1,-0.5787,False,False,0.1819064469070775,-0.1361860234175081,1.290644391057139,0.0052459873186374625,0.09398160059081234,-0.0369584355080583
2,-0.5773999999999999,False,False,0.18175999358962727,-0.13633247673495832,1.2972418177010263,0.005272803393420947,0.09305877026551727,-0.038000903076020096
3,-0.5761,False,False,0.181601624001575,-0.1364908463230106,1.3042321048734868,0.005301216299496745,0.09214548948877935,-0.039044140534734484
4,-0.5748,False,False,0.18148738274941695,-0.13660508757516865,1.30917008227085,0.005321287332994259,0.09124165947925898,-0.040042140762915415
5,-0.5735,False,False,0.18169138106181612,-0.13640108926276948,1.3010592726459476,0.005288319921729821,0.09034718247782149,-0.04076558686321817
6,-0.5721999999999999,False,False,0.1818825935909482,-0.1362098767336374,1.2933294947658298,0.005256901262170336,0.08946196173696219,-0.04149101373450487
7,-0.5709,False,False,0.18206382422821485,-0.13602864609637075,1.2859843879858615,0.0052270461469358515,0.0885859015103429,-0.04221569843909201
8,-0.5696,False,False,0.18223550146621215,-0.13585696885837345,1.279027519380328,0.005198769074850827,0.08771890704243555,-0.04293929274108706
9,-0.5682999999999999,False,False,0.1823978668775323,-0.1356946034470533,1.2724623695087374,0.005172084193089469,0.08686088455827297,-0.04366163469569086
10,-0.567,False,False,0.18255110320026935,-0.13554136712431625,1.2662923180821188,0.005147005238914594,0.08601174125330707,-0.04438262063209458
11,-0.5657,False,False,0.18269535316095692,-0.13539711716362868,1.2605206296270641,0.005123545481407306,0.08517138528337001,-0.04510218639885136
12,-0.5644,False,False,0.1828307289948595,-0.1352617413297261,1.255150439251449,0.005101717663609971,0.08433972575474084,-0.04582029791137528
13,-0.5630999999999999,False,False,0.18295732001138293,-0.13513515031320267,1.2501847386208562,0.005081533945525626,0.08351667271431422,-0.04653694365336282
14,-0.5618,False,False,0.18307519831994812,-0.13501727200463748,1.2456263622586268,0.005063005848432788,0.08270213713987097,-0.04725212901633373
15,-0.5605,False,False,0.18318442293621098,-0.1349080473883746,1.2414779742849382,0.005046144200984777,0.08189603093044924,-0.04796587225694059
16,-0.5591999999999999,False,False,0.1832850426521741,-0.1348074276724115,1.237742055711268,0.005030959087566445,0.08109826689681544,-0.048678201688029596
17,-0.5579,False,False,0.18337709801254518,-0.13471537231204042,1.2344208924058722,0.005017459799378349,0.08030875875203408,-0.049389153760627996
18,-0.5566,False,False,0.1834606226506429,-0.1346318476739427,1.2315165638434564,0.005005654788708362,0.07952742110213451,-0.05009877178309982
19,-0.5552999999999999,False,False,0.18353564416189821,-0.13455682616268738,1.2290309327479716,0.004995551626833506,0.07875416943687485,-0.05080710509897901
20,-0.5539999999999999,False,False,0.18360218464019984,-0.13449028568438576,1.226965635731412,0.004987156965970171,0.07798892012060114,-0.051514208597814456
21,-0.5527,False,False,0.18366026096652235,-0.13443220935806324,1.2253220750236786,0.004980476505659087,0.07723159038320118,-0.05222014246920298
22,-0.5514,False,False,0.1837098849145048,-0.1343825854100808,1.224101411379092,0.004975514963932958,0.07648209831115242,-0.05292497213499543
23,-0.5500999999999999,False,False,0.18375106312004671,-0.13434140720453888,1.2233045582340902,0.004972276053569685,0.0757403628386615,-0.0536287683123077
24,-0.5488,False,False,0.18378379694951194,-0.13430867337507366,1.2229321771782313,0.0049707624636836775,0.07500630373889686,-0.054331607172493135
25,-0.5475,False,False,0.183808082292744,-0.1342843880318416,1.222984674787027,0.004970975846852511,0.07427984161531043,-0.05503357056967864
26,-0.5462,False,False,0.18382390930223605,-0.13426856102234955,1.2234622008506175,0.00497291681191715,0.07356089789305087,-0.05573474631738154
27,-0.5448999999999999,False,False,0.18383126209814543,-0.13426120822644017,1.2243646480171444,0.0049765849225323925,0.07284939481046412,-0.05643522849344365
28,-0.5436,False,False,0.18383011846000977,-0.13426235186457583,1.2256916528541215,0.004981978701480946,0.07214525541068331,-0.05713511775241156
29,-0.5423,False,False,0.18382044952936433,-0.13427202079522127,1.2274425983155444,0.004989095640701304,0.07144840353330431,-0.05783452162121566
30,-0.5409999999999999,False,False,0.18380221955125164,-0.13429025077333395,1.2296166175871148,0.004997932216917152,0.07075876380614876,-0.05853355475026803
31,-0.5397,False,False,0.1837753856827516,-0.134317084641834,1.2322125992671638,0.0050084839126958765,0.07007626163711161,-0.05923233909202652
32,-0.5384,False,False,0.18373989788344053,-0.13435257244114507,1.2352291938268773,0.005020745242706977,0.06940082320609284,-0.059931003992345244
33,-0.5370999999999999,False,False,0.1836956988543856,-0.1343967714702,1.2386648212805222,0.005034709784898666,0.06873237545701315,-0.06062968622828817
34,-0.5357999999999999,False,False,0.18364272386093528,-0.13444974646365032,1.2425176799847655,0.005050370216263813,0.0680708460899124,-0.06132853015747411
35,-0.5345,False,False,0.18358089995498605,-0.13451157036959954,1.2467857564760791,0.0050677183528253225,0.06741616355312938,-0.06202768846364484
36,-0.5332,False,False,0.18351014337111524,-0.13458232695347036,1.2514668362467187,0.005086745193436462,0.0667682570355626,-0.06272732472447129
37,-0.5318999999999999,False,False,0.18343035218039896,-0.13466211814418663,1.2565585153530283,0.005107440966964284,0.06612705645901157,-0.06342762071821079
38,-0.5306,False,False,0.18334138744187278,-0.1347510828827128,1.2620582127448423,0.005129795182404037,0.06549249247059681,-0.06412879522971197
39,-0.5293,False,False,0.18324302748294416,-0.13484944284164144,1.2679631832016005,0.0051537966814596435,0.06486449643525861,-0.06483114972492317
40,-0.5279999999999999,False,False,0.1831348628523834,-0.1349576074722022,1.274270530759357,0.005179433693119476,0.06424300042833372,-0.06553517335074902
41,-0.5267,False,False,0.18301609494915047,-0.13507637537543513,1.2809772225131613,0.005206693889757878,0.0636279372282079,-0.06624174425746933
42,-0.5254,False,False,0.1828859392380669,-0.1352065310865187,1.28808010268116,0.0052355644443004825,0.06301924030904618,-0.06695172633317203
43,-0.5241,False,False,0.1830053056614138,-0.1350871646631718,1.284412680953548,0.005220657744973808,0.062416843833596226,-0.06744966308460179
44,-0.5227999999999999,False,False,0.18322963881626247,-0.13486283150832312,1.2761648636779634,0.005187133448789702,0.06182068264606764,-0.06785501541346578
45,-0.5215,False,False,0.1834432283275479,-0.1346492419970377,1.2682997736455408,0.005155164795878085,0.06123069226508551,-0.06826338493607412
46,-0.5202,False,False,0.18364705997823016,-0.13444541034635543,1.260821356803788,0.005124767825041536,0.060646808876715155,-0.06867383364459874
47,-0.5188999999999999,False,False,0.18384175766450206,-0.13425071266008354,1.2537334897475703,0.005095958293190046,0.06006896932755976,-0.06908578503933374
48,-0.5176,False,False,0.18402770503152052,-0.13406476529306507,1.2470399642605854,0.005068751612507896,0.05949711111793063,-0.06949890256262656
49,-0.5163,False,False,0.18420516680067076,-0.13388730352391484,1.2407444716782412,0.005043162786894589,0.058931172395086245,-0.069912968341934
50,-0.5149999999999999,False,False,0.18437434543453746,-0.13371812489004814,1.2348505871785294,0.005019206348113123,0.05837109194654244,-0.07032782659539258
51,-0.5136999999999999,False,False,0.18453540849804576,-0.13355706182653984,1.229361754115317,0.004996896292110676,0.05781680919345217,-0.070743356340977
52,-0.5124,False,False,0.18468850252146354,-0.13340396780312205,1.224281268515182,0.004976246016004026,0.057268264184052294,-0.07115945760306575
53,-0.5111,False,False,0.18483376024451556,-0.13325871008007004,1.2196122638643145,0.004957268256243998,0.05672539758717998,-0.07157604423664607
54,-0.5097999999999999,False,False,0.18497130447754645,-0.13312116584703915,1.2153576963158002,0.004939975028488588,0.05618815068585469,-0.07199304013269586
55,-0.5085,False,False,0.1851012501996853,-0.1329912201249003,1.2115203304496909,0.004924377569722977,0.05565646537092793,-0.0724103771842494
56,-0.5072,False,False,0.1852237057339257,-0.1328687645906599,1.2081027257184274,0.00491048628316523,0.055130284134797786,-0.07282799417269689
