action_index,action,is_leader,is_maximizer,active_acquisition,estimated_gap,lambda_q,b_infer,b_struct,psi
0,-0.58,False,False,0.19806874506309166,-0.13816638603400092,1.2963951085287833,0.02040815063957497,1.4178749563685336,1.3001167209741076
1,-0.5787,False,False,0.19808897055695535,-0.13814616054013723,1.30252231422399,0.020504606524054007,1.4190873053709612,1.301445751354878
2,-0.5773999999999999,False,False,0.19810638882294757,-0.138128742274145,1.3090423712501151,0.02060724676474327,1.4203767334537367,1.302855237944335
3,-0.5761,False,False,0.19812059813070493,-0.13811453296638765,1.3159523781504125,0.020716025686241833,1.4217433800826587,1.3043448728025129
4,-0.5748,False,False,0.19814588446705508,-0.1380892466300375,1.3208288232435155,0.02079279180900097,1.4227348445425103,1.3054383897214739
5,-0.5735,False,False,0.19822203515842074,-0.13801309593867184,1.31277203484613,0.02066595998882261,1.4213147346093047,1.3039675986594554
6,-0.5721999999999999,False,False,0.19829467801550127,-0.1379404530815913,1.3050933226049133,0.020545079930647647,1.4199719446773647,1.302576571526421
7,-0.5709,False,False,0.19836383134033064,-0.13787129975676193,1.2977961933194813,0.020430206839324005,1.418706329509222,1.301265236591784
8,-0.5696,False,False,0.1984307330124647,-0.13780439808462788,1.2908840840172495,0.020321394821329553,1.4175177522147073,1.300034748951409
9,-0.5682999999999999,False,False,0.19849597624151663,-0.13773915485557595,1.284360348411756,0.020218696671595895,1.4164060842361406,1.2988856260521606
10,-0.567,False,False,0.1985599051104128,-0.13767522598667978,1.2782282432772871,0.02012216365901459,1.415371205334429,1.2978181430067637
11,-0.5657,False,False,0.19862277430774672,-0.13761235678934586,1.272490914831335,0.020031845312066653,1.4144130035760631,1.296832492098784
12,-0.5644,False,False,0.19868479371687683,-0.13755033738021574,1.2671513852219918,0.019947789206104013,1.4135313753210057,1.295928827146894
13,-0.5630999999999999,False,False,0.19874614058615417,-0.1374889905109384,1.2622125392219736,0.01987004075388375,1.412726225211486,1.2951072754544315
14,-0.5618,False,False,0.19880696477585633,-0.13742816632123625,1.2576771112344358,0.01979864300101066,1.411997466161682,1.2943679428414565
15,-0.5605,False,False,0.19886739285405836,-0.13736773824303422,1.2535476727179191,0.019733636427977867,1.411345019348306,1.2937109175332495
16,-0.5591999999999999,False,False,0.1989275318367586,-0.13730759926033398,1.2498266201385528,0.019675058760507593,1.4107688142020733,1.293136273702247
17,-0.5579,False,False,0.19898747250994292,-0.13724765858714966,1.2465161635568864,0.01962294478988247,1.4102687884000735,1.2926440746028063
18,-0.5566,False,False,0.19904729227180556,-0.137187838825287,1.2436183159544054,0.019577326204921072,1.4098448878590295,1.2922343752386636
19,-0.5552999999999999,False,False,0.19910705750870383,-0.13712807358838874,1.2411348834008327,0.019538231437189302,1.4094970667294446,1.2919072245782453
20,-0.5539999999999999,False,False,0.1991668255508366,-0.137068305546256,1.239067456157725,0.01950568552095117,1.4092252873906468,1.291662667365342
21,-0.5527,False,False,0.19922664625749414,-0.13700848483959843,1.2374174008066858,0.019479709969249297,1.4090295204467176,1.2915007455763685
22,-0.5514,False,False,0.19928656327758057,-0.136948567819512,1.2361858534818049,0.019460322667368423,1.4089097447233137,1.2914214995711701
23,-0.5500999999999999,False,False,0.19934661502832995,-0.13688851606876262,1.2353737142758134,0.019447537784775808,1.4088659472653755,1.2914249689813886
24,-0.5488,False,False,0.19940683543606166,-0.1368282956610309,1.2349816428780602,0.019441365706453256,1.4088981233357283,1.2915111933811507
25,-0.5475,False,False,0.19946725448728303,-0.13676787660980955,1.2350100554899681,0.019441812984339498,1.409006276414566,1.291680212789096
26,-0.5462,False,False,0.19952789864607817,-0.1367072324510144,1.2354591230503298,0.019448882309392422,1.4091904181998325,1.2919320680582105
27,-0.5448999999999999,False,False,0.19958879120453718,-0.1366463398925554,1.2363287707888986,0.01946257250456156,1.4094505686084817,1.2922668012204879
28,-0.5436,False,False,0.19964995264719482,-0.13658517844989776,1.2376186791124764,0.019482878538737123,1.409786755778636,1.2926844558674755
29,-0.5423,False,False,0.19971140112799732,-0.13652372996909526,1.2393282858133725,0.019509791561516044,1.4101990160726268,1.2931850776650475
30,-0.5409999999999999,False,False,0.19977315317786293,-0.13646197791922965,1.2414567895759816,0.019543298958403343,1.4106873940809295,1.2937687151201032
31,-0.5397,False,False,0.19983522477844118,-0.1363999063186514,1.2440031547435706,0.019583384425851995,1.4112519426269863,1.2944354207341868
32,-0.5384,False,False,0.19989763294379667,-0.1363374981532959,1.24696611729441,0.019630028065340557,1.4118927227729179,1.2951852526849625
33,-0.5370999999999999,False,False,0.19996039792628842,-0.13627473317080416,1.2503441919644114,0.019683206495499365,1.4126098038261297,1.2960182771508248
34,-0.5357999999999999,False,False,0.20002354606207495,-0.13621158503501762,1.2541356804425803,0.01974289298112526,1.413403263346807,1.2969345712929146
35,-0.5345,False,False,0.20008711299167994,-0.13614801810541263,1.2583386805561074,0.019809057577775395,1.4142731871563057,1.2979342266286684
36,-0.5332,False,False,0.20015114625235167,-0.1360839848447409,1.2629510963538593,0.01988166729050387,1.415219669346433,1.299017351792196
37,-0.5318999999999999,False,False,0.2002157042001897,-0.13601942689690288,1.267970648990566,0.019960686245203134,1.4162428122896251,1.3001840716379254
38,-0.5306,False,False,0.2002808422185963,-0.13595428887849628,1.273394888309124,0.020046075870935265,1.4173427266500207,1.3014345136424597
39,-0.5293,False,False,0.20034655897823514,-0.13588857211885744,1.279221205015208,0.020137795091587505,1.4185195313954277,1.3027687543681579
40,-0.5279999999999999,False,False,0.20041262210716682,-0.13582250898992576,1.2854468433367525,0.020235800525160743,1.419773353810197,1.304186645345432
41,-0.5267,False,False,0.20047804118589171,-0.13575708991120086,1.2920689140607893,0.02034004668899843,1.4211043295089814,1.305687286286779
42,-0.5254,False,False,0.20053972706736486,-0.1356954040297277,1.299084407841539,0.020450486209285586,1.4225126024514108,1.3072676846309685
43,-0.5241,False,False,0.2005373420337091,-0.13569778906338348,1.295421039673535,0.02039281662311622,1.4219618398327185,1.3066568673924512
44,-0.5227999999999999,False,False,0.20050816154040316,-0.13572696955668942,1.2872162007831753,0.02026365415794931,1.4205833689822038,1.3051200535834637
45,-0.5215,False,False,0.2004795885798215,-0.13575554251727107,1.2793910331260103,0.02014046856485602,1.4192821390277364,1.3036670650753213
46,-0.5202,False,False,0.20045313552634034,-0.13578199557075224,1.271949352638513,0.020023319915187958,1.4180580092270147,1.3022993335714506
47,-0.5188999999999999,False,False,0.2004287462740915,-0.1358063848230011,1.264894908688218,0.019912267232353138,1.4169108471769665,1.3010167295863184
48,-0.5176,False,False,0.20040603365170606,-0.13582909744538652,1.258231369334507,0.0198073682597879,1.4158405287994258,1.2998187996138273
49,-0.5163,False,False,0.20038464505628548,-0.1358504860408071,1.2519623064278944,0.019708679226386413,1.4148469383277147,1.298705131513294
50,-0.5149999999999999,False,False,0.200364331982607,-0.13587079911448557,1.246091180647717,0.019616254610960542,1.4139299682941169,1.2976754237905919
51,-0.5136999999999999,False,False,0.20034493952913254,-0.13589019156796003,1.240621326585294,0.019530146907415512,1.4130895195182613,1.2967294748577167
52,-0.5124,False,False,0.20032638202457995,-0.13590874907251263,1.2355559379857453,0.01945040639242322,1.4123255010963884,1.295867158416299
53,-0.5111,False,False,0.20030862166665275,-0.13592650943043982,1.2308980532665763,0.019377080897452437,1.4116378303915216,1.2950884018585342
54,-0.5097999999999999,False,False,0.20029165274697794,-0.13594347835011464,1.2266505414345814,0.019310215587069475,1.411026433024526,1.2943931702614808
55,-0.5085,False,False,0.2002754906365541,-0.1359596404605385,1.2228160885245143,0.019249852745452607,1.4104912428660663,1.2937814551509805
56,-0.5072,False,False,0.20026016429528326,-0.13597496680180932,1.2193971846830978,0.019196031573065563,1.4100322020294542,1.2932532668007104
57,-0.5059,False,False,0.20024571129992563,-0.13598941979716694,1.2163961120202338,0.019148787995408482,1.409649260864385,1.2928086290626264
58,-0.5045999999999999,False,False,0.20023217465820795,-0.13600295643888463,1.213814933345634,0.019108154485707362,1.409342377951568,1.2924475759983907
59,-0.5033,False,False,0.20021960088317511,-0.13601553021391746,1.2116554819034955,0.01907415990331494,1.4091115200982491,1.2921701497876465
60,-0.502,False,False,0.20020803894479194,-0.13602709215230063,1.2099193522103089,0.019046829349477386,1.4089566623346177,1.2919763995317943
