action_index,action,is_leader,is_maximizer,active_acquisition,estimated_gap,lambda_q,b_infer,b_struct,psi
0,-0.58,False,False,0.1982344861501348,-0.1217056964506105,1.2844428667860168,0.0202199956948654,1.0595823676491762,0.9580966668934312
1,-0.5787,False,False,0.19830428224842236,-0.12163590035232294,1.290644391057139,0.020317621519498192,1.0605141078046667,0.959195828971842
2,-0.5773999999999999,False,False,0.19837284107884473,-0.12156734152190057,1.2972418177010263,0.02042147973054528,1.0615199934804254,0.96037413168907
3,-0.5761,False,False,0.19843592546942992,-0.12150425713131538,1.3042321048734868,0.0205315224425942,1.062600133474028,0.9616273987853069
4,-0.5748,False,True,0.19848175100064103,-0.12145843160010428,1.30917008227085,0.020609257221071244,1.0633020960814206,0.9624529217023875
5,-0.5735,False,False,0.19848745699886144,-0.12145272560188386,1.3010592726459476,0.020481574986276504,1.0615894577658136,0.9606183071502062
6,-0.5721999999999999,False,False,0.19847588472685915,-0.12146429787388616,1.2933294947658298,0.02035989104104246,1.0599510812813753,0.9588466744485316
7,-0.5709,False,False,0.19845859244507996,-0.12148159015566534,1.2859843879858615,0.020244262676940197,1.0583867894197074,0.9571494619409823
8,-0.5696,False,False,0.19843996786164825,-0.12150021473909706,1.279027519380328,0.02013474604767539,1.056896412985478,0.9555309442940564
9,-0.5682999999999999,False,False,0.19842214383068504,-0.12151803877006026,1.2724623695087374,0.02003139594501814,1.0554797907781182,0.953993147953076
10,-0.567,False,False,0.1984061620099873,-0.12153402059075799,1.2662923180821188,0.019934265573158548,1.0541367695743888,0.9525370145567894
11,-0.5657,False,False,0.19839252394946078,-0.12154765865128453,1.2605206296270641,0.019843406323026756,1.052867204111808,0.9511629517835501
12,-0.5644,False,False,0.1983814506781985,-0.12155873192254679,1.255150439251449,0.01975886754821363,1.051670957072937,0.9498710926986038
13,-0.5630999999999999,False,False,0.19837301589423711,-0.12156716670650819,1.2501847386208562,0.019680696344208413,1.05054789907053,0.9486614287082301
14,-0.5618,False,False,0.19836721882904917,-0.12157296377169613,1.2456263622586268,0.01960893733273094,1.0494979086335388,0.9475338821945736
15,-0.5605,False,False,0.19836402515478282,-0.12157615744596248,1.2414779742849382,0.019543632452975173,1.0485208721939745,0.9464883472009872
16,-0.5591999999999999,False,False,0.19836338993068167,-0.12157679267006363,1.237742055711268,0.019484820761595703,1.0476166840746228,0.9455247121661549
17,-0.5579,False,False,0.1983652702550089,-0.12157491234573639,1.2344208924058722,0.019432538243257552,1.0467852464776146,0.9446428723751358
18,-0.5566,False,False,0.1983696320484558,-0.12157055055228949,1.2315165638434564,0.019386817633530888,1.0460264694738501,0.9438427365550915
19,-0.5552999999999999,False,False,0.19837645357344671,-0.12156372902729859,1.2290309327479716,0.019347688255845534,1.0453402709932682,0.9431242302218151
20,-0.5539999999999999,False,False,0.19838572722653058,-0.12155445537421472,1.226965635731412,0.019315175874124776,1.0447265768159721,0.9424872973158822
21,-0.5527,False,False,0.19839746050839488,-0.12154272209235042,1.2253220750236786,0.01928930256259495,1.044185320564202,0.9419319010344465
22,-0.5514,False,False,0.19841167670171445,-0.12152850589903086,1.224101411379092,0.019270086594118142,1.0437164436951532,0.9414580243902404
23,-0.5500999999999999,False,False,0.19842841556708335,-0.12151176703366195,1.2233045582340902,0.019257542348221326,1.0433198954946468,0.9410656708092061
24,-0.5488,False,False,0.19844773423867507,-0.12149244836207024,1.2229321771782313,0.01925168023979983,1.042995633071643,0.9407548649493725
25,-0.5475,False,False,0.1984697084255315,-0.12147047417521381,1.222984674787027,0.01925250666925908,1.042743621353602,0.9405256538476474
26,-0.5462,False,False,0.1984944339777971,-0.12144574862294821,1.2234622008506175,0.01926002399463,1.0425638330826907,0.9403781084543725
27,-0.5448999999999999,False,False,0.19852202884513362,-0.12141815375561169,1.2243646480171444,0.019274230525954884,1.0424562488128344,0.9403123255831776
28,-0.5436,False,False,0.19855263542796966,-0.12138754717277564,1.2256916528541215,0.019295120541995756,1.0424208569076132,0.9403284302768333
29,-0.5423,False,False,0.19858642329615805,-0.12135375930458725,1.2274425983155444,0.019322684329072172,1.0424576535390044,0.9404265785634893
30,-0.5409999999999999,False,False,0.1986235922226898,-0.1213165903780555,1.2296166175871148,0.019356908241593643,1.0425666426869675,0.9406069605505056
31,-0.5397,False,False,0.1986643754557317,-0.1212758071450136,1.2322125992671638,0.019397774783618888,1.0427478361398754,0.9408698037784807
32,-0.5384,False,False,0.19870904314107665,-0.12123113945966865,1.2352291938268773,0.01944526271055424,1.043001253495788,0.9412153767466735
33,-0.5370999999999999,False,False,0.19875790583223235,-0.12118227676851295,1.2386648212805222,0.019499347149900058,1.0433269221645742,0.9416439925459613
34,-0.5357999999999999,False,False,0.19881131813331743,-0.12112886446742788,1.2425176799847655,0.019559999739771697,1.0437248773708738,0.9421560126432177
35,-0.5345,False,False,0.19886968281015804,-0.12107049979058726,1.2467857564760791,0.019627188783762156,1.0441951621579109,0.9427518511510857
36,-0.5332,False,False,0.1989334564252573,-0.121006726175488,1.2514668362467187,0.019700879420580044,1.0447378273921462,0.9434319806372382
37,-0.5318999999999999,False,False,0.1990031594264343,-0.12093702317431101,1.2565585153530283,0.019781033806790176,1.0453529317687802,0.9441969424012594
38,-0.5306,False,False,0.19907939899193544,-0.12086078360880986,1.2620582127448423,0.01986761131090587,1.046040541818102,0.945047369520198
39,-0.5293,False,False,0.1991629297790201,-0.12077725282172522,1.2679631832016005,0.019960568717032248,1.0468007319126846,0.9459840478079917
40,-0.5279999999999999,False,False,0.19925483241984374,-0.12068535018090157,1.274270530759357,0.020059860436237305,1.047633584275431,0.9470080945307667
41,-0.5267,False,False,0.1993570562243817,-0.12058312637636359,1.2809772225131613,0.020165438723832176,1.0485391889884628,0.9481215013359313
42,-0.5254,False,False,0.19947388100933028,-0.12046630159141503,1.28808010268116,0.020277253900771456,1.04951764400287,0.9493285963122264
43,-0.5241,False,False,0.1995052357343216,-0.1204349468664237,1.284412680953548,0.020219520502532326,1.0485325700243593,0.9483171436604679
44,-0.5227999999999999,False,False,0.1995001135737983,-0.12044006902694701,1.2761648636779634,0.020089681461717957,1.0467152474066905,0.9463648598414615
45,-0.5215,False,False,0.19950008226242125,-0.12044010033832406,1.2682997736455408,0.01996586740139058,1.044970577811097,0.9444963448741635
46,-0.5202,False,False,0.19950396599366896,-0.12043621660707635,1.260821356803788,0.01984814043956547,1.0432983725324152,0.9427102963649043
47,-0.5188999999999999,False,False,0.19951133507870417,-0.12042884752204114,1.2537334897475703,0.019736561602492618,1.0416984507032907,0.9410061647837422
48,-0.5176,False,False,0.19952196220091403,-0.12041822039983127,1.2470399642605854,0.01963119058130507,1.0401706392746197,0.9393836094560936
49,-0.5163,False,False,0.19953570886247723,-0.12040447373826807,1.2407444716782412,0.019532085485855725,1.0387147729968287,0.9378423847444164
50,-0.5149999999999999,False,False,0.1995524767906481,-0.1203877058100972,1.2348505871785294,0.019439302597420674,1.0373306944020002,0.9363822911893237
51,-0.5136999999999999,False,False,0.19957218306007532,-0.12036799954066998,1.229361754115317,0.019352896122070237,1.036018253786846,0.9350031503682463
52,-0.5124,False,False,0.19959474926467677,-0.12034543333606854,1.224281268515182,0.0192729179466146,1.034777309196509,0.933704793807055
53,-0.5111,False,False,0.19962009844373352,-0.12032008415701179,1.2196122638643145,0.019199417399115685,1.0336077264092127,0.9324870596513166
54,-0.5097999999999999,False,False,0.19964815552746346,-0.12029202707328185,1.2153576963158002,0.019132441016016813,1.0325093789217417,0.9313497928644766
55,-0.5085,False,False,0.19967884891551613,-0.12026133368522918,1.2115203304496909,0.01907203231797444,1.0314821479357614,0.9302928465685067
56,-0.5072,False,False,0.19971211205600295,-0.12022807054474235,1.2081027257184274,0.01901823159647889,1.030525922344968,0.9293160833967047
57,-0.5059,False,False,0.1997478846013707,-0.12019229799937461,1.2051072237083258,0.01897107571332173,1.0296405987230686,0.9284193764370157
58,-0.5045999999999999,False,False,0.19978611306638827,-0.12015406953435703,1.202535936343864,0.018930597914904913,1.0288260813125962,0.9276026096931441
59,-0.5033,False,False,0.19982675106050807,-0.12011343154023724,1.200390735155396,0.0188968276632907,1.0280822820145552,0.9268656781376087
60,-0.502,False,False,0.19986975921326727,-0.12007042338747803,1.1986732417226829,0.018869790485761494,1.0274091203788873,0.9262084874771708
61,-0.5006999999999999,False,False,0.19991510491464148,-0.12002507768610382,1.197384819396367,0.018849507844497376,1.0268065235957748,0.9256309537541684
62,-0.49939999999999996,False,False,0.19996276198249405,-0.11997742061825126,1.1965265663873146,0.01883599702778696,1.026274426487761,0.9251330028972967
63,-0.4981,False,False,0.2000127103615585,-0.11992747223918682,1.1960993102998594,0.01882927106396845,1.0258127715027048,0.9247145703274864
64,-0.49679999999999996,False,False,0.20006493596041838,-0.11987524664032692,1.1961036041695865,0.018829338659055502,1.0254215087075527,0.9243756007262812
65,-0.49549999999999994,False,False,0.2001194307494526,-0.1198207518512927,1.1965397240497078,0.01883620415874142,1.025100595782939,0.9241160480903878
66,-0.4942,False,False,0.20017619327817746,-0.11976398932256785,1.1974076681726196,0.018849867535200175,1.0248499980186094,0.9239358762312417
