action_index,action,is_leader,is_maximizer,active_acquisition,estimated_gap,lambda_q,b_infer,b_struct,psi
0,-0.58,False,False,0.18519838674174213,-0.13662986035469885,1.2824656844612332,0.02018887043493451,0.7099444711689624,0.593503481249198
1,-0.5787,False,False,0.18503093952184366,-0.13679730757459732,1.2886810106688316,0.020286713532832894,0.7095239042750383,0.5930133102332739
2,-0.5773999999999999,False,False,0.18485398883832024,-0.13697425825812073,1.2952927474142397,0.020390797016796847,0.7091421122398148,0.5925586509984909
3,-0.5761,False,False,0.1846662838300343,-0.13716196326640667,1.302297828008208,0.020501072610297277,0.7087990537682936,0.5921381631121841
4,-0.5748,False,False,0.1845267047639969,-0.13730154233244407,1.3072474720748117,0.020578991048170868,0.7084946917549348,0.5917721404706616
5,-0.5735,False,False,0.18473554039847473,-0.13709270669796625,1.2991290923248928,0.020451189642723078,0.7082289932796478,0.5915874762244047
6,-0.5721999999999999,False,False,0.18493218590225835,-0.13689606119418263,1.2913922675512686,0.020329394763667026,0.7080019296042259,0.5914352631737103
7,-0.5709,False,False,0.18512185140808274,-0.13670639568835824,1.2840406588400548,0.020213664044664292,0.7078134761692403,0.5913207445255464
8,-0.5696,False,False,0.18530520967858816,-0.13652303741785282,1.277077854496088,0.02010405397363678,0.7076636125913847,0.5912446291471686
9,-0.5682999999999999,False,False,0.18548232873196402,-0.13634591836447696,1.270507355690799,0.02000061966683223,0.7075523226612674,0.5912070239636227
10,-0.567,False,False,0.1856530734499278,-0.1361751736465132,1.2643325620077606,0.019903414641278906,0.7074795943416611,0.5912078353364267
11,-0.5657,False,False,0.18581726955106517,-0.1360109775453758,1.2585567569847504,0.019812490587185417,0.7074454197662003,0.59124693280801
12,-0.5644,False,False,0.1859747662244628,-0.13585348087197818,1.2531830937574717,0.019727897141940853,0.7074497952385295,0.5913242115084921
13,-0.5630999999999999,False,False,0.18612545213804643,-0.13570279495839455,1.2482145809152432,0.019649681667451804,0.7074927212319042,0.5914396079409615
14,-0.5618,False,False,0.18626925383698828,-0.1355589932594527,1.2436540686829294,0.01957788903261511,0.7075742023892412,0.5915930981624036
15,-0.5605,False,False,0.1864061290738181,-0.13542211802262288,1.2395042355459183,0.019512561402765183,0.7076942475236224,0.5917846909037647
16,-0.5591999999999999,False,False,0.186536059651465,-0.13529218744497598,1.2357675754359188,0.01945373803794988,0.7078528696192465,0.5920144202122204
17,-0.5579,False,False,0.18665904512437614,-0.13516920197206483,1.2324463855946233,0.01940145510187748,0.7080500858328336,0.5922823389626463
18,-0.5566,False,False,0.1867750975643409,-0.13505314953210007,1.2295427552297993,0.019355745483338252,0.708285917495482,0.5925885134467201
19,-0.5552999999999999,False,False,0.18688423727144649,-0.1349440098249945,1.2270585550740618,0.019316638631836257,0.7085603901149742,0.5929330189218159
20,-0.5539999999999999,False,False,0.18698648925889122,-0.13484175783754976,1.224995427950438,0.019284160409070293,0.7088735333785363,0.5933159359500568
21,-0.5527,False,False,0.18708188036349996,-0.13474636673294102,1.2233547804409026,0.01925833295777804,0.7092253811560488,0.5937373473808858
22,-0.5514,False,False,0.18717043686758283,-0.13465781022885814,1.2221377757444405,0.019239174589306057,0.7096159715037105,0.5941973358641583
23,-0.5500999999999999,False,False,0.1872521825467207,-0.13457606454972026,1.2213453277999742,0.01922669969109154,0.710045346668154,0.5946959818095253
24,-0.5488,False,False,0.18732713708153148,-0.1345011100149095,1.2209780967368904,0.019220918655043474,0.7105135530910158,0.5952333617311498
25,-0.5475,False,False,0.18739531479217675,-0.13443293230426423,1.2210364857021072,0.019221837827593565,0.711020641413959,0.5958095469372884
26,-0.5462,False,False,0.18745672367504343,-0.13437152342139755,1.2215206390978857,0.0192294594819555,0.7115666664841513,0.5964246025447093
27,-0.5448999999999999,False,False,0.1875113647439512,-0.13431688235248979,1.2224304422492132,0.019243781812888792,0.7121516873601963,0.5970785868205953
28,-0.5436,False,False,0.18755923170563307,-0.1342690153908079,1.2237655225038133,0.019264798954015408,0.7127757673185223,0.5977715508817298
29,-0.5423,False,False,0.18760031103406666,-0.13422793606237432,1.2255252517520545,0.019292501017488733,0.7134389738602257,0.5985035388153401
30,-0.5409999999999999,False,False,0.18763458255553578,-0.1341936645409052,1.2277087503384503,0.019326874155569326,0.7141413787183729,0.599274588333037
31,-0.5397,False,False,0.18766202072596544,-0.13416622637047554,1.2303148923214782,0.019367900643426188,0.7148830578657583,0.600084732138709
32,-0.5384,False,False,0.18768259689490002,-0.13414565020154096,1.2333423120242657,0.019415558982259187,0.7156640915231214,0.6009340003038396
33,-0.5370999999999999,False,False,0.18769628305134997,-0.134131964045091,1.2367894118056537,0.019469824021632907,0.716484564167824,0.6018224241443659
34,-0.5357999999999999,False,False,0.18770305793188227,-0.1341251891645587,1.2406543709694158,0.01953066709972765,0.7173445645429868,0.6027500424781558
35,-0.5345,False,False,0.18770291713997306,-0.13412532995646792,1.2449351557192083,0.019598056200052557,0.7182441856670896,0.6037169119106742
36,-0.5332,False,False,0.18769589045458415,-0.13413235664185683,1.24962953005827,0.01967195612303117,0.7191835248440294,0.6047231243252037
37,-0.5318999999999999,False,False,0.1876820723514456,-0.13414617474499538,1.2547350675261069,0.01975232867076305,0.7201626836736479,0.6057688375994156
38,-0.5306,False,False,0.187661676018008,-0.13416657107843297,1.2602491636594237,0.019839132843186637,0.7211817680627186,0.6068543298274722
39,-0.5293,False,False,0.18763512280066164,-0.13419312429577934,1.2661690490614237,0.01993232504381916,0.7222408882364019,0.6079800889844417
40,-0.5279999999999999,False,False,0.18760315705911185,-0.13422509003732913,1.2724918029622145,0.020031859293227688,0.7233401587501694,0.609146928006068
41,-0.5267,False,False,0.18756687468045544,-0.13426137241598554,1.2792143671534348,0.020137687448391228,0.7244796985021902,0.6103560135345959
42,-0.5254,False,False,0.18752667655427177,-0.1343015705421692,1.286333560182167,0.02024975942614457,0.7256596307461961,0.6116078196301715
43,-0.5241,False,False,0.18771946106584694,-0.13410878603059403,1.282667811106964,0.020192052359185232,0.7268800831048088,0.6129633494333999
44,-0.5227999999999999,False,False,0.1880106109192119,-0.13381763617722908,1.2744154810161505,0.02006214227659325,0.7281411875833439,0.6143856936827081
45,-0.5215,False,False,0.18829659659273887,-0.1335316505037021,1.2665464206895671,0.01993826571497997,0.7294430805840919,0.6158496957953697
46,-0.5202,False,False,0.1885782429609097,-0.13325000413553129,1.2590645961233151,0.019820485107970257,0.7307859029210695,0.6173563838935084
47,-0.5188999999999999,False,False,0.18885599599207098,-0.13297225110437,1.251973903366034,0.019708861788059896,0.7321697998352494,0.6189064105189394
48,-0.5176,False,False,0.1891300785164215,-0.13269816858001948,1.2452781529411727,0.019603455741387412,0.7335949210102708,0.6205002081716388
49,-0.5163,False,False,0.18940064024556952,-0.13242760685087146,1.2389810540887656,0.019504325359664464,0.7350614205886297,0.6221381390974227
50,-0.5149999999999999,False,False,0.18966781890479403,-0.13216042819164694,1.2330861989344875,0.019411527190961474,0.7365694571883498,0.6238205561876643
51,-0.5136999999999999,False,False,0.18993175729593303,-0.13189648980050794,1.2275970467016792,0.019325115691169688,0.7381191939201399,0.6255478198108017
52,-0.5124,False,False,0.19019260594678103,-0.13163564114965995,1.2225169080888356,0.019245142978067977,0.7397107984050361,0.6273203002334441
53,-0.5111,False,False,0.19045052185263142,-0.13137772524380956,1.217848929940508,0.01917165859000867,0.741344442792531,0.6291383761387301
54,-0.5097999999999999,False,False,0.19070566657091892,-0.13112258052552206,1.2135960803434005,0.019104709251296863,0.743020303779194,0.6310024325049688
55,-0.5085,False,False,0.19095820460581056,-0.13087004249063042,1.2097611342815662,0.019044338646371194,0.7447385626277829,0.6329128587835238
56,-0.5072,False,False,0.1912083022739659,-0.13061994482247508,1.2063466599847292,0.018990587204896006,0.7464994051868505,0.6348700475692715
57,-0.5059,False,False,0.19145612701276454,-0.13037212008367643,1.2033550061018872,0.01894349189984522,0.7483030219108444,0.6368743937270132
58,-0.5045999999999999,False,False,0.1917018470433361,-0.13012640005310488,1.2007882898282844,0.018903086060594425,0.7501496078807075,0.638926293888197
59,-0.5033,False,False,0.1919456313134653,-0.1298826157829757,1.1986483861076371,0.018869399202939802,0.7520393628249789,0.6410261462449429
60,-0.502,False,False,0.19218764967363247,-0.1296405974228085,1.1969369180231169,0.01884245687783079,0.7539724911413952,0.6431743505964175
61,-0.5006999999999999,False,False,0.19242807326592462,-0.12940017383051636,1.1956552484801686,0.018822280540439076,0.7559492019190005,0.6453713086289232
62,-0.49939999999999996,False,False,0.19266707512520284,-0.12916117197123814,1.1948044732718568,0.01880888744099168,0.7579697089607585,0.6476174244305121
63,-0.4981,False,False,0.19290483100391284,-0.12892341609252814,1.1943854156033145,0.01880229053857357,0.7600342308066814,0.6499131052527268
64,-0.49679999999999996,False,False,0.19314152043614774,-0.12868672666029324,1.1943986221362692,0.018802498438859675,0.7621429907574644,0.6522587625360308
65,-0.49549999999999994,False,False,0.19337732805202512,-0.12845091904441586,1.1948443605977728,0.01880951535647096,0.7642962168986399,0.6546548132106951
66,-0.4942,False,False,0.19361244513753198,-0.128215801958909,1.1957226189795744,0.01882334110237077,0.7664941421252458,0.6571016812687076
67,-0.49289999999999995,False,False,0.19384707140339266,-0.12798117569304832,1.1970331063363335,0.01884397109643049,0.7687370041670181,0.6595997995704003
68,-0.4916,False,False,0.19408141687344693,-0.12774683022299405,1.1987752551724657,0.01887139640500381,0.7710250456141012,0.662149611796111
69,-0.49029999999999996,False,False,0.1943157037228241,-0.12751254337361687,1.2009482253892614,0.01890560380306319,0.7733585139432891,0.6647515743727355
70,-0.489,False,False,0.19455016778747566,-0.12727807930896531,1.2035509097463049,0.018946575860174765,0.7757376615447904,0.6674061580959998
71,-0.48769999999999997,False,False,0.19478505934219428,-0.1270431877542467,1.2065819407745884,0.018994291049326192,0.77816274574953,0.6701138490446096
72,-0.48639999999999994,False,False,0.19502064265178864,-0.12680760444465233,1.2100396990633036,0.01904872387737922,0.7806340288569793,0.6728751482897062
73,-0.4851,False,False,0.19525719386088905,-0.12657105323555193,1.2139223228284526,0.01910984503570099,0.7831517781635279,0.6756905699636769
74,-0.48379999999999995,False,False,0.19549499725658617,-0.1263332498398548,1.2182277186593211,0.01917762156933747,0.7857162659913959,0.6785606377208786
75,-0.4825,False,False,0.19573434125128267,-0.1260939058451583,1.2229535733287331,0.019252017062933207,0.788327769718087,0.6814858809358619
76,-0.48119999999999996,False,False,0.19597551802909519,-0.1258527290673458,1.2280973665449577,0.019332991841474807,0.7909865718063895,0.6844668345805185
77,-0.4799,False,False,0.19621883362932654,-0.12560941346711443,1.233656384517239,0.01942050318384262,0.7936929598349299,0.6875040495516581
78,-0.47859999999999997,False,False,0.1964646284704544,-0.12536361862598658,1.239627734203186,0.019514505547096432,0.7964472265292757,0.6905981134503856
79,-0.47729999999999995,False,False,0.19671324972480753,-0.12511499737163345,1.246008358104638,0.019614950799395386,0.7992496697935974,0.6937496232213592
80,-0.476,False,False,0.19696470901311036,-0.12486353808333062,1.2527950494790543,0.019721788459459204,0.8021005927428904,0.696958843119019
