action_position_x,action_position_xhat,node_x,node_xhat,action_key_x,action_key_xhat,stable_pair_key,descriptor_graph_distance,distance_quartile,total_structural_influence,factors_for_50_percent,factor_fraction_for_50_percent,factors_for_75_percent,factor_fraction_for_75_percent,factors_for_90_percent,factor_fraction_for_90_percent,factors_for_95_percent,factor_fraction_for_95_percent
18,78,274,745,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000011269,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:cc03880303e4d6164d01b8f157ff95d1d5f4ac63807ce8ea13723bb9eb6b122a,7,3,1.6860040454699814,815,0.006534742378806587,5412,0.04339389663079908,50546,0.40528231690694205,84510,0.6776086851937972
18,62,274,691,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010085,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:d34ce30b7a9cc6c5f912e4d12461effb7f2c00667d371945bb88cc0c75cdca63,7,3,1.6485252342129582,798,0.00639843486906461,4623,0.037067624561009635,49615,0.3978174762263667,84049,0.6739123462531471
18,163,274,1932,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010337,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:d656df65544a911e926cbde008ed17c82762e94b97ba1cbb1c6c338e99b22aea,7,3,1.6057607428630498,779,0.006246091181705929,4222,0.03385237094886063,50659,0.4061883609422858,84362,0.6764220080501612
18,79,274,746,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000011024,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:d9370cdc9701ddebc40908ade300ef0b1b82e19b20257a299c2a519823ad97da,7,3,1.6993132730125966,823,0.006598887089273401,5054,0.040523420837409195,49820,0.3994611844320788,84230,0.6753636203274588
13,18,143,274,current-nlr-pbe-gw-v1:gw:matdb:000010014,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:db68d5cd81e192a0b7bda51f8348e653b27678732839f6c996f3fc30f1a5b3e6,7,3,1.6201404112702797,784,0.006286181625747686,4233,0.0339405699257525,49601,0.3977052229830498,84175,0.6749226254429994
18,119,274,1254,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000289924,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:df3181e5959b538f09f4e09ca2af2caec22bdc8c27c2a6656c8e1501e63ed21d,7,3,1.5295607427171187,741,0.005941403806988566,2732,0.021905418624416684,48948,0.39246941099119614,84081,0.6741689250950144
18,156,274,1880,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000290207,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:dffd4d6571406db75c12791cf040ef05aaf604e17653d91f003841a9fca899a9,7,3,1.3746007923447732,667,0.005348065235170544,1076,0.008627463557786366,48776,0.39109029971615966,84219,0.6752754213505668
18,103,274,958,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010244,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:e407429e01b4f19c475f4f97d1790d656eff5ed2c20bb3c493b1c2a62d04fc36,7,3,1.7739054872505324,856,0.006863484019949005,5857,0.04696194615051556,49048,0.3932712198720313,83917,0.6728539585304447
18,173,274,2017,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010309,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:e5c547362e6df680ab02207e9e7e2d24a8cf7d03858bb2692f48982dd3fc1d49,7,3,1.4155864271297578,688,0.005516445100145929,1694,0.01358264244134768,49208,0.3945541140813676,84131,0.674569829535432
18,159,274,1911,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000290146,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:e847d0b70ebd40c24bc832c65fe0e3cebb15abe36414cf756fbf685411b119c0,7,3,1.6377933200520327,793,0.006358344425022851,4482,0.035937074039032055,50583,0.4055789861928511,84460,0.6772077807533796
18,70,274,708,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000286988,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:e906dbf95fbd861d46bdbb2239333ad604a628609cba71bc51579f1c1c675f6a,7,3,1.766272105984999,854,0.0068474478423323016,5711,0.04579130518449622,49661,0.3981863083115509,83969,0.6732708991484789
18,174,274,2019,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000287088,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:f510081ca74621711b1e5951e887198ea25fb01f19f3a4599d2747f79fb8b133,7,3,1.5215837711481968,738,0.005917349540563511,3160,0.025337160634391186,50153,0.40213120800525987,84381,0.6765743517375199
18,40,274,506,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000286968,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:f7c088c99118e08133f32a540923a4e1ec4ed751ce438e8f4279a0fa82180880,7,3,1.5314520981601512,743,0.00595743998460527,3140,0.025176798858224155,50001,0.4009124585063904,84304,0.6759569588992768
51,95,567,889,current-nlr-pbe-gw-v1:gw:matdb:000289780,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:065008d77b6a9db58faa0cd51a22d9c78583a7ec171f591165bd89e314ca2afd,7,3,1.4535049885297129,700,0.0056126621658461485,1873,0.015017880338042624,49329,0.3955243028271781,84014,0.6736317131448548
21,95,299,889,current-nlr-pbe-gw-v1:gw:matdb:000010038,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:190d0f6b1b7d60984c823cbcccbff6f27477d38d1acbbaadac1ab09bf4709cba,7,3,1.6683043562173445,806,0.006462579579531423,4587,0.03677897336390898,51201,0.4105341650764124,84845,0.680294744944595
95,190,889,2124,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:gw:matdb:000290308,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:25d66f188a2f1cd5cfa180a38337a398e7a86e6428f5dd42b5d6a28a2168c022,7,3,1.6308123224898352,786,0.00630221780336439,4082,0.032729838515691397,49655,0.39813819977870074,84122,0.6744976667361567
24,95,316,889,current-nlr-pbe-gw-v1:gw:matdb:000286938,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:260ca2612db2289785338c96231a0d8cc0fd503fa6261f716099cb8fbc6e24ce,7,3,1.539710057939228,743,0.00595743998460527,3015,0.0241745377571802,50218,0.4026523837778027,84469,0.6772799435526548
49,95,559,889,current-nlr-pbe-gw-v1:gw:matdb:000010042,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:26283c9bad04e871494193a57cb7d6a349493bbdb99909cd31ecf48fbc05c86e,7,3,1.6885193369492641,816,0.00654276046761494,4993,0.040034317420099746,51481,0.41277922994275085,84863,0.6804390705431453
20,95,295,889,current-nlr-pbe-gw-v1:gw:matdb:000286928,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:30b61fa5dfd7feaaada8b343ccc9af15cf888eb019bf67b5f0dad6e299504731,7,3,1.625196868457067,784,0.006286181625747686,4053,0.032497313940249205,50544,0.40526628072932536,84669,0.6788835613143251
22,95,310,889,current-nlr-pbe-gw-v1:gw:matdb:000011844,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:318cf3095b5b9f55bc8f0b11e5983b6b8b69acf2d65eb086f697fc6a433bd08b,7,3,1.6195861588436806,782,0.006270145448130983,3799,0.030460719382927885,50184,0.40237976875831877,84444,0.677079491332446
95,152,889,1797,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:gw:matdb:000290129,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:41f23ca406a1edb6e60887dd69b6783e1373c7cef38f141bbe5eed69d37425b4,7,3,1.6386882397336524,792,0.0063503263362145,4294,0.03442967334306195,49808,0.39936496736637855,83971,0.6732869353260956
95,120,889,1256,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:gw:matdb:000290331,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:480d4b9f5e81de56519753a92ee932882c56233bd133432391a4e4ee3ba50083,7,3,1.6575352098610536,799,0.0064064529578729615,4221,0.03384435286005228,49760,0.3989800991035777,84116,0.6744495582033067
68,95,706,889,current-nlr-pbe-gw-v1:gw:matdb:000289894,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:5741f78015c95a8e66ff696129c5be7e62619662563fad8d23eaf3f2630e87a3,7,3,1.902873537196831,913,0.007320515082025049,5640,0.04522202087910326,49239,0.3948026748344265,83948,0.6731025192835036
25,95,318,889,current-nlr-pbe-gw-v1:gw:matdb:000286943,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854|current-nlr-pbe-gw-v1:composition:61ef3c9e7df65ecf9ee295f77a6d29a95ea825593b61d46416633c9947c51822,7,3,1.5424291681488875,745,0.005973476162221973,3064,0.02456742410878943,50202,0.4025240943568691,84457,0.6771837264869546
18,95,274,889,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854,8,4,1.5516390266286164,749,0.006005548517455379,3195,0.025617793742683494,50378,0.40393527798713896,84564,0.6780416619894482
18,86,274,841,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000012300,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:0b94e76aa884cb1721d9ca69613a4184b1ca50f21d41e2a6aa1c7b9d4a212d34,8,4,1.5604428896540548,756,0.006061675139113841,3373,0.027045013550570086,49270,0.3950512355874854,84355,0.6763658814285027
18,90,274,863,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010163,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:14d099e47ad18278b65ff2ff1de6f0c5529ad08e95358e562e956ade0f63d887,8,4,1.4767766938463684,717,0.005748969675588127,2343,0.018786382077967897,49489,0.3968071970365144,84376,0.676534261293478
18,37,274,503,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000011636,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:16875af382ac8f537e38a231d465af418ca874db6e445f6f73cfa4b358cafec7,8,4,1.726813608894289,836,0.006703122243781972,5923,0.04749114001186677,49893,0.4000465049150884,84059,0.6739925271412306
0,18,48,274,current-nlr-pbe-gw-v1:gw:matdb:000286913,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:200e7dadb9f07b12e1d820065e9ad2de9ecc0c5bcf2e909f9320acf1815a2e53,8,4,1.7579553018635026,849,0.006807357398290544,5610,0.04498147821485271,48825,0.3914831860677689,83856,0.6723648551131353
18,84,274,797,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010806,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:23dae1a0b26ebe02c60201c9521e57481521b5be8569d95d008d076bef4ed436,8,4,1.5117292783602663,734,0.005885277185330105,2707,0.021704966404207892,49318,0.39543610385028627,84388,0.6766304783591783
18,73,274,712,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000011744,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:27da5ac79a0bc52eb148d6dc0f4af2dc351cb4a16c185bed68cd16a05e4f2e8c,8,4,1.466477558831111,711,0.005700861142738017,2343,0.018786382077967897,49453,0.3965185458394137,84302,0.6759409227216601
18,89,274,861,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000012367,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:30ff1092b71608599e3821d185496cef81424627ef43b49d7cb90c7eeeaef869,8,4,1.5518606940074684,753,0.006037620872688786,3454,0.02769447874404657,49642,0.39803396462419216,84444,0.677079491332446
18,88,274,855,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010152,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:3a6f16f15cfe05c00e0e4858a0ff8d4bc45dfeeea1f75644a3d33d58867b89dd,8,4,1.4952876152329022,725,0.00581311438605494,2692,0.02158469507208262,49708,0.3985631584855434,84505,0.6775685947497554
18,99,274,904,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000012289,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:3d96862037347b8da76c0e5dd752aa1a8dff0009bc4b433f857d08a953a01f10,8,4,1.5145157803609446,734,0.005885277185330105,2738,0.021953527157266794,49509,0.3969675588126814,84498,0.677512468128097
18,32,274,498,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000012401,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:508487e74049c737f1b83faf1d041e0a7996c6c0423c5eb7344c95e57e8b73d0,8,4,1.6683346652406965,809,0.006486633845956478,4749,0.038077903750861945,50644,0.4060680896101605,84514,0.6776407575490306
18,93,274,885,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010188,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:5eab7424f98d1f6c970a7bd477418be6dca168d7038052bae51d765d2223f37f,8,4,1.5822600798182398,765,0.006133837938389006,3399,0.02725348385958723,50225,0.4027085103994612,84497,0.6775044500392886
18,87,274,853,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000009700,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:63398fda16887e832d9c742d4301da19ac23815f828ae08d633d6815c8ca451a,8,4,1.397855118773553,677,0.005428246123254061,1365,0.01094469122339999,49547,0.39727224618739876,84555,0.677969499190173
18,184,274,2063,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010790,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:64ad867f1a1df0fe15fd01b303015da90c0b0a4a46214d321f46b6a441d8745b,9,4,1.778012682093036,861,0.006903574463990763,6459,0.05178883561314325,48821,0.3914511137125355,83778,0.6717394441860838
18,164,274,1970,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000011873,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:6523928fd5485073bec2572e48b522da25bd00f3652e39046494f288b07c5947,9,4,1.7681578172578765,856,0.006863484019949005,6316,0.050642248913548966,48867,0.39181994579771967,83795,0.6718757516958258
18,42,274,508,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000012174,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:66a5fbfa7bf7d6d11e6b2be939d95f4b068300b3d3102dec3611baa884807110,8,4,1.6374838562979868,794,0.006366362513831203,4476,0.035888965506181945,50241,0.40283679982039483,84392,0.6766625507144117
18,34,274,500,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000289708,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:87e4d897747d83b520e6dbd88cc326aa09611bdcf7ae747f5eff27000a015ec7,8,4,1.6283927640658096,789,0.006326272069789445,4229,0.03390849757051909,50775,0.4071184592440546,84587,0.6782260780320403
18,35,274,501,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000289723,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:8d3f1533bb35d42e0c3dcede4434aefb2ea0272d22f1c6b969b92ccf2dcb71ff,8,4,1.7058142410455743,825,0.006614923266890104,5063,0.04059558363668436,49121,0.393856540355041,83845,0.6722766561362433
6,18,120,274,current-nlr-pbe-gw-v1:gw:matdb:000009985,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:92553ca81a375b56cf17c50d42728c8881d2720a3b900845f319b13b73f72194,8,4,1.506784599337335,730,0.005853204830096698,2726,0.021857310091566575,50507,0.40496961144341637,84452,0.6771436360429128
18,117,274,1189,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010399,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:9a0e81d93236f722f2c252add9dcee4dad1c8dd63b68c944d058ccf7ad00e70e,8,4,1.6895229070406854,819,0.006566814734039994,5471,0.043866963870491826,49480,0.3967350342372392,83984,0.6733911704806043
18,31,274,497,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000286958,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:9a6f79e2d9c1d224aa8887f12e2a32225b3f0ca84cde603126bd2dc7aed8e92d,8,4,1.807790586107942,875,0.007015827707307686,6316,0.050642248913548966,49375,0.3958931349123623,83853,0.6723408008467102
18,160,274,1918,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010765,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:9cd038ca976f4fbe652e141cc0b6514052d980836a420a8ece0ada117fbf2742,10,4,1.4499147262200818,702,0.0056286983434628525,1983,0.015899870106961304,48548,0.38926217546785546,83777,0.6717314260972754
18,33,274,499,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000289702,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:9ded9597d95c16717b4c54e367b356d1391e2b11d997c38bc2db75dec6803445,8,4,1.5765959057317378,764,0.006125819849580654,3828,0.030693243958370083,50384,0.4039833865199891,84463,0.6772318350198047
18,161,274,1926,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010256,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:9e0a98f1ad78301737ece547c76bca46f0acd1e75860d9ab7a1f86f77ab2262d,8,4,1.6664953293604088,807,0.006470597668339775,4747,0.03806186757324524,48881,0.3919321990410366,83775,0.6717153899196587
18,39,274,505,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000289712,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:b77ed67802fc13261ffaccd375f027539aa0f19004405437768d9d0868f41c36,9,4,1.764860215547216,855,0.006855465931140653,6732,0.05397777385782325,49004,0.3929184239644638,83809,0.6719880049391427
18,104,274,988,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000012241,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:be128386b55e62723a62d0ef527ed94a01fcedeecc4142c2c35b7e45a71d8273,8,4,1.7340876613650948,837,0.006711140332590324,5233,0.04195865873410414,48674,0.39027245465770777,83825,0.6721162943600764
18,36,274,502,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000286963,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:c1a44fddae1f65cc59092a1f53ed4de1a860e0ea1bbf5785e6cdd8e65e06b5f0,8,4,1.8033339652548515,873,0.006999791529690983,6179,0.04954377074680479,49574,0.39748873458522427,83914,0.6728299042640197
18,43,274,509,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010575,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:c535fc5fb215ba09797678d99ca6e0148fec6347da136e2fde2c70a15b9ee0b0,9,4,1.7857572433989535,863,0.0069196106416074665,5992,0.048044388139643034,48978,0.3927099536554467,83802,0.6719318783174842
18,165,274,1971,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010579,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:c6b7c80f6a092448302c44b2537d521ef887cdfbf3e1273379b1d5b8c6059c38,8,4,1.6758026512928668,811,0.006502670023573181,5029,0.0403229686172004,49336,0.3955804294488366,84000,0.6735194599015378
18,155,274,1875,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000290153,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:cd7fd14df01a62f71d5f19833c1124151add66c2f0b724a9c63da65423d587af,9,4,1.3825420863712554,670,0.0053721195015956,1157,0.009276928751262849,49261,0.3949790727882102,84316,0.6760531759649769
18,166,274,1972,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000010269,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:db5b698b45b68b29f6dd2ae7bffb551404d870e3f7a5487f11c8d94ec5de96ab,8,4,1.7915010008861079,865,0.00693564681922417,6218,0.04985647621033051,48904,0.39211661508362866,83789,0.6718276431629757
1,18,76,274,current-nlr-pbe-gw-v1:gw:matdb:000289692,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:dff2d24c4076c82e94af1420dba81afecc62a472a5a7aec8241ab76e9642204b,9,4,1.552812763005508,751,0.006021584695072082,3087,0.024751840151381516,49084,0.393559871069132,83881,0.6725653073333441
18,91,274,866,current-nlr-pbe-gw-v1:gw:matdb:000289620,current-nlr-pbe-gw-v1:gw:matdb:000009737,current-nlr-pbe-gw-v1:composition:00a377c841078b910be1cee88418bce664145efcb4f8efd13f9b637c450380d4|current-nlr-pbe-gw-v1:composition:e7871bcca8853801aac75ab3bb073a7f84c8891cd29eedfabc68105654c49d85,8,4,1.5257761177803182,739,0.005925367629371863,2967,0.023789669494379318,49272,0.3950672717651021,84369,0.6764781346718196
